"headline","content","newspaper","date"
"TRAGEDIA OCURRI EN LA PERLA, CALLAO","En pocos días de la Nochebuena, una tragedia estremeció a los chalacos la tarde de ayer. Tres angelitos, de 2, 4 y 6 años, murieron asfixiados en un incendio que se originó en su vivienda de La Perla, en el Callao.  A las 2:30 p.m., la fuerte humareda que salía de una casa de la cuadra 2 de la Av. Lima alarmó a los vecinos, quienes salieron a las calles. A los pocos segundos, una menor de 12 años salió cargando a su hermano de 5 años por una puerta posterior. Ambos sufrieron quemaduras de primer grado y fueron llevados al Hospital Daniel Alcides Carrión.  En medio de la confusión y el dolor, la pequeña ayudó para sus primos, de 8, 4 y 2 años, quienes aún se encontraban dentro de la vivienda. Aparentemente, en medio de un ambiente y con llave. Lamentablemente, nada se pudo hacer. Los vecinos trataron de entrar, pero era imposible. Los bomberos sofocaron el fuego y, al ingresar, pudieron divisar los tres cuerpecillos, uno de ellos al interior de un ropero. Otros dos corrieron hacia la parte posterior de la casa.  Abandonados. La madre de los pequeños fallecidos (tres niñas y un niño), Felicidad Noelia Baca Montesinos, se suicidó al enterarse de lo ocurrido y también fue llevada al hospital.  Los vecinos contaron que los menores estaban en un estado de abandono, porque su madre es adicta al alcohol. Incluso, el colegio ya había dado aviso al INABIF.  El abogado José Ignacio Toledo, representante de una hermana de Felicidad Baca, llegó al lugar y señaló que su patrocinada estaba pidiendo la custodia de los menores.  Cocina. Trascendió que el incendio se originó por haber hecho falta de combustible para almorzar y se produjo una explosión de gas de un horno en la cocina.","ojo","22/12/2018"
"CUATRO PERSONAS MUERTAS DEJARON DOS ACCIDENTES DE TRÁNSITO EN DOS REGIONES DEL PAÍS","El primero ocurrió en Puno, donde tres integrantes de una familia murieron tras el choque entre un mototaxi y una minibús. Los occisos son Rubén Paja Gonzáles (50), Lourdes Quispe Saíra (43) y una menor de 17 años. En tanto, en Ancash, Cirilo Suárez (39) muri tras el impacto entre un auto y una furgoneta.","ojo","22/12/2018"
"MEDIANTE LA MODALIDAD DEL ‘COMBAZO’, CUENTOS ROBARON DECENAS DE CELULARES DE ALTA GAMMA DE UNA TIENDA DEL CENTRO COMERCIAL","‘El Nuevo Sol’ ubicada en la cuadra 21 de la Av. Ignacio Merino, en Lince. Los hampones permanecieron solo unos minutos en el local, pues fueron descubiertos por algunos vecinos. Aún así, huyeron en un auto con el botín valorizado en más de 5 mil soles, según la Policía.","ojo","22/12/2018"
"EMPRESARIO ERA VINCULABLE CON GERARD OROPEZA Y TENÍA DENUNCIAS","Empresario que tendr nexos con el entorno de Gerardo Oropeza fue hallado sin vida y con signos de tortura en la ribera de un río, en Cieneguilla. El último miércoles, los familiares de Johnny Olivares Valle (57) se dirigieron a la dependencia policial de Minilin-Cieneguilla para denunciar que Olivares se encontraba desaparecido. Pasaron cuatro días de angustia hasta que en la noche del jueves fueron informados de que el cadáver fue hallado en el curso del río Urubamba, cerca de la vía Prolongación Urubamba.  Johnny Olivares Valle en un exministro natural del Callao y empresario, dueño de un canal de televisión, según sus parientes. Está en estado de shock. No está mirando hacia arriba. No tiene un brazo, dijo el teniente PNP Jorge Bustamante tras el hallazgo. Según fuentes policiales, parte de sus extremidades fue devorado por médanos.  No tiene nexos. Nancy Rojas y Ronald Olivares, esposa y hermano de la víctima, respectivamente, describieron que este hombre nunca haya conocido a Gerardo Oropeza. Nancy Rojas expresó que un sujeto conocido con el nombre de Barrio secuestró a su esposo. Se llamaban tomando altos tragos en su casa de Cieneguilla y de all no lo vieron salir a mi esposo. Al parecer, él le disparó, dijo la mujer. Según informes periodísticos, Olivares tiene 30 denuncias por robo, estafa y extorsión. Precisamente, fue sindicado de participar, junto con un operador de Oropeza, en la invasión de las casas de un coleccionista, en 2013. Los deudos, sin embargo, indicaron que Olivares es inocente.","ojo","22/12/2018"
"VECINOS Y DETUVIERON A SEIS LADRONES","Robacasas trepan techos para escapar. Javier Rosales Quiñones (60), Héctor Julián Villanueva Velásquez (55) y Marly Pérez (40) fueron detenidos por los vecinos de la calle 20 de Daniel Alcides Carrión, en San Martín de Porres, barrio en una acción organizada por los vecinos.  Los sujetos utilizaron para abrir la chapa de la puerta principal del predio. Uno de los vecinos se percató del hecho y cerró la luz del barrio. Al escuchar el ruido, uno de los ladrones salió y fue retenido por los vecinos, quienes lo mantuvieron con la intención de lincharlo. Previo a que fueran aprehendidos, ambos regresaron a la casa siendo perseguidos saltando por los tejados de varias viviendas. Al verse corridos, ambos regresaron a la casa. Ada Rusas, residente de la zona, contó que solo este mes vienen robando seis ladrones.","ojo","22/12/2018"
"EFECTIVAS DE LA COMISARÍA SOL DE ORO DETUVIERON A HENRY DANIEL CASTILLO MERINO","Luego de que quemara la mano del hijo de su suegra, de nueve años, con un cuchillo caliente. Según se denunció, el detenido Luis Álvarez había golpeado con dureza al pequeño, quien tuvo que escapar de su vivienda. Una vecina de Los Olivos lo encontró en la calle.","ojo","22/12/2018"
"Migraciones entregar pasaportes en Navidad y Año Nuevo","El trámite demandará solo 30 minutos.  TRÁMITE. Los ciudadanos que requieran obtener pasaporte para realizar sus viajes en Navidad y Año Nuevo podrán tramitar el documento en la oficina de expedición de pasaporte electrónico del Aeropuerto Internacional Jorge Chávez, informó la Dirección General de Migraciones.  El trámite del pasaporte podrá hacerse por pérdida, caducidad del documento o cualquier otra circunstancia.  El costo del derecho al trámite es de S/58.50 y tiene una demora de 30 días para su entrega. Asimismo, el pasajero debe presentar su tarjeta de embarque que acredite que debe viajar al extranjero en las próximas horas.  Desde agosto del 2016 a la fecha, más de 50 mil personas han obtenido su pasaporte electrónico en la oficina de Migraciones del primer terminal área del Perú.","ojo","22/12/2018"
"Primera cumbre entre Donald Trump y Kim Jong-un","Contra todo pronóstico, los gobernantes de Estados Unidos, Trump, y de Corea del Norte, Kim Jong-un, sostuvieron una primera cumbre para bajar tensiones. En esa línea, las dos Coreas también tuvieron un acercamiento y las relaciones mejoraron. Sudamérica, el expresidente brasileño Luiz Inácio Lula da Silva, encarcelado y, en Cuba, los Castro dejaron el poder.","ojo","22/12/2018"
"Rescate de niños atrapados en cueva en Tailandia","El pasado 23 de julio, doce menores de entre 11 y 16 años y su entrenador de fútbol, de 25 años, quedaron atrapados en una caverna llamada Tham Luang en Tailandia, ubicada a nordeste del país. Tras varios días de búsqueda, finalmente fueron rescatados el 10 de octubre.","ojo","22/12/2018"
"Los Castro dejaron el poder en Cuba","Luego de varias décadas, el apellido Castro no corresponde al del presidente de Cuba. Pieguí Diaz-Canel Bermúdez es el nombre del sucesor de Raúl Castro, quien en abril pasado renunció al cargo tras dos períodos. Sin embargo, la influencia de los Castro no desaparecerá de manera inmediata, ya que el nuevo presidente fue un único candidato en una votación secreta, por lo que tenía garantizada la victoria en el tema de partido único.","ojo","22/12/2018"
