"headline","content","newspaper","date"
"Real Madrid derrota 2—1 al Málaga y sigue en racha positiva","Real Madrid derrotó en calidad de visita al Málaga por 2-1 y recuperó la tercera ubicación en la tabla de posiciones, gracias a los goles de Isco Alarcón y Casemiro. Los merengues impusieron su juego desde el inicio del compromiso y pudieron anotar más goles, pero las buenas atajadas de Roberto Jiménez y la poca precisión de los albos impidieron ver un marcador holgado.  Un tiro libre ejecutado con precisión por Isco significó el primer tanto del duelo (29 PT) y tuvo plácido partido. Apenas una intervención de mérito tuvo que realizar Keylor Navas ante tiro en la parte final del primer acto. En el segundo tiempo, Casemiro sentenció el duelo a favor del Madrid (18 ST), aunque Diego Rolán aprovechó un fallo de Jesús Vallejo para marcar el descuento que solo sirvió para las estadísticas.","correo","16/04/2018"
"Edison Flores en triunfo del Aalborg","Desde el pitazo inicial, Aalborg impuso su ritmo, pero recién en el complemento del juego pudo reflejar ese dominio al marcador del duelo. Pedersen (25 ST) y Kusk (45+4o ST) anotaron para el equipo local que Aalborg rompió una racha negativa de dos derrotas consecutivas en el campeonato de Dinamarca con la presencia de Edison Flores en los últimos 25 minutos. El Orejas Flores ingresó por Borsting y tuvo una actuación aceptable.","correo","16/04/2018"
"Juan Almeyda, director de donaciones y trasplantes del Minsa","Un 85% de peruanos no quieren donar sus órganos Órganos al día pueden trasplantarse en hospitales del Perú. 13% de peruanos acepta donar sus órganos en su DNI. ¿Qué lugar ocupa el Perú en la región en cuanto a donación de órganos? España ocupa el primer lugar en el mundo. Tiene 46 donantes por millón de habitantes; eso significa, el número de personas que realmente dona, no los que tienen la intención. En la región, Argentina, Brasil y Uruguay ocupan los primeros lugares en donación de órganos con cifras de entre el 12% y 15% por millón de habitantes, Chile tiene 4%, mientras que Perú ocupa el penúltimo lugar en la región con 1.6% donantes por millón de habitantes. ¿Cuáles sectores de la población tienen mayor predisposición de ser donantes? Las 2/3 partes de ellos son mujeres jóvenes y hay más donaciones en Lima, Piura, Lambayeque, La Libertad, Ancash y Arequipa. La lista de espera por un órgano se incrementa? La demanda por un órgano para vivir ha aumentado, tan rápido en personas que lo necesitan para seguir viviendo y otros que lo requieren porque padecen una enfermedad crónica. El año pasado se requería la donación de 5 mil órganos y este año se necesitan 6 mil. En qué momento uno es potencial donante? Es la persona que falleció y tiene que encontrarse en estado de muerte cerebral en un hospital o conectado a un respirador artificial. ¿Cuáles son los mitos sobre la donación de órganos? Se cree que si sigue latiendo el corazón, a pesar de la muerte cerebral, aún hay vida y no es así, La persona muere cuando se da la muerte cerebral. Otros creen que se les deja morir intencionalmente por la donación, pero los médicos que atienden en los servicios de emergencia no son los mismos que están a cargo de la donación de órganos. ¿Quiénes no pueden ser donantes? Personas con VIH, Hepatitis B/C, etc. El tiempo en que el cuerpo puede mantenerse para la donación es entre 24 a 36 horas, después de ello es imposible donar. ¿Cuánto cuesta trasplantar un órgano? El costo de un trasplante renal se estima entre 70 mil a 100 mil soles. Respecto a un trasplante de médula ósea se estima en 250 mil soles. Todos los trasplantes están cubiertos por el Sistema Integral de Salud (SIS). ¿Cuál es la meta en la donación de órganos? Queremos triplicar el número de donantes de órganos en el Perú. El año pasado fue de un donante por cada millón de habitantes, ahora queremos llegar a cuatro donantes por el mismo número de población. ¿Cuántos pacientes mueren esperando un órgano? A diario muere una persona.","correo","16/04/2018"
"Jueces recibirán capacitación en quechua","En el marco del Plan Nacional de Acceso a la Justicia de Personas en condición de Vulnerabilidad, y será utilizada de manera oficial en la Sala de Audiencias del Palacio de Justicia de Lima.  Un total de 40 becarios y 13 voceros del PJ informaron que se dictará un curso de quechua básico dirigido a jueces, juezas y servidores judiciales para que puedan resolver las demandas de los quechuhablantes del país. La capacitación se hará desde mañana en el Palacio de Justicia. Los accesitarios fueron previamente seleccionados para la realización de esta primera actividad. Debido a la gran acogida, se establecerá un segundo curso para el 9 de mayo a fin de promover el acercamiento de las autoridades a la población.","correo","16/04/2018"
"Ejecutivo dará nuevas directrices para gestión descentralizada","A 5—5 M  GORE TIENE COMO PUNTO PRINCIPAL AGILIZAR Y DESTRABAR OBRAS  Vizcarra se reunirá hoy con gobernadores regionales  Autoriza de decreto supremo, Yamila Osorio, dijo que confía en que siguiente continúe acuerdos de Kuczynski  Romina Vega  Los gobernadores regionales se reunirán hoy con el presidente Martín Vizcarra, el premier César Villanueva y todos sus ministros para evaluar en conjunto las posibles soluciones a los problemas latentes del país, principalmente sacar adelante obras que continúan trabadas. La cita inicia a las 7:00 de la mañana en Palacio de Gobierno y durará dos días. A lo largo de las sesiones, los titulares de las carteras deberán llegar a acuerdos con las autoridades regionales para continuar la articulación intergubernamental y el proceso de descentralización, a fin de empujar juntos hacia la reactivación económica y social del Perú.  Además, según informó la Oficina de Prensa de la PCM, también se ajustarán mecanismos para agilizar las obras de la reconstrucción en el norte del país.  Olvidados. Al respecto, la gobernadora regional de Arequipa, Yamila Osorio, comentó a Correo que lamenta que las regiones que no están incluidas en el plan de la reconstrucción no tendrán prioridad para solucionar su problemática. Estamos sintiendo como si la única agenda fuera la reconstrucción, todo el mundo habla de ello. Y claro, nosotros nos solidarizamos con la gente del norte, pero tenemos la percepción de que la prioridad es asignar el presupuesto a la Reconstrucción con Cambios, a costa y provecho de otras regiones del país que también necesitan obras, cuestionó.  Promesas. Osorio añadió que es urgente validar que los compromisos asumidos por el expresidente Kuczynski van a continuar durante la gestión de Vizcarra porque la incertidumbre generada por el cambio de gobierno fue inevitable. Entendiendo que se trata del mismo partido de Peruanos Por el Kambio, los compromisos anteriores se tienen que honrar. As lo entiendo yo, los dirigentes sociales y la población, expresó.  Por ello, puntualizó, hoy planteará una agenda concreta para que nos digan si este gobierno va a cumplir o no. Hemos presentado proyectos y no tenemos respuesta. Espero que mañana (hoy) la tengamos, replicó. Finalmente, dijo que solicitará que el Ejecutivo agilice la transferencia de las partidas presupuestarias que están pendientes en el Ministerio de Economía y Finanzas.","correo","16/04/2018"
"Madre de Dios. Destruyen maquinaria de minería ilegal","El Ministerio del Interior (Mininter) informó que la Policía, junto a miembros de la Fiscalía, destruyeron 9 motores, 10 balsas y maquinaria adicional utilizada para la minería ilegal, a la altura del kilómetro 107 de la carretera Interoceánica, en la zona de La Pampa, en Madre de Dios. También se inmovilizó equipo pesado.","correo","16/04/2018"
"El VIII Gore tiene mucha importancia para las regiones","Hoy y mañana los gobernadores Edwin Licona, Juan Luque, Jaime Rodríguez, Omar Jiménez y Yamila Osorio, de Cusco, Puno, Moquegua, Tacna y Arequipa, respectivamente, junto al resto de autoridades de otras regiones del país, participarán en el VIII Encuentro de Gobernadores Regionales (Gore) con los representantes del Ejecutivo, encabezados por el presidente Martín Vizcarra y el premier César Villanueva y los integrantes de su gabinete. La cita reviste mucha importancia, en especial para las regiones del sur, en donde una serie de proyectos de desarrollo están paralizados por la falta de recursos y los cambios registrados en las diferentes carteras ministeriales, afectando indirectamente su normal ejecución. Pese al esfuerzo de ciertas autoridades regionales de mantener el ritmo de inversión, esto ha tenido ciertas trabas por la serie de problemas imprevistos presentados en los últimos días. El objetivo de este VIII Gore debe ser encontrar los caminos necesarios que permitan el destape y reinicio de los proyectos paralizados, y poner en marcha aquellos que están previstos y por falta de decisión se encuentran en condición de espera. Es importante por el desarrollo del país, en especial de las regiones, que de manera transparente se destinen los recursos para estas obras y no se sigan postergando más. Además, con ello, Vizcarra y Villanueva demostrarán que no olvidaron su paso por administraciones regionales y que como siempre para ejecutar un proyecto existen inconvenientes. El Ejecutivo tiene que articular las acciones necesarias para que las obras previstas se desarrollen en los plazos establecidos y no se pierda más tiempo.","correo","16/04/2018"
"Tras bombardeo en suelo sirio, Trump pasa a la arena político-económica","El Gobierno de Donald Trump anunció hoy nuevas sanciones contra Rusia. Esta medida está en relación con el presunto uso de armas químicas por parte de tropas del régimen sirio de Bashar al Assad, apoyado políticamente y militarmente por Moscú. EE.UU. ya ha tomado diversas acciones punitivas contra el mal comportamiento de Rusia en toda una serie de casos, dijo este domingo la embajadora estadounidense ante la ONU, Nikki Haley, en el canal Fox News. La funcionaria hacía referencia a la expulsión de 60 diplomáticos rusos, en respuesta al ataque con un agente neurotóxico en el Reino Unido contra un exespía ruso y las recientes sanciones contra oligarcas cercanos al Kremlin.  En otro programa, Face The Nation, de la cadena de televisión CBS, Haley fue consultada sobre si Washington tomaría más medidas contra el apoyo al presidente sirio Bashar al Assad por parte de Rusia e Irán, y respondió: Absolutamente. Verán que las sanciones van a llegar (...) y apuntarán directamente a todo tipo de empresas que se ocupan de equipos vinculados a Al Assad y a la utilización de armas químicas en Siria, agregó. Haley también mencionó que EE.UU. no retirará sus tropas de suelo sirio hasta asegurarse de que las armas químicas no se usen de ninguna manera que ponga en riesgo los intereses norteamericanos y el Estado Islámico está completamente vencido.  Pronunciamiento ruso. Como era de esperarse, Moscú ha rechazado la acción militar llevada a cabo por Washington, Londres y París durante la madrugada del sábado pasado en Siria. El bombardeo conjunto (ver infografía) destruyó objetivos, entre ellos, donde principalmente se elaboraban las armas químicas que el régimen de Al Assad usó contra civiles el 7 de abril.  Ayer, el presidente ruso Vladimir Putin no solo condenó los hechos, sino que advirtió que si algo similar vuelve a repetirse, entonces sobrevendrá una crisis mayor entre las ya enfrentadas potencias. Putin subrayó en una conversación con su homólogo iraní, Hassan Rohani, que si tales acciones, en violación de la Carta de Naciones Unidas, vuelven a producirse, provocarán inevitablemente caos en las relaciones internacionales, según un comunicado del Kremlin.  Quien también se pronunció en contra del bombardeo fue el propio Al Assad. La agresión tripartita con cohetes contra Siria estuvo acompañada de una campaña de falsedades y mentiras en el Consejo de Seguridad de la ONU, señaló.","correo","16/04/2018"
"EDITORIAL & LA NECESIDAD DE ENFRENTAR LAS BAJAS TEMPERATURAS EN EL SUR","especialmente en el sur del pas (Puno, Cusco, equipa, Moquegua y Tacna), y es de esperarse que, al igual que el ao pasado, el Estado se encuentre listo para afrontar las bajas temperaturas que en aos anteriores costaron la vida de varios compatriotas, especialmente nios, quienes no recibieron el apoyo oportuno.  El ao pasado, a travs de un minucioso trabajo llevado a cabo desde el Ministerio de Defensa y las Fuerzas Armadas, se estuvo en condiciones de atender a los que habitan las zonas afectadas por el fro, Es verdad que no tuvimos heladas extremas,fro eso no debe llevar a que este 2018 se baje la guardia y dejemos a la gente expuesta a temperaturas que ponen en riesgo sus vidas y las de sus animales, que les sirven de sustento econmico.  En el Per nunca ms deben darse dramticas e indignantes situaciones como las vividas en aos anteriores, en que mos a nios y adultos caminando por encima del hielo recogiendo a sus animales muertos por el fro, mientras los centros de asistencia en salud no tenan ni medicamentos para las infecciones respiratorias. Eso desde el 2017 cambió. La emergencia del fenmeno El Niño costero demostr que cuando hay voluntad y ganas de hacer las cosas en favor de los compatriotas expuestos a cualquier riesgo, estas se hacen, Este es el momento de iniciar la alerta ante lo que pueda suceder en los prximos meses en la sierra sur del pas, Existen los recursos. por lo que no hay pretexto para quedarse de brazos cruzados ante un evento climtico recurrente en nuestro pas.","correo","16/04/2018"
"Columna de Opinin D Unidos por el Por JAVIER DEL RO ALBA Arzobispo de Arequipa ","con el lema ”Unidos por el bien del Per” el sbado pasado Arequipa ha celebrado el 12o Corso por la Vida y la Familia.  Se ha calculado que ha participado alrededor del 20% de la poblacin de esta ciudad, caminando por las calles de nuestro bello centro histrico entre cantos y otras muestras de jbilo por el don de la vida y la familia. Como dice el papa Francisco, la promocin de la vida y la defensa del no nacido ”debe ser clara, firme y apasionada, porque ah est en juego la dignidad de la vida humana, siempre sagrada, y lo exige el amor a cada persona mas alla de su desarrollo” (GE, 103 Si la vida no es respetada y amada desde el mismo momento de su concepcin, poco a poco deja de servir valorada en otros momentos de su existencia: la vida de los pobres, las vctimas de la trata de personas, los ancianos y enfermos, as tambin nos lo recuerda el Papa y lo vemos con frecuencia.  La familia es el lugar por excelencia para la concepcin y cuidado de la vida en todas sus etapas y circunstancias. Segn la Encuesta Mundial de Valores 2008, de reconocido prestigio acadmico, el 89.7% de la poblacin considera a la familia como lo ms importante en sus vidas (Boletn DSL, no 20). En Arequipa, segn Jos resultados de una encuesta publicada en el 2016 por el profesor Federico Rosado, el 92% de los jvenes de 18 a 20 aos de edad pertenecientes al sector socioeconmico C de nuestra ciudad considera que la familia es importante en la formacin de la persona, y el 74% considera que la falta de uno de los progenitores en el hogar afecta la vida de los hijos. Por tanto, como tambin ha dicho el papa Francisco, la sociedad y el Estado tienen la gran responsabilidad de fomentar polticas que permitan a los jvenes realizar su proyecto de formar una familia y contar con un hogar(AL, 43 y 44).","correo","16/04/2018"
