"headline","subheadline","author","content","newspaper","date"
"Existe desabasto de frutas y legumbres en los mercados","","","existen desabastos de fruta y legumbres en los mercados — en varios mercados de la capital y señaló que — Lima.","correo","2017/03/23"
"Ayer, por ejemplo, ingresaron 6,500 toneladas de alimentación al Mercado Mayorista.","","","ingresar on 6500 toneladas de ali mentos al Mercado Mayorista. 'han ingresado 3000 toneladas de limón en los dos últimos días, tenemos precios de S/2.50 el kilo. Este había llegado a S/30. La cebolla está a S/2.50, el tomate a S/4, la papa fluctúa entre S/0.50 y S/2, dependiendo de la variedad', detalló.","correo","2017/03/23"
"Pedir a la población no incluir ropa en sus donaciones","","","'pedir a la población ya no incluir ropa en sus donaciones para los damnificados por los huaicos, sino priorizar la entrega de alimentos y agua.'","correo","2017/03/23"
"Cerca de 43 zonas de Lima y Callao carecen de agua","","","'""uno de los inconvenientes se registró en la planta de tratamiento de Huachipa, la cual no funciona porque fue invadida por lodo y una de sus tuberías, que abastece a varios distritos, está rota.""'","correo","2017/03/23"
"Familias duermen en carpas cerca de las zonas afectadas","Desborde del río Chillón deja 150 casas inundadas en Canta","Aurora Cu Ra Ja Ul Ca","Un total de 150 familias residentes en las Brisas de Chillón, en Trapiche Bajo, a la altura del kilómetro 39.5 de la carretera Canta, tienen sus viviendas inundadas, tras los sucesivos desbordes del río Chillón. Decenas de vecinos evacuaron y se instalaron en carpas que les fueron donadas, mientras que otros pernoctan en las chacras cercanas. Todos solicitaron la ayuda del Gobierno.","correo","2017/03/23"
"Saqueos atribuidos a menores provocan indignación","Tres jóvenes de 17 años enfrentan cargos por intento de saqueo","","tres jóvenes de 17 años, procesados de intentar saquear un supermercado de San Juan de Lurigancho, fueron denunciados por la Fiscalía ante el Juzgado de Familia.","correo","2017/03/23"
"Ejecutan plan de expansión del Metropolitano","Municipalidad declara intangible partes de avenidas","Aurora Caruaju lc a","la municipalidad de Lima se encuentra dando los primeros pasos para expandir el Metropolitano hacia el norte de la ciudad. Uno de esos pasos fue declarar la intangibilidad de dos avenidas para reserva: tas y destinarlas al uso exclusivo de los buses conales, que extenderán su recorrido hasta Carabayllo.","correo","2017/03/23"
"Investigación judicial involucra a expresidente regional","Magistrado Páucar presenta evidencia incriminatoria","Eduardo García","varios indicios y pruebas utilizados para que el ministerio público presente su petición de prisión preventiva contra Juan Carlos Zevallos Ugarte, procesado por corrupción de influencias y lavado de activos, fueron hallados durante el allanamiento a unas de sus casas en el distrito de La Molina.","correo","2017/03/23"
"Las luces inteligentes transforman el ambiente laboral","","","Los avances tecnológicos hacen posible adaptar la luz artificial a nuestras actividades cotidianas.","correo","2017/03/23"
"Banco central interviniendo en mercados financieros","","","Desde que la Fed anunció cambios en políticas monetarias, el banco central compró USD 143 millones para estabilizar el valor del dólar.","correo","2017/03/23"
