"headline","content","newspaper","date"
"NA","En efecto, habían querido apresarlo a balazos y él había logrado escapar gracias a sus guardaespaldas, los ocho efectivos no eran bolivianos y, según él, la intención era matarlo. ¿Eran peruanos? Martín se alej de Santa Cruz y cancel la entrevista, solo me dej un mensaje: ‘Mi seguridad está por encima de mi palabra, tengo que ponerme a salvo’. ¿Por qué querrán callarlo? ¿Qué sabe él que ahora es un peligro? Cuál fue su verdadera relación con la pareja presidencial después del 28 de julio del 2011? ¿Se reuni más de una vez con Nadine?  Dos días antes lo había encontrado bastante más delgado de la última vez que fue a ‘Sin peros en la lengua’ y muy preocupado por su vida. Martín mira a todos lados cuando camina. No duerme. Si hasta hace un tiempo ponía las manos en el fuego por la pareja presidencial, no creo que ahora repita esa expresión. Es más, creo que se siente traicionado y perseguido. Cree que Urresti se quiere vengar. Estuvo en el Perú mientras el ministro del interior supuestamente lo buscaba? Sé que habría salido en mayo, un día antes de que le dictaran prisión preventiva, y regresado un día antes de ingresar a Bolivia. Martín no confirma nada, sí aclara que jamás pensó que Urresti dijera que necesitaría un psiquiatra si no lo capturaba.","elcomercio","13/01/2015"
"NA","Belaunde Lossio hizo el jueves lo que se llama una operación quirúrgica, apareció de pronto, leyó una declaración, no permitió una sola pregunta y desapareció escoltado. Todo en menos de cinco minutos. Agradeció a Bolivia y aseguró que respetará la decisión de Conare. Si algo le inquieta hoy es su familia. Su madre, sus tres hijos, su hermano Arturo, todo lo que ha dejado en el Perú. Si hoy retrocediera el tiempo, no volvería a entrar en política, estoy convencida.  Después de investigarlo, me queda claro que hizo mucho más que ‘algunos’ mitines en la segunda campaña de Ollanta Humala, habría sido el verdadero responsable de los pactos con los movimientos regionales y habría trabajado en ello desde el 2009. ¿Por qué Humala hoy lo ningunea? Dicen que vive de la minería. ¿Cuántas minas tiene? No se sabe, pero su entorno más cercano asegura que sus bisnietos tienen su vida asegurada. ¿Tiene negocios en Bolivia? Lo doy por descontado, hasta habría colaborado en la campaña de Evo Morales. Evo y Ollanta enfrentan la mejor relación? No creo; si así fuera, Evo ya lo habría expulsado. En el poker de Morales, Belaunde Lossio es un as bajo la manga. Detesta a los periodistas, nos culpa de su estado actual e insiste en que el Caso La Centralita es un montaje. ¿El Caso Antalsis también lo es? Habla de una persecución política, pero no acepta preguntas para argumentar su teoría. Ha dicho que al final la verdad saldrá a flote. ¿Alguna vez dirá la suya?","elcomercio","13/01/2015"
"Niel Urresti, por ser el titular del sector Interior, tiene una responsabilidad directa en el control migratorio –y, por supuesto, en la ubicación y captura de Belaunde Lossio–, razones por las cuales tiene que pronunciarse, dando una explicación coherente al país. Esto, con mucha urgencia, porque la credibilidad del Ejecutivo ha sido cuestionada y las encuestas son adversas.","NA","elcomercio","13/01/2015"
"Consecuencias de la burocracia","El Perú trabado II ROberto AbusAda Salah Director del Instituto Peruano de Economía (IPE) que es de nacimiento, porque Dios nos ha dado el agua, porque el río Santa es de los ancashinos”; y la respuesta que con entonación de estadista profiere el presidente regional de La Libertad: “Uniremos voluntades y acciones para conformar una mancomunidad por los intereses comunes de las dos regiones”. ¿Acaso esos dos funcionarios, con el primer mandatario, no se han percatado que el agua, con todos los recursos naturales y los que yacen en el subsuelo pertenecen a todos los peruanos? Todo este estado de cosas representa un lastre extraordinario en un país que aspira realmente a combatir la pobreza y la desigualdad. El Perú está trabado en un enjambre de trámites, reglamentos, procedimientos administrativos y manuales de procedimientos distintos en cada dependencia estatal, en cada región y en cada municipalidad provincial o distrital. Desde el 2001 hemos contado 14 intentos de desburocratización y simplificación administrativa que no han impedido el crecimiento de la maraña burocrática. Lo que el Perú requiere es algo más profundo y transversal. Empecemos por establecer un sistema informático común a toda la administración pública donde se homogenice los procedimientos y se identifiquen trámites superfluos. Se requiere impedir la creación de trámites y cobrar por ellos en todos los niveles de gobierno. La aplicación del principio legal de presunción de veracidad debe regir ampliamente en toda relación entre el individuo y el Estado, dejando las fiscalizaciones aleatorias y las severas penas en casos de falsedad para un acto posterior. Más importante aún, el Gobierno Central y sus entes rectores deben asumir el papel que la ley les confiere y hacer prevalecer el carácter unitario de la nación. La gran ola liberalizadora de la economía iniciada a comienzos de los años 90 significó, sin duda, la recuperación de la soberanía ciudadana de manos de un Estado que entonces intervenía en todas las etapas de la actividad económica. Desapareció todo ese gran aparato para administrar las empresas públicas, las importaciones de insumos, las ventas de productos mineros y harina de pescado, la comercialización del arroz, la leche y otros productos básicos. Desaparecieron los miles de funcionarios dedicados a fijar precios, tasas de interés y diferentes tipos de cambio. La eliminación de las licencias de importación, el racionamiento de moneda extranjera, la administración de los subsidios a la exportación de productos no tradicionales y las tantas otras tareas típicas de un régimen estatista terminaron igualmente con la razón de ser de una enorme burocracia. Quienes creamos que todo este proceso produciría un Estado más pequeño y vigoroso, ocupado en las tareas del mejoramiento de la educación, la calidad de la salud, la infraestructura física y la promoción de la competencia, nos equivocamos miserablemente. Experimentamos, en cambio, una gradual pero imperceptible metástasis burocrática; burocracia que se ha reinventado a sí misma para llenarnos de trámites y permisos innecesarios, y someternos a procedimientos redundantes. ¿Cómo sorprenderse de que más de dos tercios de todos los peruanos hayan optado por la informalidad, impidiendo así que el Perú avance hacia el pleno desarrollo? Convenientemente, los miembros de la burocracia estatal en todos los niveles, ignorando su condición de servidores públicos, prefieren sentirse en muchos casos poseedores de un poder cuasi omnipotente que imponen a los ciudadanos, a quienes sus reglamentos, procedimientos y manuales designan con el abusivo epíteto de “los administrados”. Apostaría que solo una minoría de los habitantes del Perú sabe que la palabra mandatario define a la persona a quien el ciudadano le otorga (o quita) el poder de mandar. El Poder Ejecutivo se ha vuelto cada vez más complejo con el aumento de ministerios e incontables agencias del Gobierno Central que, en medio de una organización cacótica, son asignadas a falta de mejor lugar a la Presidencia del Consejo de Ministros, cuya cabeza muchas veces no es consciente de su existencia. Agrava toda esta situación, se ha creado una capa adicional de burocracia fundando regiones donde existan departamentos, contraviniendo la idea original de descentralizar uniendo departamentos económicos complementarios. No hemos sido capaces de crear siquiera una región metropolitana en el área administrativa Lima-Callao. Hoy, una pléyade de 26 regiones ha casi completado la innoble tarea de destruir del principal activo de la nación peruana, ser un país unitario.","elcomercio","13/01/2015"
"Informalidad laboral y pobreza","Ilustración: Víctor Aguilar Cuidado con los ‘efectos secundarios’: un banquero comenta Nace del sistema tal como está legalmente diseñado ahora; un sistema que puede ser perfecto en las intenciones de sus creadores, pero que no da solución a todos los que necesitan generar ingresos. En el Perú nos sentimos muy orgullosos del espíritu emprendedor de nuestra población. ¡Faltaba más! Tenemos más de seis millones de negocios, desde micro a medianos, formales e informales, que emplean a un total de 8,5 millones de personas. Pero lo pequeño no siempre es hermoso ni hacer empresa es hacer realidad un romántico sueño: el 13% de esos trabajadores y empresarios (más de un millón de personas) trabaja más de 60 horas a la semana y casi la mitad de los llamados “emprendedores” se convirtieron en tales por necesidad económica y no porque se les desbordara el espíritu empresarial. Hasta hace poco, solo el 11% de estas empresas eran formales, lo cual se debe, en gran parte, a que la formalización es engorrosa… y costosa. Excluyendo los casos delictivos en los que el informal busca solo estafar al Estado y a los ciudadanos, podemos ver en la informalidad un “remedio”: es la respuesta (desesperada) ante la falta de oportunidades, una enfermedad que se convierte en desempleo, subempleo y pobreza que... Pero ese “remedio” de la informalidad tiene muy serios efectos secundarios: quienes trabajan para pequeñas unidades productivas informales no tienen seguro ni pensión; muchos no son ni siquiera asalariados (pregunten al niño de 10 años que atiende en el restaurante familiar en el que paran rumbo a la playa cuanto recibe). Para el informal, el financiamiento tiene costos sustancialmente más elevados y una enfermedad puede llevarlos a la quiebra. Finalmente, se genera un círculo vicioso: la informalidad se convierte, aun sin quererlo, en una traba para el desarrollo de empresas que podrían estar creciendo, invirtiendo, investigando e innovando; pero que no lo hacen porque no pueden competir con aquellas que, en la informalidad, evaden deberes para bajar costos. Un sistema tan perfecto puede terminar generando explotación. Que en su primer contacto con el mundo de las microfinanzas encontró en el reporte de préstamos uno que decía: “Rubro: transporte. Monto, 1.000 soles”. Habitualmente acostumbrado a sumas considerablemente mayores (camiones y buses), verificó la operación: el cliente tenía una carretilla en la cual llevaba verduras al mercado central. Las cifras muestran que, en el Perú, uno de cada dos trabajadores es autoempleado: el ciclista que carga ramas de diarios en difícil equilibrio mientras se cubre de la llovizna; la carretilla multicolor de la frutera de la esquina; el amigo Wagner en los alrededores del valle Gutiérrez, con sus bolsas de palta o durazno a 5 soles, reclamando que Wong le hace la competencia; María que antes me perseguía con su saco de choclos “a cinco la mano” y hoy tiene el puesto de verduras más concurrido; el que arregla relojes de todas las marcas; el que cada invierno vuelve nuevas las botas; Doris, con sus manos de hada, que teje, cose, borda, pinta y cocina, y hoy enseña a otras la magia de hacer carteras... Crear un sistema que, aunque parezca menos perfecto, sea aplicable a la realidad que muestra que la mayoría de los peruanos, el ciclista con los diarios, el que carga bultos en el mercado, el carretillero que transporta desde gas hasta verduras, el muchacho que recoge pelotas en las canchas de tenis, el vigilante ‘free lance’ parado toda la noche a la intemperie…; todos aquellos que nunca podrán recibir capacitación para aspirar a algo mejor y que para vivir, trabajan 60 horas semanales sin seguro, ni vacaciones, ni CTS, ni domingos ni feriados. Y que el día que no trabajan porque están enfermos, o deben atender una emergencia familiar, simplemente no cobran. Para ellos, no parece resultar tan mala la posibilidad de encontrar un empleo formal…, aunque solo les den 15 días de vacaciones, un sueldo no menos al mínimo vital, una jornada laboral de 8 horas con derecho a cobrar sobretiempo, seguro de salud y supervivencia, capacitación y entrenamiento, subsidio de invalidez y maternidad. Y todo en el marco de la seguridad de un contrato que la ley protege.","elcomercio","13/01/2015"
"Rincón del autor","La Lima que se nos viene encima Fernando Vivas Periodista Ahorita nomás, este domingo 18, Lima cumple 480 años. Y dentro de dos décadas, el 2035, cumplirá la friolera de medio milenio. Espero, si Lima no me mata antes, ser entonces un viejito ni muy nostálgico ni muy chibolero, generación ‘asumare’, liberal y relativista como Dios manda que sea. Ser adulto mayor en una ciudad que habrá llegado, en algún punto de inflexión del próximo veintenio, al crecimiento demográfico cero. Porque el desarrollo se encargará de ofrecer a los migrantes potenciales del interior las alternativas laborales, educativas y de servicios que hoy se les antoja buscar en la capital. Más bien, habrá, según mi ‘wishful naif thinking’, una fuerte presión migratoria desde países que no habrán tenido nuestra suerte. Y nos pondremos duros con las visas y comprenderemos por qué Estados Unidos y la Unión Europea lo son ahora. Ser, la Lima ‘quinientosaera’, además de alegre y jaranera, una ciudad interconectada, de patrimonio material digno de recorrer a pie por el Centro Histórico peatonalizado, de patrimonio inmaterial multiplicado con fusiones y sabores, de metro aéreo y subterráneos modernsimos (la única ventaja de empezar a construirlos tan tarde). Ser la Lima que se avecina, la Lima que está ‘a la vuelta de la esquina’; una metrópoli que habrá por fin explotado el encanto de vivir sobre una arruga geológica encima del mar. Y habrá provechosas, refrescantes, juguetonas maneras de darse un chapuzón en él; como de subir a las elevadas cotas de los Andes, de hacer las rutas del pisco y, entre atajos y copas, debatir esta redefinición del patriotismo: puedes ser un buen patriota si odias a la ciudad en la que vives? No es una pregunta gratuita. Sucede que mi generación tuvo que suscribir la definición de “Lima la horrible” sin siquiera leer a Sebastián Salazar Bondy. La derecha y la izquierda compartieron la misma culpa de no saber convocar a la nación desde la capital del mal centralizado. Entonces, por mínima corrección política, se asumió que el patriotismo metropolitano, el limeñismo, debía reprimirse al punto que ni siquiera tenemos congresistas adscritos a nuestros sobrepoblados distritos. Entonces fue que a mediados de los 90,","elcomercio","13/01/2015"
"NA","Pero si Urresti es incapaz de controlar sus pulsiones con relación a los adversarios del régimen, su superior inmediato –en este caso, la presidenta del Consejo de Ministros, Ana Jara– tendría que estar en condiciones de colocarle las bridas y domarlo; lo que, sin embargo, parece estar lejos de ocurrir. No cabe duda de que la jefa del Gabinete advierte el problema que el desenvolvimiento del titular del Interior le crea al equipo ministerial, pues se la ve incómoda cada vez que el periodismo aborda el tema. Pero sus gestos para reconvencerlo han sido, hasta el momento, tímidos e indirectos.  Fue tímida para llamarle la atención por haberle faltado el respeto a un periodista en septiembre pasado (“las formas nunca deben perderse”, fue todo lo que dijo) y tímida también, hace unas semanas, para aclarar que los jóvenes que participasen en las protestas contra la ‘ley popón’ no tenían que portar DNI, como Urresti había anunciado.  Ahora último, por otra parte, ha sido casi crítica en sus intentos de reprenderlo por sus excesos en el Twitter. “Yo solicitaría que tanto el Gobierno como la oposición nos aboquemos a la agenda nacional, en temas tan importantes como la reforma educativa, la reforma de salud, los programas sociales y los temas de seguridad nacional”, recitó por ejemplo hace una semana. Y el sábado pasado, por otro lado, escribió en su propia cuenta de Twitter un comentario que, con buena voluntad, podría ser interpretado como una reacción ante las alusiones del ministro del Interior a Alan García con los epítetos de “corrupto”, “tramposo” e “infiel”.  “¿Cuál es el primer principio político?”, se preguntó en tono de pedagoga la primera ministra. Para inmediatamente responderse: “La educación”. Y luego agregó –citando a Jules Henri Poincaré– que ese síntomo de ‘urbanidad’ es también el segundo y el tercer principio político, como dejando entender que es lo único importante.  Ayer, por último, tras el número de las ‘excusas’ de Urresti, escribió también en Twitter: “Lamento cualquier exceso o maltrato, en especial hacia la mujer”.  Pero por qué la funcionaria que encabeza el Gabinete tendría que expresarse sobre un asunto tan grave solo en oráculos? Por qué no puede coger al toro por las astas y simplemente ordenarle a su ministro que deje de proferir improperios y cumpla más bien con las funciones de servidor público para las que es pagado con nuestros impuestos?  Pues bien, para contestar a esta interrogante, es necesario escalar aún más en la graduación de autoridad en el Gobierno, porque únicamente alguien que estuviese por encima de Jara y avalase las destemplanzas del titular del Interior podría obligarla a contenerse. En otras palabras, solo la intervención directa de un presidente fascinado con la popularidad que reportan tales exabruptos puede explicar la forma en que la primera ministra está siendo rebasada en sus atribuciones.  Pero eso, ciertamente, no la libra de responsabilidad. Y, además, si bien en lo inmediato no retar los designios de Palacio puede constituir una manera de asegurar su supervivencia en el puesto, ella debería considerar que semejante complacencia, a la larga, es un suicidio, pues tiene un inexorable costo en su imagen y su futuro político, que hasta el momento lucían tan prometedores.","elcomercio","13/01/2015"
"Indicio","Solo un presidente fascinado con la popularidad explicaría la forma en que Ana Jara es rebasada en sus atribuciones.","elcomercio","13/01/2015"
"Humor Profano","- MariO Molina - el tabano - Rogelio - Sarcasmo  Del Interior? ¿Lo mandará a Mulder a enterrar huesos por Twitter? ¿Lo hará hot dog?  En fin, entre las muchas preguntas sin respuestas, lo realmente sarcástico es que quien anunció ser un ministro de acción y no de escritorio parece pasar muchas horas sentado frente a su computadora. Algunos creen que esto no es bueno. Y es que la realidad no engaña, querido Urresti: cuando uno anda mucho de tuitero, los prófugos se le escapan por Desaguadero.  Ministro del Interior, Daniel Urresti, sobre sus múltiples tuits contra opositores y periodistas. “No insulto, soy sarcástico”, ha dicho el Si los tuits de Urresti constituyen insultos o no, o si, como más bien parece, Urresti simplemente fuera un singular caso de un sarcástico sin sarcasmo, es lo de menos. Preocupa más que la violencia verbal siga escalando entre nuestros políticos y, ante tal escenario, si Urresti tendría cuerda para soportar los contrataques manteniendo el buen talante.  Por ejemplo, si el congresista Mauricio Mulder, a quien Urresti llama “perro de chacra”, le respondiese que no debería mirar la pulga en el perro ajeno, pues muchas veces él actúa más como perro policía que como ministro, tendremos una respuesta alturada del titular","elcomercio","13/01/2015"
"La herencia de la gestión de Susana Villarán","Respondan! La posible ruta de la fuga de Martín Belaúnde Lossio a Bolivia Por dónde escap? - Hugo Guerra - Periodista - Remigio Hernani - Ex ministro del Interior  El nivel canalla al que está llegando el quehacer político en el Per no tiene límites: es legítimo mantenerse alertas ante la gestión de cualquier autoridad, pero resulta inconcebible que ya se esté pidiendo la vacancia de Luis Castañeda Lossio a menos de 15 días de haber asumido la Municipalidad Metropolitana de Lima.  Los promotores de este disparate, por ahora concentrado en las redes sociales, son aquellos irresponsables e incompetentes que participaron en la desastrosa gestión de Susana Villarán, sobre la cual nadie ha hecho un elemental y decente mea culpa.  Precisamente, para no quedarnos en adjetivos ni participar en esa guerra sucia alentada por algunos izquierdistas que solo saben oponerse, pero que no tienen ni idea de cómo gobernar una sociedad, propongo una lista de preguntas (tomadas de conclusiones a las que han llegado miembros de la accidentada comisión de transferencia) que ameritan un desgarro urgente:  No es verdad que en promedio durante el período Villarán de cada 10 soles, 9,50 se emplearon en gasto corriente? No es cierto que 40 de los 50 centavos restantes ya están comprometidos y solo 10 centavos quedan disponibles para nuevas obras en el 2015? No es cierto que en cuatro años de gestión se dedicaron casi 98 millones de soles a gasto improductivo bajo el rubro de publicidad, mientras obras urgentes como el mantenimiento de puentes quedaron desatendidas? No es cierto que la planilla municipal se incrementó en casi 60%, pasando de 10 mil a 16 mil servidores, lo cual explicaría por qué el pago de remuneraciones se incrementó en 400%, de 58 millones de soles a 235 millones? No es cierto, asimismo, que se ha dejado una herencia terrible de gastos por convenios colectivos y obligaciones previsionales que llegaría a los 900 millones de soles? No es cierto que también existe amenaza de pago por litigios mal llevados, en el orden de los 481 millones de soles? No es cierto que la situación de casi todas las empresas municipales –Emmsa, Emapa, Pro Transporte, Fondo Metropolitano de Inversiones y Caja Municipal– es endeble y deficitaria? No es cierto que la situación de la Beneficencia Pública es hipercrítica?  No es cierto que en Serpar se vendieron inmuebles para financiar gasto corriente? No es cierto que se hicieron obras públicas con sobrecostos, pagos de inexplicables asesoras y pésima calidad como en la Costa Verde, el malecón de Barlovento-Venecia y otros?  No es cierto que se dejó impago hasta en 17 meses a los proveedores de las cámaras de videovigilancia en el Cercado? Y no es cierto que se dejó a la deriva el suministro para albergues de ancianos y comedores populares?  Reitero que todas estas preguntas no son mas, sino que fluyen de los documentos del proceso de transferencia. Pero es obligación de quienes destrozaron Lima hacerse responsables de esto, y de más hallazgos sobre ineficiencia y corrupción, para que el daño causado a casi 10 millones de limeños no quede impune.  No es necesario ser partidarios de Castañeda Lossio. Como simples ciudadanos, no podemos permitir que sigan envileciendo la política sin responder por su pésima gestión. Mientras callen, no tienen autoridad moral.","elcomercio","13/01/2015"
