"headline","content","newspaper","date"
"ProRural gana máximo premio mundial a la innovación educativa","Hace varias semanas la organización peruana ProRural, dirigida por David Baumann, gan el máximo premio mundial a la innovación educativa, llamado también el Nobel de la educación, el Premio WISE de la Fundación Qatar.  Baumann ha ganado varios premios con su propuesta de educación en alternancia: la distinción del Instituto Latinoamericano de Comunicación Educativa, ILCE, por calidad y equidad, formación docente y educación inclusiva; el premio Esteban Campodónico; el premio Integración y Solidaridad de RPP, entre otros.","elcomercio","26/01/2015"
"¿Qué es la educación en alternancia?","Los estudiantes alternan dos semanas en la vida real [su espacio socioeconómico], con dos semanas de convivencia internados en el colegio, dedicados a tiempo completo a actividades académicas; esto facilita la socialización y la formación en valores. Durante el período familiar productivo el estudiante trabaja con su familia, desarrolla un plan de investigación y realiza tareas académicas. Con su familia desarrolla proyectos productivos y los hace desde el inicio de la secundaria.","elcomercio","26/01/2015"
"La gestión está en manos de los padres de familia","Lo más revolucionario no es esta pedagogía sino la gestión. La gestión está en manos de los padres de familia y otras personas del medio que forman una asociación para gestionar estos colegios. Y es un colegio público. El logro más grande es que el Estado haya apostado por este modelo.","elcomercio","26/01/2015"
"Educación en alternancia es una propuesta educativa y de desarrollo rural","Educación en alternancia es una propuesta educativa y de desarrollo rural que inventaron los franceses allá por 1935 y se ha expandido en 40 países. Lo que hicimos fue revelar esa experiencia cuando trabajaba en Caete, empleamos esta metodología con gente que queríamos formar desde la realidad del pequeño productor, con gente muy joven y con ellos queríamos cambiar a los viejos.","elcomercio","26/01/2015"
"Pedagogía crítica e investigadora","La pedagógica de estas escuelas tiene como método ir de lo inductivo a lo deductivo, de la práctica a la teoría y no a la inversa y logramos chicos sumamente críticos, investigadores, lo preguntan todo y siempre están preguntando por la razón de las cosas.","elcomercio","26/01/2015"
"Conclusión sobre el alcance y contenido","Sobre el alcance cuantitativo son 40 colegios, unos 3.000 alumnos. Un modelo con formación integral [técnico, productivo] y empresarial, porque desarrollan proyectos. Es importante también la formación humana. Y el otro fin es contribuir al desarrollo local. Todos los chicos tienen un proyecto productivo desde el primer año de secundaria y terminan graduándose del colegio con un plan de negocio y lo sustentan ante un jurado externo. Puede ser cualquier oportunidad de negocio en su medio. El 43% de los chicos ha desarrollado su plan de negocio. Y esos recursos extras les permiten mantener sus estudios universitarios, de ser el caso.","elcomercio","26/01/2015"
"Reflexiones sobre la evolución de los nombres","Se ha ido desvirtuando la denotación mgico-religiosa en los nombres. La costumbre de acumular nombres tiene origen mgico-religioso. Claro que con el tiempo esto se va desvirtuando y en consecuencia muchos de los nombres que se asignan no tienen denotación mgico-religiosa. Por ejemplo, en el caso de Picasso, los nombres Pablo y Francisco no tienen denotación mgico-religiosa. Juan Nepomuceno es el nombre de un santo; María, el de la Virgen, y María de los Remedios es advocación mariana o denominación complementaria que se aplica al nombre de una persona divina o santa (la Virgen María, en este caso) y que se refiere a determinado misterio, virtud o atributo suyo. Crispiniano es el nombre de un santo; él y su hermano Crispo se les considera patrones de los zapateros; y finalmente Santísima Trinidad es el nombre de un misterio inefable de la religión católica.","elcomercio","26/01/2015"
"La pugna innecesaria y el debate hecho a ciegas","Dejaron evidentemente poco o ningún espacio para que una revelación, o la amenaza de una revelación, pueda ser útil en Lima. Belaunde Lossio escapó hacia Bolivia, aparentemente comenzando diciembre, para reproducir la escena sobre un nuevo marco legal: en esta segunda versión, anunció que lo estaban persiguiendo (jamás ha dicho quién exactamente) y pidi protección legal.  La historia, por cierto, sugería que Belaunde Lossio podría entregar en Bolivia las evidencias que debería haber tenido en sus manos para dar sentido al asunto Figallo-Salas. Una historia distinta habría quedado al descubierto si Belaunde Lossio confirmaba que era portador de un caso más importante y grave que el propio y si hubiera podido probar que sus intentos por revelar ese caso en el Perú fueron bloqueados.","elcomercio","26/01/2015"
"Un vampiro llamado Pegida","- TimOTHY GArTON Ash -  Historiador  Tres días antes del asesinato de un joven eritreo en Dresde, en la puerta de su apartamento apareció una esvástica pintarrajeada. La noche en que lo mataron a puñaladas el movimiento xenófobo conocido ya en todo el mundo con el nombre de Pegida había llevado a cabo su mayor manifestación hasta la fecha en esa ciudad. Y no me preocupa solo Alemania. Al mismo tiempo que se desbarataba un plan terrorista islámico en Bélgica, inmediatamente después de la matanza de Charlie Hebdo en París, los políticos de la extrema derecha xenófoba se han lanzado a tratar de captar votos en toda Europa. Pegida son las siglas de Patriotische Europäer gegen die Islamisierung des Abendlandes, Patriotas Europeos contra la Islamización de Occidente, pero Abendland es una palabra muy anticuada que significa literalmente la tierra del anochecer. También lo de patriotas europeos muestra una extraña mezcla de modestia y firmeza. ¿Quiénes son los europeos antipatriotas? Uno de los organizadores de Pegida, Thomas Tallacker, escribió en Facebook en el 2013: ¿Qué debemos hacer con las hordas, analfabetas en un 90%, que se aprovechan de nuestras prestaciones sociales y exprimen nuestro Estado de bienestar? Y después de una agresión con navajas: Seguro que ha sido otra vez un turco loco o muerto de hambre por el Ramadán. Encantador este Tallacker. Según un estudio encargado por la Fundación Bertelsmann, el 57% de los alemanes no musulmanes considera que el islam es un peligro. Y hay muchos políticos, periodistas y agitadores dispuestos a alimentar ese miedo. La consecuencia de todo esto será más nerviosismo entre los musulmanes europeos y, si no tenemos cuidado, una mayor radicalización de una pequeña minoría. El gran historiador francés Ernest Renan escribió que una nación es un plebiscito diario. El domingo posterior al ataque contra Charlie Hebdo, más de tres millones de personas en las calles de Francia dieron un magnífico ejemplo de cómo responde una gran nación europea a ese reto. Franceses musulmanes, hombres y mujeres, entregaban rosas blancas a sus compatriotas judíos, cristianos y ateos. Magnifique! Pero eso pasó un domingo. La lucha para construir una Europa de países civicos e integradores se ganará o se perderá todos los demás días, los días laborables, los días grises. Sin hacer jamás ninguna concesión sobre los principios fundamentales de una sociedad abierta, empezando por la libertad de expresión, los europeos no musulmanes debemos enviar este tipo de señales a nuestros conciudadanos musulmanes, tanto en Internet como en nuestros contactos personales cotidianos. La mejor señal de todas es dejar claro que no es necesaria ninguna señal explícita. Es lo que sucede la mayoría del tiempo en una ciudad como Londres: se da por descontado que los británicos musulmanes son tan británicos como todos los demás, que no existe un ellos, sino un nosotros más amplio, maravillosamente mezclado. As saldremos triunfantes en el plebiscito diario. As conseguiremos deshacernos de un vampiro llamado Pegida.","elcomercio","26/01/2015"
"Glosado","Rincón del autor  Preguntas sobre la ley juvenil  Rolando ARELLANO C. Presidente de Arellano Marketing y profesor de Centrum Católica  Los filósofos, y también los investigadores, decimos que las buenas preguntas son más importantes que las buenas respuestas. Hoy que la reflexión debería primar en la discusión sobre la ley de acceso al empleo formal de los jóvenes, conviene hacernos algunas preguntas que ayuden a entender mejor el problema.  Convendrá que los opositores a esta ley se cerquen de haberla leído, y de cuanto realmente la conocen. Y si su respuesta es quita derechos, convendrá que enumeren qué derechos que hoy tienen están perdiendo. Si lo que muestran las encuestas es un buen indicativo, resulta que las personas le atribuyen cosas que ella no dice, como que los jóvenes serán despedidos a los 25 años o que perderán el trabajo quienes ya están en planilla. No la apoyemos si es nociva, pero estemos seguros de entenderla para no malograr lo que pudo ser útil. Y así como se hacen encuestas del tipo ¿está usted o no de acuerdo con la ley pulpín, que recorta los derechos de los jóvenes..., implícando que hay un recorte de estos y usando el nombre peyorativo de la norma, sería bueno que se preguntara en el otro sentido: ¿Está usted o no con la ley XX, que les otorga ciertos derechos a los jóvenes que hoy no tienen trabajo formal...? Seguramente, las respuestas serían distintas y nos darían otro punto de vista.  Además, los universitarios, que tienen todo el derecho de oponerse a lo que temen que recortara sus muy probables beneficios, podrían preguntarse si esa ley podría convenir a los millones de jóvenes con menor formación cuya única opción hoy son los empleos precarios e informales. Si su análisis es que es mala para todos, sigan con su oposición total. Pero si puede servir a los que menos tienen, no les quiten derechos que ellos sí necesitan.  Convendrá también que los políticos opositores a la ley se pregunten de qué manera pueden mejorar la imagen que se han formado ya con los jóvenes al dar su apoyo y voto inicial por la norma, y luego cambiar radicalmente de opinión. Quizás lo mejor sea que piensen ya en presentar iniciativas realistas para facilitar el acceso de la juventud al empleo formal que ellos piden. Con esta ley mejorada o en vez de ella. No subestimen la memoria de los jóvenes.  Y en el caso de quienes crearon y sostienen la ley, ¿no sería conveniente pensar en una disculpa a los jóvenes por los errores que cometieron al lanzar una ley sin haberla consultado ni informado adecuadamente a quienes pensaban beneficiar? Por cierto, ayudaría mucho que se pregunten cuánto están dispuestos a ceder, para aceptar las muchas mejoras que los opositores responsables podrían tener a su propuesta.  Finalmente, queda la pregunta quizás más importante. La que debemos hacernos todos que queremos cumplir la formalidad en uno de los países más informales del mundo. La que debemos plantearnos empresarios grandes, pequeños y ciudadanos formales e informales que en décadas, sin ser escuchados, hemos pedido que disminuyan las trabas para formalizarse. Somos conscientes de que esta ley, con sus muchas imperfecciones, es el primer paso dado por algún gobierno para disminuir el inmenso peso de la informalidad en el país? Cualquiera que sea la decisión, de revocación o de mejora, no merece por ello una reflexión más informada y profunda?","elcomercio","26/01/2015"
