"headline","subheadline","author","content","newspaper","date"
"Suspension Request Against Advisor Despite Lawful Positioning","","DiarioCorreo.Lima/Miercoles 4 De Enero/2017","Siendo conscientes de que Moreno se encuentra radicado por la ley, desde la bancada de Peruanos Por el Kambio (PPK) solicitan que el exasesor sea ‘suspendido’ del cargo.","correo","2017/01/04"
"Caso Moreno: Una Pesima Señal","Injustificada Continuacion Laboral Amidst Corruption Scandal","Director Ivan Slocovich Parado","Al verse Moreno nuevamente trabajando en el Hospital Loayza, es lógico que los peruanos dudemos y nos pregunten cómo así el gobierno de Pedro Pablo Kuczynski va a actuar con firmeza frente a las millonarias coimas pagadas a “peces gordos” por Odebrecht y compañía, si no es capaz de remover a un “pez flaco” como Moreno, un personaje que se hizo famoso por los audios en que hablaba de hacer “negociazos” con la salud de los más pobres.","correo","2017/01/04"
"Economía/Licitaciones Abiertas","Licencia de Funcionamiento Clave para Cajeros Corresponsales","Clorinda Flores F.","“Un decreto legislativo del Gobierno facilitará que un negocio pueda implementar un cajero automático sin cambiar su licencia de funcionamiento.”","correo","2017/01/04"
"Fundamental; la generación de suelo urbano y cómo mejoramos las condiciones de crédito”; “CORREO y EDANCOS Grupo Enansa”; ""Explicó...”
Causas de la timidez en los niños y consecuencias a largo plazo."""," """""," """""," """"","correo","2017/01/04"
"Taller artístico para niños en verano.; "," """""," ""Desarrollaremos el talento de su hijo...""","","correo","2017/01/04"
"Apreciación de Niñas con oportunidades.”; ""; Silvia Nole, Gerente de Educación de CARE Perú"""," ""Según datos, 70% de menores quechuahablantes no completan secundaria.""","","","correo","2017/01/04"
"Investigan asesinato infantil en Maleta.","Ministro ofrece recompensa"," """""," ""Un equipo de la Dirincri fue enviado a liderar las investigaciones.""","correo","2017/01/04"
"Siete años de prisión para exalcalde de Apurímac."," """""," """""," ""Ramiro Márquez Ticona fue sentenciado por apropiar fondos públicos.""","correo","2017/01/04"
"Incendio devastador en Nuevo Cajamarca."," """""," """""," ""Incendio provocó múltiples heridos y pérdidas materiales significativas.""","correo","2017/01/04"
"Narcóticos traficantes arrestados en Piura."," """""," """""," ""Capturados tres individuos vinculados a redes de tráfico ilícito.""","correo","2017/01/04"
"Fallece decimocuarto oficial en accidente vial."," """""," """""," ""Accidentes viales siguen impactando fuerzas de seguridad locales.""","correo","2017/01/04"
"Dirección de Narco extraditable a penitenciarías federales."," """""," """""," ""Responsables del motín en Maranhão serán transferidos a instalaciones federales.""","correo","2017/01/04"
"Asistencia histórica a inauguración de Trump."," """""," """""," ""Bill y Hillary Clinton junto a George W. Bush asisten a evento inaugural.""","correo","2017/01/04"
"Ford suspende inversión en México debido a política comercial."," """""," """""," ""Inversión inicialmente planificada en plantas de producción alterada.""","correo","2017/01/04"
"Policía captura narco clave del Clan del Golfo."," """""," """""," ""Detenido en circunstancia sorprendente gracias a documentación fraudulenta.""","correo","2017/01/04"
"Eln prepara mesa de dialogo post-FARC."," """""," """""," ""Negociaciones pendientes podrían revitalizar esperanza de paz completa en Colombia.""","correo","2017/01/04"
"Atentado en Istanbul atribuido a ISIS combatiente."," """""," """""," ""Identificado responsable mediante video divulgado por TRT.""","correo","2017/01/04"
"Mitchell dimite como Embajador Británico ante UE."," """""," """""," ""Relaciones tensas precipitan salida diplomática abrupta.""","correo","2017/01/04"
"Bolsonaro impugnarà resultado electoral brasileño."," """""," """""," ""Presidente Bolsonaro demanda revisión judicial de resultados electorales.""","correo","2017/01/04"
"Referendo boliviano contempla pena vitalicia para violadores."," """""," """""," ""Morales instaura votación consultiva respecto legislación severa.""","correo","2017/01/04"
"Valparaiso experimenta grave incidente ambiental."," """""," """""," ""Investigaciones indagan origen catastrófico incendio forestal regional.""","correo","2017/01/04"
"Janet Jackson da a luz a los 50 años."," """""," """""," ""Celebridad mundializa noticias maternidad posterior a extensa carrera profesional.""","correo","2017/01/04"
"‘Melcochita’ considera matrimonio civil por razones personales."," """""," """""," ""Comediante evalúa formalizar union legal frente adversidades existenciales.""","correo","2017/01/04"
"'Carlóncho' enfrenta juicio por conducta físicamente hostil."," """""," """""," ""Proceso abierto contra humorista por episodio conflictivo anterior.""","correo","2017/01/04"
"Gobierno peruano implementa reformas fiscales urgentemente."," """""," """""," ""Medidas tributarias nuevas entrarán vigor próximas semanas administrativas.""","correo","2017/01/04"
