"headline","content","newspaper","date"
"ELTEDELAS 5","interpretando a un msico ... entrenar el filme y existe la Comedia que protagoni frustrado y tambin a un cura. EE.UU. Estamos negociando con un productor ar. Dammert. La pelcula trata sobre dos hermanos gemelos, iguales en fsico, pero distintos en personalidades. Uno es un cura y el otro un m sico frustrado. En algn momento intercambian roles y sera divertidisimo. Verlo a Melcochita de cura ser genial, cont el director Carlos Landeo a Perz1. Esta cinta nacional contar con las actuaciones de Leslie Shaw, Hernn Rome David Villanueva Me gustara decir que s, pero yo no puedo contarlo, dijo el actor sobre su posible incursin como galn en Colorina.","peru21","01/03/2017"
"NO SE CONTAR SOBRE EL ACCIDENTE","Trato de no abrirle mucho la parte emocional. A l le afect lo que pas y ahora quiere divertir a la gente con su talento, as que no se tocar el accidente, recalc el director. Es cierto que sers el galn de Magdyel Ugaz en el remake de la telenovela Colorina? Me gustara decir que s, pero no puedo ser la persona que lo cuente. Lo nico que puedo decir es que es una telenovela muy importante, as que esperar que los productores lo puedan confirmar... Yo he firmado uno de mis mejores contratos como actor, por el reto que es, y s que br unos meses de absoluta preparacin antes de las grabaciones de esta nueva produccin.","peru21","01/03/2017"
"Escribiste un guion de una serie con Christian Esquivel. En qu consistir la historia?","Hace unas semanas lo registramos legalmente y todo est en orden. Ya estamos en la preproduccin de este proyecto personal y evidentemente depender de los tiempos para realizarlo, pero es algo que se va a hacer s o s. Adems, nosotros ya tenemos al equipo de produccin y estoy muy contento, porque uno de mis objetivos es sembrar en el Per y me est yendo bien.","peru21","01/03/2017"
"Por el tema The Fly","Denuncian a la banda U2 por plagio El cantante britnico Paul Rose denunci al grupo irlands U2 y a su lider, Bono, por presuntamente plagiar su cancin Nau Slappin para crear el tema The Fly, que pertenece al album Achtung Baby. Rose pide ante el juzgado de Manhattan (EE.UU) US$S millones de indemnizacin. Hasta el momento, los representantes de U2 no han respondido sobre la acusacin.","peru21","01/03/2017"
"Grabaste el piloto de una serie con Nicola Porcella y Pablo Heredia. Ya hay fecha de estreno?","Hemos grabado un piloto y estamos muy contentos. Es una produccin de Pro TV y, la verdad, estoy feliz de que valoren mi trabajo y que hayan querido contar conmigo. Es un proyecto lindo del cual no puedo contar mucho, porque an no sabemos ni cuando voy a grabar, pero s que quieren hacerlo cuanto antes, En el Perse sigue creciendo a nivel artstico y eso da chamba a todos.","peru21","01/03/2017"
"Piden perdn por error en el Oscar","Se tomaran medidas para que no haya ms equivocaciones en la entrega de los galardones. Tambin se mencion en la entrega de los premios que la empresa auditora de los votos, PwC, asumi todas las responsabilidades y que desde ahora se tomarn las medidas apropiadas para mantener la integridad y la transparencia de estos galardones. La Academia de Hollywood pid perdn por el error cometido en la entrega de los premios Oscar al anunciar a La La Land como Mejor Pelcula cuando realmente era Moonlight. A todos los que se vieron involucrados, incluido nuestros presentadores Warren Beatty y Faye Dunaway, los cineastas y nuestros otros seguidores en todo el mundo, les pedimos perdn, refiri en un comunicado la Academia de Hollywood. La ceremonia transmitida por ABC fue vista por 32.9 millones de personas, una reduccin de un milln de espectadores en comparacin con las cifras del ao pasado, segn inform la web The Hollywood Reporter.","peru21","01/03/2017"
"Acta de Yvis Orosco","El grupo de cumbia Nectar tendra su pelcula E Cintasale el 5 de octubre. tendrn 25 aos para celebrar el 5 de octubre y la participacin de Deyvis Orosco. Coincidiendo con el dcimo aniversario del penoso accidente de mi padre, Johnny Orosco y su grupo en Argentina, realizaremos este filme en forma de homenaje, Deyvis.","peru21","01/03/2017"
"No es una canción de violencia","El reggaetonero colombiano Maluma sigue defendiendo a capa y espada la letra de su be en a Rea p ei ta e td vite a la violencia, Fue todo un gran drama. Es una cancin que ni siquiera compuse y todo el mundo me preguntaba por ella, expreso Maluma seguro que no dejar de interpretar dicho hit porque le gusta.","peru21","01/03/2017"
"Kate del Castillo","Ya puede la Procuraduria General de la Repblica orden de localizacin de Castillo, investiguen novela 12 Ramrez PT edicion produccion (2003), Pre ua ea et pv Al a","peru21","01/03/2017"
"FISCALA PIDF 7. I 5%1","NA","peru21","01/03/2017"
