"headline","subheadline","author","content","newspaper","date"
"Fuerza Popular en rebeldía por el Consejo Directivo","","","Jornada tensa tras recomposición de este órgano del Congreso en el que la bancada fujimorista ha perdido la mayoría, al quedarse con solo 13 miembros de 28. En respuesta, sus diez congresistas convocados, más uno del Partido Aprista y los tres vicepresidentes de la Mesa Directiva (los tres de Fuerza Popular) no asistieron a su primera sesión de trabajo, suspendida por falta de quorum.","publimetro","2019/01/30"
"Gobierno presenta app para PYMES","Presentado en nuestro país aplicativo móvil de plataforma destinada a ayudar a pequeñas y medianas empresas a desarrollarse en internet.","","Te decimos cómo funciona Mi Negocio.","publimetro","2019/01/30"
"'QUISIERO SER UNA LEYENDA', dice Fernanda Kanou, la primera peruana que terminó el Dakar","Va por ocho ediciones más, pág. 11","","","publimetro","2019/01/30"
"Entrevista con Zak Starkey, anunciado en Lima con Black Sabbath","Anunciado en Lima con su banda Black Label Society, pág. 12","","","publimetro","2019/01/30"
"Cambio de Notas en Secundaria","De Letras y no del 0 al 20, pags. 2 y 16","","Desde este año, las notas finales en la secundaria se expresarán en escalas de letras. El ministerio de Educación informó ayer que, a partir de este año, las notas en las tarjetas de los estudiantes de secundaria se expresarán en letras y ya no en números del 0 al 20, como se hacía tradicionalmente.","publimetro","2019/01/30"
"Homenaje a Emiliano Sala en Inglaterra","Un emotivo tributo en el partido de la Premier League entre Arsenal y Cardiff City.","","Salah, quién desapareció el 21 de enero a bordo de una avioneta en el canal de la Mancha, se dirigió a Gales tras fichar por el Cardiff. Su nombre fue incluido en el programa del partido.","publimetro","2019/01/30"
"Lanzamiento de la Marca Ayacucho","Para impulsar el turismo regional","","El presidente Martin Vizcarra junto a varios ministros lanzó ayer la Marca Ayacucho, diseñada para potenciar el turismo y atraer inversión a la región.","publimetro","2019/01/30"
"Banco de Crédito coloca bonos en Japón","Primera entidad peruana en hacerlo","","Según explicó el BCP, esta operación comenzó a gestarse en el 2016, cuando el banco inició un proceso de presentaciones ante inversionistas japoneses calificados.","publimetro","2019/01/30"
"Novedades económicas","Proyecciones y eventos financieros relevantes","","El presidente del Banco Central de Reserva mantuvo su proyección de crecimiento para el Perú en 4%, a pesar de ajustes externos.","publimetro","2019/01/30"
"Mani, maní, me muero por tí","","","Collar de oro y plata con figuras de maní, Musto TUMEAs reates DE sirán quienes lo consideran un fruto seco tenderé que explicarles que en realidad es una legumbre, tal como el frijol, la vainita o los pallares, Crece bajo la tierra en unas vainas leñosas, a diferencia de la nuez que crece en el árbol, y se va secando a medida que madura.","publimetro","2019/01/30"
"Historia del maní","","","Esta semilla oleaginosa conocida como maní contiene alrededor de 48—50% de grasa y 25% de proteína. Una porción promedio de consumo diario es una cucharada, que pesa alrededor de 20 gramos, de los cuales, si sacamos cuentas, hay unos 10 gramos de grasa (al día necesitamos unos 65 gramos de grasa). Respecto a su valor calórico, esa porción aportará cerca de 116 kilocalorías. Al ser un alimento vegetal, no aporta colesterol y el tipo de grasa que predomina es la monoinsaturada, conocida como cardioprotegida porque ayuda a combatir el colesterol elevado (es igual a la que tienen el aceite de oliva, las aceitunas y la tahini). Tiene apreciables cantidades de potasio (ayuda a que nervios y músculos se comuniquen), fosfato (para la formación de huesos y dientes), ácido fólico (vitamina indispensable para el bebé en gestación) y otras vitaminas del complejo B.","publimetro","2019/01/30"
"Alergia al maní","","","Pero lo que también hay que saber es que el maní puede causar alergia, es decir, una reacción adversa al alimento que tiene en su origen un mecanismo inmunológico. Según la OMS, la prevalencia estimada de las alergias alimentarias es del 1 al 3% en los adultos, y del 4 al 6% en los niños, Uno de los alimentos implicados con mayor frecuencia en alergias es el maní, por lo que una vez reconocido el caso debe evitarse su consumo y cualquier preparación que lo contenga.","publimetro","2019/01/30"
"Celebrities en el mundo del arte","","","Luis Palao (1943), entre otros. Hoy, el Instituto Cultural Peruano Norteamericano (ICPNA) y la IWS Peruvian Young organizan el primer festival internacional de acuarela en el Perú, con la participación de obras de artistas provenientes de Asia, América, Europa y Oceanía. Se contará con la presencia de los principales exponentes nacionales y extranjeros venidos de España, Rusia, Serbia, Portugal, India, Pakistán, Japón, Brasil, Bolivia, Chile y Estados Unidos.","publimetro","2019/01/30"
"Festival Internacional de Acuarela","","","Durante este Festival Internacional de Acuarela IWS–CPNA 2019, que empezó el 10 de enero, hay exposiciones, demostraciones en vivo y un segmento pedagógico acerca de la técnica de la acuarela, todo en las diferentes sedes del ICPNA. En la programación de exposiciones tenemos Evocaciones a través del agua en la Galería Germán Krüger Espantoso (hasta el 17 de febrero); Testimonio de la Luz en la Galería ICPNA Miraflores (hasta el 3 de febrero); Colores del Mundo en la Galería ICPNA San Miguel (hasta el 9 de febrero); y 46 Salón Nacional de Acuarela ICPNA 2019 en la Galería Juan Pardo Heeren del Centro de Lima (hasta el 3 de febrero).","publimetro","2019/01/30"
