"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"NA";"NA";"NA";"El presidente Alberto Fernández anunció hoy el pago de un bono de $7000 para jubilados y pensionados. El anuncio se realizó en un acto en Casa Rosada, donde el mandatario estuvo acompañado por varios de sus ministros. El bono se pagará en dos cuotas de $3500 en los meses de julio y agosto. El objetivo del bono es compensar el impacto de la inflación en el poder adquisitivo de los jubilados y pensionados. El gobierno espera que este bono ayude a aliviar la situación económica de los jubilados y pensionados, que han visto reducido su poder adquisitivo debido a la alta inflación. El bono se pagará a más de 7 millones de jubilados y pensionados.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Servicio Meteorológico Nacional (SMN) informó que para este miércoles se espera una jornada con temperaturas en descenso y probabilidad de lluvias aisladas en varias provincias del país. Se recomienda a la población tomar precauciones y evitar actividades al aire libre durante las horas de mayor inestabilidad. Las temperaturas mínimas oscilarán entre los 8 y los 15 grados, mientras que las máximas no superarán los 22 grados.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El dólar blue cerró este martes a $725, marcando un nuevo máximo histórico. La cotización del dólar paralelo sigue en ascenso, impulsada por la incertidumbre económica y la demanda de divisas. Los analistas advierten que esta tendencia podría continuar en los próximos días, si no se toman medidas para estabilizar la economía.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Salud informó este martes que se registraron 25 nuevos casos de dengue en el país, elevando el total acumulado a 1200. Las autoridades sanitarias alertaron sobre el riesgo de propagación del virus y recomendaron a la población tomar medidas preventivas, como el uso de repelente y la eliminación de criaderos de mosquitos.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno nacional anunció este martes la creación de un nuevo programa de becas para estudiantes universitarios de bajos recursos. El programa, que se financiará con fondos del Tesoro Nacional, otorgará becas mensuales de $10000 a estudiantes que cumplan con ciertos requisitos de ingresos y rendimiento académico.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Educación informó este martes que el calendario escolar para el ciclo lectivo 2024 se iniciará el 29 de febrero y finalizará el 16 de diciembre. Las clases de verano se desarrollarán del 1 al 19 de enero.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno nacional anunció este martes la apertura de una nueva línea de crédito para pequeñas y medianas empresas (PyMEs). La línea de crédito, que se financiará con fondos del Banco Nación, otorgará préstamos a tasas subsidiadas para financiar proyectos de inversión y capital de trabajo.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Trabajo informó este martes que la tasa de desempleo se mantuvo estable en el 7,2% durante el mes de enero. Según las estadísticas oficiales, el número de empleados formales aumentó en 10000 durante el mes.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno nacional anunció este martes la creación de un nuevo programa de asistencia alimentaria para familias de bajos recursos. El programa, que se financiará con fondos del Ministerio de Desarrollo Social, entregará canastas básicas de alimentos a familias que se encuentren en situación de vulnerabilidad.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Turismo informó este martes que el número de turistas extranjeros que visitaron el país durante el mes de enero aumentó en un 15% en comparación con el mismo período del año pasado.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno nacional anunció este martes la creación de un nuevo programa de capacitación laboral para jóvenes desempleados. El programa, que se financiará con fondos del Ministerio de Trabajo, ofrecerá cursos gratuitos de capacitación en diversas áreas profesionales.";"trome";"2021-03-02";"2"
