"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"El Gobierno Nacional anunció el incremento de las pensiones";"NA";"NA";"El Gobierno Nacional anunció un incremento en las pensiones del 8% para los jubilados y pensionados del sector público y privado. El anuncio se realizó en una conferencia de prensa encabezada por el Ministro de Hacienda, quien destacó que esta medida busca mejorar la calidad de vida de los adultos mayores y compensar los efectos de la inflación. El incremento se aplicará a partir del próximo mes y beneficiará a más de un millón de personas en todo el país.";"trome";"2021-03-02";"2"
"Descubren nueva especie de orquídea en la Amazonía";"Un hallazgo que podría revolucionar la botánica";"Equipo de investigadores de la Universidad Nacional";"Un equipo de investigadores de la Universidad Nacional ha descubierto una nueva especie de orquídea en el corazón de la Amazonía peruana. La orquídea, que ha sido bautizada como 'Orquídea del Sol', presenta características únicas que la diferencian de otras especies conocidas. Los investigadores creen que este descubrimiento podría tener importantes implicaciones para la conservación de la biodiversidad en la región.";"trome";"2021-03-02";"2"
"La inflación sigue siendo una preocupación para los peruanos";"Expertos advierten sobre los riesgos de una recesión";"Carlos Torres, Analista Económico";"La inflación sigue siendo una de las principales preocupaciones para los peruanos, quienes ven cómo sus ingresos se ven erosionados por el aumento de los precios de los alimentos y otros bienes básicos. Los expertos advierten sobre los riesgos de una recesión económica si no se toman medidas para controlar la inflación y estimular el crecimiento económico.";"trome";"2021-03-02";"2"
"El dólar se mantiene estable frente al sol";"NA";"NA";"El dólar se mantiene estable frente al sol, cotizando en alrededor de 3.70 unidades por dólar. Los analistas atribuyen esta estabilidad a la intervención del Banco Central de Reserva del Perú en el mercado cambiario.";"trome";"2021-03-02";"2"
"Comienza la temporada de lluvias en la costa";"Se esperan fuertes precipitaciones en las próximas semanas";"Servicio Nacional de Meteorología e Hidrología";"El Servicio Nacional de Meteorología e Hidrología ha anunciado el inicio de la temporada de lluvias en la costa peruana. Se esperan fuertes precipitaciones en las próximas semanas, lo que podría generar inundaciones y deslizamientos de tierra en algunas zonas.";"trome";"2021-03-02";"2"
"El Congreso aprueba la ley de amnistía";"Una medida controversial que genera debate";"Comisión de Justicia del Congreso";"El Congreso de la República ha aprobado la ley de amnistía, que busca liberar a los presos políticos condenados por delitos de opinión. Esta medida ha generado un intenso debate entre los partidos políticos y la sociedad civil, ya que algunos consideran que es una medida de justicia, mientras que otros la consideran una impunidad.";"trome";"2021-03-02";"2"
"El Ministerio de Salud lanza campaña de vacunación contra el dengue";"NA";"NA";"El Ministerio de Salud ha lanzado una campaña de vacunación contra el dengue en las zonas de mayor riesgo. La campaña tiene como objetivo proteger a la población de esta enfermedad transmitida por el mosquito Aedes aegypti.";"trome";"2021-03-02";"2"
"El precio del petróleo se dispara";"La tensión en Medio Oriente es la principal causa";"Analistas de la OPEP";"El precio del petróleo se ha disparado en las últimas horas debido a la tensión en Medio Oriente. Los analistas de la OPEP advierten que esta situación podría prolongarse si no se encuentra una solución diplomática.";"trome";"2021-03-02";"2"
"El Banco Central de Reserva del Perú sube la tasa de interés";"Una medida para controlar la inflación";"NA";"El Banco Central de Reserva del Perú ha subido la tasa de interés en 0.25 puntos porcentuales, con el objetivo de controlar la inflación y mantener la estabilidad económica.";"trome";"2021-03-02";"2"
"El Gobierno anuncia nuevas medidas para impulsar el turismo";"NA";"Ministerio de Comercio Exterior y Turismo";"El Gobierno ha anunciado nuevas medidas para impulsar el turismo en el país, incluyendo la promoción de nuevos destinos turísticos y la mejora de la infraestructura turística.";"trome";"2021-03-02";"2"
