"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"NA";"NA";"NA";"El presidente Alberto Fernández recibió esta tarde en Casa Rosada al secretario general de las Naciones Unidas, António Guterres. Ambos mantuvieron un encuentro en el que abordaron temas de la agenda internacional, como el cambio climático, la seguridad alimentaria y la situación en Ucrania. Fernández destacó la importancia de fortalecer el multilateralismo y la cooperación internacional para enfrentar los desafíos globales. Guterres, por su parte, agradeció la hospitalidad del gobierno argentino y resaltó el compromiso del país con los Objetivos de Desarrollo Sostenible. El encuentro se llevó a cabo en un ambiente cordial y constructivo, y se espera que sirva para profundizar la relación entre Argentina y las Naciones Unidas.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El ministro de Economía, Sergio Massa, anunció hoy un nuevo programa de créditos para pequeñas y medianas empresas (PyMEs). El programa, denominado 'PyME Activa', ofrecerá préstamos a tasas subsidiadas para financiar inversiones en tecnología, capacitación y capital de trabajo. Massa destacó que el objetivo del programa es impulsar el crecimiento económico y generar empleo. El anuncio se realizó en un acto que tuvo lugar en la Bolsa de Comercio de Buenos Aires, y contó con la presencia de representantes de diversas cámaras empresariales.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Servicio Meteorológico Nacional (SMN) informó que se espera una ola de calor para los próximos días en gran parte del país. Las temperaturas podrían superar los 35 grados en algunas provincias, especialmente en el norte y el centro. Se recomienda a la población tomar precauciones para evitar golpes de calor, como hidratarse adecuadamente, evitar la exposición al sol en las horas más calurosas y usar ropa ligera.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció hoy un aumento en las tarifas del transporte público. El incremento, que se aplicará a partir del próximo mes, oscilará entre el 10% y el 20%, dependiendo de la línea y el tipo de servicio. La medida generó críticas por parte de la oposición, que la calificó de 'tarifazo' y denunció que afectará el bolsillo de los usuarios.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El equipo de fútbol River Plate se consagró campeón de la Copa Argentina al derrotar a Talleres en la final disputada en el estadio Malvinas Argentinas. El partido fue muy disputado y se definió en los penales, donde el arquero Franco Armani se convirtió en héroe al atajar dos disparos. Con este título, River Plate se clasifica para la Copa Libertadores del próximo año.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"La inflación en Argentina continúa siendo un problema persistente. En el último mes, el Índice de Precios al Consumidor (IPC) registró un aumento del 5%, lo que eleva la inflación acumulada en el año a más del 50%. El Gobierno anunció que está trabajando en medidas para controlar la inflación, pero los resultados aún no se ven reflejados en los precios.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Ministerio de Salud informó que se detectaron nuevos casos de dengue en varias provincias del país. Se recomienda a la población tomar medidas preventivas para evitar la propagación del virus, como eliminar los criaderos de mosquitos y usar repelente. Las autoridades sanitarias están monitoreando la situación y reforzando las medidas de control.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció un nuevo programa de asistencia social para familias de bajos recursos. El programa, denominado 'Más Familias', ofrecerá una ayuda económica mensual para cubrir gastos básicos como alimentos, vivienda y salud. Se espera que el programa beneficie a más de un millón de familias en todo el país.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Banco Central de la República Argentina (BCRA) anunció que mantendrá la tasa de interés de referencia en el 60%. La decisión se tomó en el marco de una reunión del Comité de Política Monetaria (Copom), donde se evaluó la situación económica del país. El BCRA señaló que la tasa de interés es un instrumento clave para controlar la inflación y mantener la estabilidad financiera.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Gobierno anunció que invertirá más de 500 millones de dólares en la construcción de nuevas escuelas en todo el país. El objetivo es mejorar la infraestructura educativa y garantizar el acceso a una educación de calidad para todos los niños y jóvenes. La inversión se realizará en los próximos tres años y beneficiará a miles de estudiantes.";"trome";"2021-03-02";"2"
