"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"El loco del martillo";"NA";"La Seño María";"Hoy en día, uno pensaría que...";"trome";"2021-03-02";"2"
"Contento por fin de cuarentena";"Habla Trome";"Ismael Lazo, Vecino de San Luis";"Estoy feliz porque el levantamiento de la cuarentena nos permite volver a disfrutar de actividades cotidianas y reunirnos con amigos y familiares. Aunque seguimos tomando precauciones, es un alivio poder respirar más libremente después de tanto tiempo encerrados.";"trome";"2021-03-02";"2"
"El rescate increíble";"NA";"Trome";"Ayer conocimos el escándalo que tuvo lugar durante el levantamiento de la cuarentena. El rescate del reo en una operación sin precedentes fue cubierto por los medios, mostrando cómo un grupo de personas se organizó para llevar a cabo este audaz plan.";"trome";"2021-03-02";"2"
"El sonambulo Gary";"NA";"Trome";"Plen 120 años del terrible asesino del crimen Renzo Climaco Pendavis. El loco del martillo basombrio alum galiano, un acto inexplicable de asesinato recientemente cometido con martillazos a la encuesta d hermana amigo de mejor la adolescente su guapa hoy 16j.";"trome";"2021-03-02";"2"
"El crimen increíble";"NA";"Trome";"La cobertura que los medios tuvieron ayer fue escandalosa. El levantamiento de la cuarentena y el rescate del reo en una operación sin precedentes capturaron la atención nacional, mostrando las complejidades y desafíos actuales.";"trome";"2021-03-02";"2"
"El loco del martillo";"NA";"Trome";"Un colegio del Santa María fue el escenario de un acto inesperado. El asesino conocido como 'el terrible' cometió un crimen recientemente, dejando a la comunidad en shock y buscando respuestas sobre cómo pudo ocurrir tal atrocidad.";"trome";"2021-03-02";"2"
"El rescate increíble";"NA";"Trome";"La operación para rescatar al reo fue una muestra de valentía y organización. A pesar de los riesgos, el grupo logró llevar a cabo su plan sin que nadie resultara herido, demostrando la importancia de trabajar en equipo.";"trome";"2021-03-02";"2"
"El sonambulo Gary";"NA";"Trome";"Renzo Climaco Pendavis, conocido como 'el terrible', cumplió 120 años desde su nacimiento. Su historia sigue siendo un tema de debate entre los expertos en criminología, quienes analizan sus motivaciones y el impacto de sus acciones.";"trome";"2021-03-02";"2"
"El crimen increíble";"NA";"Trome";"La cobertura mediática del rescate del reo durante el levantamiento de la cuarentena fue intensa. Los detalles del plan y su ejecución capturaron la atención del público, mostrando las tensiones sociales actuales.";"trome";"2021-03-02";"2"
"El loco del martillo";"NA";"Trome";"La comunidad está en shock tras el asesinato cometido por 'el terrible'. Las autoridades están investigando cómo pudo ocurrir tal crimen y qué medidas se pueden tomar para prevenir futuros incidentes.";"trome";"2021-03-02";"2"
