"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"NA";"NA";"NA";"El presidente Alberto Fernández encabezó hoy una reunión con gobernadores para analizar la situación epidemiológica y las medidas a tomar en el marco de la pandemia de coronavirus. El encuentro se llevó a cabo en la Casa Rosada y contó con la participación de representantes de todas las provincias. Durante la reunión, se discutieron los avances en la campaña de vacunación, la situación de los hospitales y las restricciones vigentes. El presidente Fernández destacó la importancia de mantener la coordinación entre la Nación y las provincias para enfrentar la pandemia de manera efectiva. Asimismo, se acordó reforzar los controles sanitarios en los lugares de mayor circulación de personas, como shoppings, cines y teatros. El gobierno nacional también anunció que se destinarán fondos adicionales para fortalecer el sistema de salud en las provincias más afectadas. La reunión concluyó con un llamado a la responsabilidad ciudadana para seguir cuidándose y evitar la propagación del virus.";"trome";"2021-03-02";"2"
"El Gobierno analiza endurecer las restricciones";"Ante el aumento de casos, evalúan medidas más drásticas";"Redacción Clarín";"El Gobierno evalúa endurecer las restricciones ante el aumento de casos de coronavirus en varias provincias. La medida se estaría discutiendo en el marco de las reuniones que el presidente Alberto Fernández está manteniendo con los gobernadores. Entre las opciones que se barajan se encuentran el cierre de actividades nocturnas, la limitación de aforo en eventos masivos y el endurecimiento de los controles sanitarios. Las autoridades sanitarias advierten que la situación epidemiológica es preocupante y que es necesario tomar medidas urgentes para evitar un nuevo brote. El Gobierno espera que las nuevas medidas tengan un impacto positivo en la contención del virus y que permitan evitar un colapso del sistema de salud.";"trome";"2021-03-02";"2"
"El dólar blue toca un nuevo máximo histórico";"La cotización alcanza los $200";"Agencia NA";"El dólar blue alcanzó hoy un nuevo máximo histórico, superando los $200 en algunas casas de cambio. La cotización continúa en alza, impulsada por la incertidumbre económica y la demanda de divisas. Los analistas advierten que esta tendencia podría continuar en los próximos días, si no se toman medidas para estabilizar la economía. El Banco Central intervino en el mercado cambiario, pero no logró contener la subida del dólar. La brecha entre el dólar oficial y el dólar blue se amplía cada vez más, lo que genera preocupación en el sector empresarial.";"trome";"2021-03-02";"2"
"River vence a Boca en un Superclásico infartante";"El Millonario se impuso 1-0 con gol de Julián Álvarez";"Deportes TN";"River Plate venció a Boca Juniors 1-0 en un Superclásico infartante que se jugó en el Monumental. El único gol del partido lo marcó Julián Álvarez a los 20 minutos del primer tiempo. El partido estuvo marcado por la tensión y las polémicas arbitrales. Boca Juniors reclamó un penal en el segundo tiempo, pero el árbitro no lo cobró. Con esta victoria, River Plate se consolida como líder del campeonato. Boca Juniors quedó relegado a la segunda posición. El Superclásico se jugó con el estadio lleno y contó con un gran despliegue de seguridad.";"trome";"2021-03-02";"2"
"El Gobierno anunció un nuevo aumento en las tarifas de energía";"La medida generará un impacto en el bolsillo de los usuarios";"El Cronista";"El Gobierno anunció un nuevo aumento en las tarifas de energía, que entrará en vigor a partir del próximo mes. La medida generará un impacto en el bolsillo de los usuarios, que deberán pagar más por la electricidad y el gas. El Gobierno justificó el aumento argumentando que es necesario para cubrir los costos de producción y garantizar el suministro de energía. La oposición criticó la medida, argumentando que es un nuevo golpe al poder adquisitivo de los ciudadanos. El aumento de las tarifas de energía se suma a la inflación que ya está afectando al país.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El ministro de Salud, Ginés González García, renunció a su cargo en medio de una polémica por las irregularidades en la vacunación contra el coronavirus. La renuncia se produjo después de que se conocieran los testimonios de varios funcionarios que denunciaron que el ministro había priorizado a personas cercanas a él en la aplicación de las vacunas. La oposición exigió la renuncia del ministro y acusó al Gobierno de encubrir las irregularidades. El presidente Alberto Fernández aceptó la renuncia de González García y designó a Carla Vizzotti como nueva ministra de Salud.";"trome";"2021-03-02";"2"
"El INDEC informó que la inflación en enero fue de 4,7%";"Los alimentos y las bebidas fueron los rubros que más aumentaron";"Ámbito Financiero";"El Instituto Nacional de Estadística y Censos (INDEC) informó que la inflación en enero fue de 4,7%. Los alimentos y las bebidas fueron los rubros que más aumentaron, con un incremento del 6,2%. La inflación acumulada en el año es de 15,8%. La oposición criticó al Gobierno por la alta inflación y acusó a la administración de no tener un plan para controlar los precios. El Gobierno argumentó que la inflación es un problema global y que está trabajando para estabilizar la economía.";"trome";"2021-03-02";"2"
"El Gobierno lanzó un nuevo programa de créditos para pymes";"La iniciativa busca impulsar la inversión y el empleo";"La Nación";"El Gobierno lanzó un nuevo programa de créditos para pymes, con el objetivo de impulsar la inversión y el empleo. La iniciativa cuenta con una línea de financiamiento de $50.000 millones, con tasas de interés subsidiadas. El programa está dirigido a empresas de todos los sectores, con prioridad para aquellas que inviertan en tecnología e innovación. El Gobierno espera que el programa genere un impacto positivo en la economía y contribuya a la creación de nuevos puestos de trabajo.";"trome";"2021-03-02";"2"
"El dólar blue sigue en alza y supera los $205";"La incertidumbre electoral y la falta de confianza en el gobierno impulsan la demanda";"Infobae";"El dólar blue continúa en alza y supera los $205 en la City porteña. La incertidumbre electoral y la falta de confianza en el gobierno impulsan la demanda de divisas. Los analistas advierten que esta tendencia podría continuar en los próximos días, si no se toman medidas para estabilizar la economía. El Banco Central intervino en el mercado cambiario, pero no logró contener la subida del dólar. La brecha entre el dólar oficial y el dólar blue se amplía cada vez más, lo que genera preocupación en el sector empresarial.";"trome";"2021-03-02";"2"
"El Gobierno anunció nuevas restricciones por el aumento de casos de coronavirus";"Se suspenden las clases presenciales en algunas provincias";"Telam";"El Gobierno anunció nuevas restricciones por el aumento de casos de coronavirus en varias provincias. Se suspenden las clases presenciales en algunas provincias, se limitan los horarios de circulación y se refuerzan los controles sanitarios. La medida busca frenar la propagación del virus y evitar el colapso del sistema de salud. El Gobierno pidió a la población que cumpla con las medidas de prevención y que se vacune contra el coronavirus.";"trome";"2021-03-02";"2"
