"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"El Gobierno autorizó la compra de 24 aviones de combate";"NA";"NA";"El Gobierno autorizó la compra de 24 aviones de combate Mirage 2000 a Francia por un monto de 8.000 millones de dólares. La operación se realizó en el marco de un acuerdo de cooperación militar entre ambos países. El ministro de Defensa, Alberto Espina, anunció que los aviones serán utilizados para reforzar la defensa aérea del país y para participar en ejercicios militares conjuntos con Francia.";"trome";"2021-03-02";"2"
"El dólar blue toca un nuevo máximo histórico";"NA";"NA";"El dólar blue alcanzó hoy un nuevo máximo histórico, superando los 350 pesos. La cotización al menudeo se disparó ante la incertidumbre económica y la falta de confianza en el peso. Los analistas advierten que la brecha cambiaria podría seguir ampliándose en las próximas semanas.";"trome";"2021-03-02";"2"
"La inflación sigue descontrolada";"NA";"NA";"La inflación en Argentina sigue descontrolada, alcanzando un nuevo récord en el último mes. Los precios de los alimentos y las bebidas aumentaron significativamente, afectando el poder adquisitivo de los ciudadanos. El gobierno anunció nuevas medidas para intentar controlar la inflación, pero los expertos dudan de su efectividad.";"trome";"2021-03-02";"2"
"El Gobierno anunció un nuevo plan de ahorro energético";"NA";"NA";"El Gobierno anunció un nuevo plan de ahorro energético para reducir el consumo de electricidad y gas. El plan incluye medidas como la promoción del uso de energías renovables, la eficiencia energética en edificios y la reducción del consumo en el sector público.";"trome";"2021-03-02";"2"
"El Banco Central subió la tasa de interés";"NA";"NA";"El Banco Central subió la tasa de interés en un 2% para intentar controlar la inflación y frenar la devaluación del peso. La medida busca enfriar la economía y reducir la demanda de dólares.";"trome";"2021-03-02";"2"
"El Gobierno lanzó un nuevo programa de asistencia social";"NA";"NA";"El Gobierno lanzó un nuevo programa de asistencia social para ayudar a las familias más vulnerables. El programa incluye la entrega de alimentos, ropa y útiles escolares.";"trome";"2021-03-02";"2"
"El dólar blue cede terreno";"NA";"NA";"El dólar blue retrocedió ligeramente en las últimas horas, luego de alcanzar un nuevo máximo histórico. La cotización al menudeo se estabilizó en torno a los 340 pesos, luego de la intervención del Banco Central.";"trome";"2021-03-02";"2"
"La inflación se desacelera";"NA";"NA";"La inflación en Argentina se desaceleró en el último mes, aunque sigue siendo alta. Los precios de los alimentos y las bebidas aumentaron a un ritmo menor, lo que sugiere que las medidas del gobierno podrían estar teniendo un efecto.";"trome";"2021-03-02";"2"
"El Gobierno anuncia nuevas medidas para controlar la inflación";"NA";"NA";"El Gobierno anunció nuevas medidas para controlar la inflación, incluyendo la reducción del gasto público y el aumento de las tasas de interés. Los expertos dudan de su efectividad.";"trome";"2021-03-02";"2"
"El Banco Central interviene en el mercado cambiario";"NA";"NA";"El Banco Central intervino en el mercado cambiario para frenar la devaluación del peso. La entidad vendió dólares en el mercado para aumentar la oferta y reducir la demanda.";"trome";"2021-03-02";"2"
"El Gobierno lanza un nuevo plan de vivienda";"NA";"NA";"El Gobierno lanzó un nuevo plan de vivienda para facilitar el acceso a la vivienda propia. El plan incluye créditos hipotecarios a tasas subsidiadas y la construcción de viviendas sociales.";"trome";"2021-03-02";"2"
"El dólar blue se mantiene estable";"NA";"NA";"El dólar blue se mantuvo estable en las últimas horas, luego de la intervención del Banco Central. La cotización al menudeo se mantuvo en torno a los 340 pesos.";"trome";"2021-03-02";"2"
