"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"NA";"NA";"NA";"El presidente Alberto Fernández anunció hoy el pago de un bono de $7000 para jubilados y pensionados. El anuncio se realizó en un acto en Casa Rosada, donde el mandatario estuvo acompañado por varios de sus ministros. El bono se pagará en dos cuotas de $3500 en los meses de julio y agosto. El objetivo del bono es paliar los efectos de la inflación en el poder adquisitivo de los jubilados y pensionados. El gobierno espera que este bono ayude a mejorar la calidad de vida de los jubilados y pensionados.";"trome";"2021-03-02";"2"
"El dólar blue hoy: a cuánto cotiza";"NA";"NA";"El dólar blue cotiza a $725 para la compra y $735 para la venta. Esta es la cotización más alta que ha alcanzado el dólar blue en lo que va del año. La subida del dólar blue se debe a la incertidumbre económica y política que vive el país. Los analistas advierten que el dólar blue podría seguir subiendo en los próximos días.";"trome";"2021-03-02";"2"
"El Gobierno anunció un nuevo aumento en las tarifas de luz y gas";"NA";"NA";"El Gobierno anunció un nuevo aumento en las tarifas de luz y gas. El aumento será gradual y se aplicará en tres cuotas. El objetivo del aumento es reducir el déficit fiscal. El Gobierno espera que el aumento no afecte demasiado a los usuarios. El aumento ha generado críticas por parte de la oposición.";"trome";"2021-03-02";"2"
"River Plate ganó la Copa Libertadores";"NA";"NA";"River Plate ganó la Copa Libertadores tras vencer a Flamengo en la final. El partido se jugó en el estadio Monumental y River ganó 1-0. El gol lo marcó Julián Álvarez. River Plate es el máximo ganador de la Copa Libertadores con cuatro títulos.";"trome";"2021-03-02";"2"
"Boca Juniors perdió la final de la Copa Sudamericana";"NA";"NA";"Boca Juniors perdió la final de la Copa Sudamericana ante Independiente del Valle. El partido se jugó en el estadio La Bombonera y terminó 1-1 en el tiempo reglamentario. En los penales, Independiente del Valle ganó 3-2. Boca Juniors no pudo conseguir su segundo título de la Copa Sudamericana.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El Servicio Meteorológico Nacional (SMN) informó que para hoy se espera una jornada con temperaturas en descenso y lluvias aisladas en la provincia de Buenos Aires. Se recomienda tomar precauciones y evitar actividades al aire libre.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"Hoy se conmemora el Día del Padre. En este día, se celebra la figura paterna y su importancia en la vida de las personas.";"trome";"2021-03-02";"2"
"El Gobierno anunció un nuevo plan de viviendas";"NA";"NA";"El Gobierno anunció un nuevo plan de viviendas para familias de bajos recursos. El plan contempla la construcción de 100.000 viviendas en todo el país. El objetivo del plan es reducir el déficit habitacional. El Gobierno espera que el plan ayude a mejorar la calidad de vida de las familias.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El precio del gasoil aumentó un 5% en las últimas 24 horas. El aumento se debe a la subida del precio del petróleo a nivel internacional. Los analistas advierten que el precio del gasoil podría seguir subiendo en los próximos días.";"trome";"2021-03-02";"2"
"NA";"NA";"NA";"El dólar blue cerró la semana en alza, cotizando a $730 para la compra y $740 para la venta. La subida del dólar blue se debe a la incertidumbre económica y política que vive el país.";"trome";"2021-03-02";"2"
