"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"Las estadísticas dicen que acabaremos penúltimos";"Análisis de la BBC de las ocho fechas que faltan en las eliminatorias";"NA";"LAS ESTADÍSTICAS DICEN QUE ACABAREMOS PENÚLTIMOS ANÁLISIS DE LA BBC DE LAS OCHO FECHAS QUE FALTAN EN LAS ELIMINATORIAS...";"publimetro";"2016-10-13";"1"
"Proyecto para despenalizar el aborto en casos específicos";"NA";"NA";"En agenda proyecto para despenalizar el aborto En casos de violación, inseminación no consentida o malformación congénita, una nueva legislación presentada por la bancada del Frente Amplio ingresó a trámite documentario en el Congreso. Será revisada en comisiones. Organizaciones de mujeres respaldan la propuesta.";"publimetro";"2016-10-13";"1"
"Timochenko dispuesto a correcciones";"Líder de las FARC, preparado al triunfo del 'no' sobre acuerdo de paz en Colombia en 2016";"NA";"'Timochenko' dispuesto a correcciones Líder de las FARC, preparado al triunfo del 'no' sobre acuerdo de paz en Colombia en 2016";"publimetro";"2016-10-13";"1"
"INEI prepara el Censo Nacional 2017";"NA";"NA";"INEI prepara el Censo Nacional 2017 Para la marcha del 2017 se espera que la cifra de personas por hogar sea p";"publimetro";"2016-10-13";"1"
"Cepal advierte aumento de la pobreza en América Latina y el Caribe";"Y frena crecimiento económico";"Jesús María Camayo, Luis Álvarez Aguirre, Diana Serrano, María José Sánchez";"Cepal advierte de aumento de la pobreza en América Latina y el Caribe y frena crecimiento del e 'El tiempo con tus hijos es lo más valioso'";"publimetro";"2016-10-13";"1"
"Las estadísticas dicen que acabaremos penúltimos";"Análisis de la BBC de las ocho fechas que faltan en las eliminatorias";"NA";"LAS ESTADÍSTICAS DICEN QUE ACABAREMOS PENÚLTIMOS ANÁLISIS DE LA BBC DE LAS OCHO FECHAS QUE FALTAN EN LAS ELIMINATORIAS...";"publimetro";"2016-10-13";"1"
"Proyecto para despenalizar el aborto en casos específicos";"NA";"NA";"En agenda proyecto para despenalizar el aborto En casos de violación, inseminación no consentida o malformación congénita, una nueva legislación presentada por la bancada del Frente Amplio ingresó a trámite documentario en el Congreso. Será revisada en comisiones. Organizaciones de mujeres respaldan la propuesta.";"publimetro";"2016-10-13";"1"
"Timochenko dispuesto a correcciones";"Líder de las FARC, preparado al triunfo del 'no' sobre acuerdo de paz en Colombia en 2016";"NA";"'Timochenko' dispuesto a correcciones Líder de las FARC, preparado al triunfo del 'no' sobre acuerdo de paz en Colombia en 2016";"publimetro";"2016-10-13";"1"
"INEI prepara el Censo Nacional 2017";"NA";"NA";"INEI prepara el Censo Nacional 2017 Para la marcha del 2017 se espera que la cifra de personas por hogar sea p";"publimetro";"2016-10-13";"1"
"Cepal advierte aumento de la pobreza en América Latina y el Caribe";"Y frena crecimiento económico";"Jesús María Camayo, Luis Álvarez Aguirre, Diana Serrano, María José Sánchez";"Cepal advierte de aumento de la pobreza en América Latina y el Caribe y frena crecimiento del e 'El tiempo con tus hijos es lo más valioso'";"publimetro";"2016-10-13";"1"
