"headline","content","newspaper","date"
"Relación al día anterior","WIVO POCO. Durante las próximas semanas Ica se convertirá en el epicentro de la pandemia del coronavirus en esta zona del país, así lo indican las proyecciones del Minsa.  La entidad detectó un momento acelerado en los contagios, que hasta la fecha suman 2662, así como en la cifra de muertos (222).  ¿Qué factores facilitan que la curva de contagios aumente en Ica? El comercio ambulatorio afuera de los mercados y los ciudadanos que no respetan el distanciamiento.  La persona ya salió a las calles, piensa que no estamos aún con la epidemia y piensa que no nos vamos a contagiar, señaló Emma Meja, alcaldesa de Ica.  Otro de los factores es el caos en el transporte público que le ocurre en el corazón de la ciudad, ubicada en una provincia muy poblada.  En los próximos días, vendrá a la región 25 respiradores mecánicos y otros equipos que servirán para luchar contra la pandemia.","ojo","30/05/2020"
"Para prevenir o tratar COVID-19","Minsa no recomienda baños de vapor  Si bien la medicina natural tiene efectos reconfortantes, no existe evidencia científica que confirme que muchos baños de vapor con hierbas reduzca el riesgo de contagio o mejoren los síntomas por COVID-19. Incluso, pueden llegar a ser contraproducentes, informó el Ministerio de Salud (Minsa).  La doctora María del Carmen Gastegara, especialista del Instituto Nacional de Salud (INS) del Minsa, explica que si desea purificar el hogar con plantas e inhalar su aroma en el ambiente solo debe utilizar un puñado de hojas y luego disfrutar de ese aroma por un tiempo reducido.  Lo que no se puede hacer es improvisar un sauna casero, quemando en un ambiente cerrado madera o carbón, ya que libera monóxido de carbono afectando el sistema nervioso, explicó.","ojo","30/05/2020"
"No reciben dinero para ollas comunes","Comedores solicitan implementos para volver a funcionar  El comedor popular de San Salvador, en Comas, que alimentaba a 120 personas, exige ayuda a las autoridades pues desde diciembre de 2019 no reciben insumos para preparar las ollas comunes.  Aura Carranza, presidenta de los Comedores Populares de Lima, dijo que vienen aportando con su propio dinero. Refirió que los 433 centros de alimentación en Comas necesitan luz, agua y una refrigeradora, operativa.","ojo","30/05/2020"
"Denuncian que hackearon web del Midis","Los ciberdelincuentes se habrían apoderado de un millón de soles en el país.  Según esta denuncia, los hackers habrían aprovechado que la página del Midis presentaba fallas de seguridad. El problema es el proceso para cobrar el bono, ahí han habido fallas, dice Camilo Galindo, otro experto en ciberseguridad.  Aproximadamente eran 500 hackers, que si no lo hubiésemos detenido seguirían mandando la plata de la gente, dio Urizar.  Modus operandi: identificaban los DNI beneficiados de este bono e incluso se burlaban colocando caritas divertidas, dependiendo de la persona a quien les habían desviado el bono.  En el primer nivel, los ciberdelincuentes contactaban a unas 100 personas y después consignaban sus datos en la página del Registro Nacional de Identificación y Estado Civil (Reniec). De esta manera, solo esperaban el mensaje con la clave asignada para retirar el dinero en efectivo y ellos elegían los cajeros automáticos para terminar dicha transacción.  Hemos encontrado mensajes en los que se burlan de las personas que fueron a cobrar su bono, que ya había sido cobrado mentalmente por los delincuentes, acotó.","ojo","30/05/2020"
"Reabren Mercado Mayorista de Lima","Luego de nueve días de permanecer cerrado tras detectarse que 132 comerciantes dieron positivo a la prueba rápida de coronavirus (COVID-19), el Gran Mercado Mayorista de Lima, en Santa Anita, abrió sus puertas al público, actividad que contó con la presencia del alcalde de Lima, Jorge Muñoz, que supervisó el ordenamiento del centro de abastos.  Muñoz enfatizó que son dos los pabellones que han reiniciado sus operaciones (A y B) y que el cierre focalizado no afecta la distribución de alimentos. Además de la limpieza, desinfección y reordenamiento en los pabellones; se renovó más de 3200 m² de material sanitario e instalación de cajones y jabas.","ojo","30/05/2020"
"Evalúan terreno para reubicar a los ambulantes","En los próximos días, luego de una evaluación de terrenos, se anunciar dónde serán reubicados los ambulantes de la avenida Grau, en el Cercado, anunció el alcalde de Lima, Jorge Muñoz.  Asimismo, dio que están a la espera de una reunión con la Presidencia del Consejo de Ministros, en la que, junto a los alcaldes de La Victoria y Santa Anita, decidirán la reubicación de La Parada.","ojo","30/05/2020"
"Presenta la ANA plataforma virtual para agricultores","La Autoridad Nacional de Agua (ANA) creó una plataforma virtual para asociaciones de agricultores que quisieran gestionar solicitudes para obras en fuentes naturales de agua.","ojo","30/05/2020"
"LA DETIENEN POR MORDER A SU PAREJA","Un hombre terminó con heridas en sus genitales luego que su pareja intentara arrancárselos a mordiscos en una habitación de hotel. La mujer fue detenida.","ojo","30/05/2020"
"LOS DESPIDEN POR GRABARSE EN TIK TOK","Nueve trabajadores de salud fueron despedidos por publicar videos en TikTok utilizando las camillas, batas y otros implementos de un centro de salud. Los camilleros, enfermeras y auxiliares recrearon varias escenas de la película Titanic.","ojo","30/05/2020"
"TRUMP ROMPE RELACIÓN CON LA OMS","El presidente de los Estados Unidos, Donald Trump, anunció ayer que pondrá fin a las relaciones con la Organización Mundial de la Salud (OMS) debido al estrecho vínculo de la entidad con China y su mala gestión de la pandemia del COVID-19. Desde la Casa Blanca, Trump aseguró que China ha logrado engañar al mundo respecto a la información que se maneja sobre el nuevo coronavirus. Además, indicó que el gigante asiático controla a la OMS pese a que solo aporta 540 millones en comparación a los $450 millones anuales que dan los EE.UU. Tras poner fin al financiamiento a la máxima entidad de salud, el mandatario precisó que los fondos ahora serán redirigidos a otras necesidades de salud pública mundial. De todos los países del mundo, los EE.UU. es el más afectado por la pandemia. Hasta la fecha más de 1.7 millones de estadounidenses se contagiaron con el virus, de los cuales 102 mil fallecieron.","ojo","30/05/2020"
