"headline","content","newspaper","date"
"POR QU UN GOLPE EN EL CODO DUELE TANTO?","Se debe a que el impacto afecta al nervio ulnar o cubital que pasa por el brazo en dirección al dedo meñique. Al llegar al codo, este nervio tiene una mínima protección, debido a la delgadez de la piel. Por eso un golpe justamente ahí produce un calambre agudo y paralizante. El águila real de todas las aves salvajes que podamos imaginar, el águila real es una de las más conocidas y además, causa mucho temor. Hace uso de su pico para atrapar a su presa y así poder alimentarse. Pesa unos 5 kilos y se le puede ver en África, Japón, Gran Bretaña o el norte de América.","trome","11/05/2017"
"San Marcos de aniversario","La Universidad Nacional Mayor de San Marcos, la Decana de América, inici los festejos por sus 466 años de fundación. Por su aniversario, hoy reconocerá a los artistas plásticos Fernando de Szyszlo y Milner Cajahuaringa, y mañana [fecha central] habrá albazos sanmarquinos, misa, romería en la tumba de Fray Tomás de San Martín y hasta cena de gala.","trome","11/05/2017"
"TRASCENDI QUE DIRECTIVA DE SPORTING CRISTAL LE DIO SU RESPALDO","Ahora de los cambios, de asumir medidas drásticas, aunque las mismas afecten a nombres ilustres. Trascendió la noche del martes, 24 horas después de perder 2—0 ante Deportivo Cantolao, los dueños de Sporting Cristal en Talia decidieron reunirse en una cafetería de la cuadra 4 del jirón Pardo y Aliaga en San Isidro, para tratar la preocupante crisis del plantel. NO TENDRÁN. Las opiniones estaban divididas, como la lista de pedidos al mozo: café, agua mineral y gaseosa. Algunos pedían que no siga más Chemo; otros insistían que no se corte el proceso. No se ponían de acuerdo hasta que de pronto una voz pidió que se analice con menos pasión y se vea el origen del problema. Entonces, se charló y se llegó a una conclusión: es el momento de hacer una cirugía dentro del plantel y el entrenador será el encargado de ejecutar la medida. En pocas palabras: “Que boten a las vacas gordas que lo apoyan al cien por ciento”. Se supo que Carlos Lobatón y Josépmir Ballón, al parecer, no tienen simpatía ni afinidad con el conductor, ex gerente y empresario. Por ahora, el mangazo de las artillas tiene ‘Chemo’ a…","trome","11/05/2017"
"JUGADOR DANÉS SE COPIA DE MUSEO DE CAMISETAS DE MESSI, PERO SOLO","Copenhague.— El danés Nicolai Boilesen, actualmente en el Copenhague de su país, encontr su camiseta de cuando jugaba en el Ajax dentro de la colección que present Messi días atrás y decidi ’devolver’ la cortesía, ’Forzado’ a ponerla en mi muro ahora’, escribi el volante de 25 años con la 10’ del Barcelona enmarcada.","trome","11/05/2017"
"MANCHESTER UNITED PARA SALVAR EL AÑO Y EL CELTA POR SU PRIMERA FINAL EUROPEA","Manchester.— El sueño del Celta. El cuadro de Vigo buscar hoy (2:05 p.m./Fox Sports) su primera final europea de su historia en el mítico Old Trafford del Manchester United. Pese a perder 1—0 en la ida de las semifinales, el equipo del argentino Toto’ Berizzo ya sabe lo que es remontar de visita, pues en los dieciseisavos de final cay también 1—0 de local ante el Shakhtar Donetsk y se impuso luego 2—0 en Ucrania. En sus dos siguientes juegos fuera de casa, venció 2—0 al Krasnodar de Rusia en octavos e igual 1—1 con el Genk de Bélgica en cuartos. Por su parte, para José Mourinho levantar este trofeo es prioridad, ya que es su mejor opción para volver la siguiente temporada a la Champions. Se confirm al ecuatoriano Antonio Valencia.","trome","11/05/2017"
"REAL MADRID SE REPUSO DE UN ARROLLADOR COMIENZO DEL ATLÉTICO, QUE LE METIÓ DOS MINUTOS Y QUE SOLO LE SIRVIÓ PARA GANAR 2—1 Y MORIR DE PIE — CRISTIANO DISPUTARÁ LA JUVENTUS DE DYBALA, EL 3 DE JUNIO, EN CARDIFF, GALES","Madrid.— Lo real es Atlético. Fuerte, duro, firme. Consciente de que el sueño está a un paso y el grito, a medio. Que la duodécima los invita a que la ’levanten’ y que la cita será en Cardiff. Real Madrid cay 2—1 con Atlético de Madrid y selló su boleto directo al ring de la final de la Champions, donde en la otra esquina estará la Juventus. Aunque claro, para ponerse los guantes en ese duelo, primero debió tener una pelea callejera ante un Atlético que debía remontar el 3—0 del Santiago Bernabéu. El ‘Colchonero’ salió decidido y, antes de los 20 minutos, qued a tiro del milagro. Un cabezazo de Saul a los 12’ y un penal—por falta de Raphael Varane al ‘Niño’ Torres—cobrado de manera curiosa por Antoine Griezmann, a los 16; arruinaron la hazaña. El Real andaba desconcertado, con ‘CR7’ bien marcado y Danilo sufriendo en el lateral derecho. ¿Quién podría ayudarlo? Pues Karim Benzema, quien a los 42’ se inventó una obra maestra. Tomó un balón, jugó te y vestido del ‘Oliver Atom’ de los ’Supercampeones:, rompi a Savic, Godín y Giménez pasando por donde parecía imposible. Luego, cedi a Toni Kroos, que remató y generó el gol de Isco, que termin con las ilusiones del local. Ya el equipo del ‘Cholo’ Simeone necesitaba tres goles más y eso fue imposible. Más si Cristiano asustaba con tiros libres y Keylor Navas hizo una doble atajada monumental ante remates de Yannick Carrasco y Kevin Gameiro a los 62’. No había vuelta que darle, el Real estaba en Cardiff. Con su fuerza atlética y el corazón de Madrid.","trome","11/05/2017"
"LOS GOLES EN 15 PARTIDOS EN LA CHAMPIONS ANTE EL BARÇA SON DE BENZEMA","Zinedine Zidane. En un partido extraordinario, clonar a Godín y Gabi, le están dando la vida al club…” Diego Simeone. La verdad puede demorar en aparecer, pero siempre sale a la luz. Hay dos teorías sobre la ruptura del Depredador’ y la ’ojiverde’ y en ambas, el culpable es el pelotero. La primera es que la chica llegó sin avisar a Ro y, cuando abre la puerta del depa, se encuentra con una escena imborrable en su mente. La otra es que la manzana de la discordia fue la cantante que es todo un ’show’ en el escenario. Cualquiera de las dos versiones que circulan en el entorno cercano ha servido para que la guapita no lo perdone al delantero. Otras, por monedas, lloraban un día, le quitaban el habla una semana y después aflojaban. Sí, señores… LA FIRME QUE EL ’RUSSO’ ES BIEN ’CARE PALO’ para mandarle mensaje de apoyo a su ’causa’ y de refilón se lo lleva al ’Zorro!: ’Mándale un trofeo a ese bla, bla, bla, que no sabe lo que es eso’. Con dos caídas públicas, debes andar perfil bajo, dedicado a tu profesión y evitar tocar el tema del amor. No te arriesgues, no vaya a ser que el galán conozca la lista de tus ’hermanitos’ y haga una serie más exitosa que ’De vuelta al barrio’. A su madre… ME CUENTAN QUE ’VELASCUES’ se gan un roche. Se desbandó el domingo pensando que al día siguiente entrenarían por la tarde, pero los citaron a las 8 de la mañana. Llegó puntual, pero con un ’turno’ de aquellos, recontra fuerte. Lo dejaron trabajar, pero le advirtieron que le vendría un descuentazo en la quincena. Lo justo… HAY UN RUNRÚN DE QUE LOS CHALACOS están palteados con el administrador. Prometió cancelar los sueldos en fecha exacta y hasta ahora no ha cumplido. Ya se van por el mes y medio y no ven su billete. Encima, el amigo de Marco Antonio se arrancó a pasear con la familia al Cusco y no respondió el teléfono. Eso le pasa por regalar muchas entradas a sus amiguitos. Huuuuummm… Me voy, soy fuga.","trome","11/05/2017"
"MORELIA DE RUIDAZ CHOCA CON TIJUANA DE TÉCNICO MIGUEL HERRERA, QUE HA MINIMIZADO A PERUANO","Morelia.— La ’Pulga’ contra el ’Piojo’: Raúl Ruidiaz tratará de taparle la boca hoy (7:30 p.m.) al técnico mexicano Miguel Herrera, cuando el Monarcas Morelia reciba al Tijuana en la ida de los cuartos de final del Clausura de México. El DT de los ’Xolos’, popularmente conocido como el ’Piojo”, había minimizado la eficacia del peruano. ’Es el goleador más pobre de los torneos cortos, nueve goles son muy poco, Si ellos tienen al mejor delantero, nosotros a la mejor delantera en conjunto’, señaló el también ex entrenador de la selección azteca. Con 20 anotaciones en total durante la temporada, el incaico enfrenta ahora su reto más complicado, ya que su rival termin líder en la general y es serio candidato al título.","trome","11/05/2017"
"CUEVITA DARÁ SU ’DESCARGO’ (7:45 P.M.) ANTE CLUB ARGENTINO POR LA JUSTICIA","São Paulo.— Frota la lámpara, Christian Cueva es fijo en el São Paulo, que se presenta hoy [7:45 p.m., en vivo con Fox Sports] ante Defensa y Justicia de Argentina por la clasificación a la primera fase de la Sudamericana. ’Hay que darle una alegría a nuestra afición’, dijo el popular ’Aladino’, que luchará por romper el 0—0 de la ida en Argentina. El Tricolor no contará con Buffarini, Maicon ni Wesley, pero en su reemplazo recupera al peruano, Diego Lugano y Thomaz.","trome","11/05/2017"
"EL FLAQUITO’ ES EL PESO QUE HA PERDIDO JUAN V, DESDE QUE ASUMI PEDRO TROGLIO, QUIEN RECIN LO HAR JUGAR EN EL DEBUT DEL APERTURA","Isol retornó con fuerza a Lima, como para recordar el verano que ya se mecha que se rebela aire. La sensación térmica bordó los 30 grados en ’Campo Mar’ y bajó la temperatura, el profesor Pedro Troglio armó el partido de práctica. La novedad que un ’flaco’ llamó la atención. Respondió al nombre de Juan Vargas, quien apareció en el campo principal con 9 kilos menos. Es el peso que ha perdido desde que el DT se hizo cargo del equipo. Se llenó de gusto, además que supo potencia y velocidad se acercan al futbolista que el argentino disfruta las ligas europeas. Luego lo llamó un costado y charlaron. Le explicó que todo estaba encaminado para que vuelva con toda su categoría, pero le pidió por ensimismarse vez paciencia y quedaron en que para el debut del Apertura ser de la partida. Esto días ser para fortalecer su rendimiento.","trome","11/05/2017"
"NINGN JUGADOR SE IR – MELGAR DE JUAN REYNOSO JUGAR FINAL CON UTC","Nadie se va gateando. Hoy que Kevin Quevedo y Erinson Ramírez se han convertido en las ’joyas’ de Melgar (10° con 27 puntos), avanzó sufriendo a la final del Torneo de Verano al empatar 2—2 en la ’UNSA’ tras levantar un 0—2 adverso.","trome","11/05/2017"
"Alan García regresa al Perú","Con estas palabras, escritas en Twitter, el expresidente Alan García dio a conocer que ha regresado al Perú. Una fuente cercana al Apra sostuvo que García habrá regresado para resolver asuntos personales y no para realizar alguna diligencia relacionada a la investigación por el Metro de Lima o por las siglas AG en las agendas de Marcelo Odebrecht.","trome","11/05/2017"
"Se pierden 12 mil millones por corrupción","Ge Cada año, el Per pierde 12 mil millones de soles por causa de la corrupción, revel la Defensoría del Pueblo, Walter Gutierrez, indicó que con lo perdido por causa de este flagelo, se podría alimentar por tres años un millón 300 mil personas que viven por debajo de la línea de pobreza. Indicó que la Procuraduría Especializada en Delitos de Corrupción registra 32 925 casos a nivel nacional, pero esa cifra no es la misma que manejan la Fiscalía, el Poder Judicial y la Contralora.","trome","11/05/2017"
"Galarreta: ‘No jugamos nada’","‘Yo juego nada, no he dicho ni una palabra’, expresó el congresista Luis Galarreta, de Fuerza Popular. Agregó que ‘desde el Congreso no hay mucho que podamos hacer’. Incluso, aseguró que un indulto es algo institucional. ‘Ping pong’: Ante esto, el congresista oficialista Gino Costa afirmó que Fuerza Popular tuvo la oportunidad de mudarlo de la Dirige a su casa, pero decidi dejarlo en la cárcel.","trome","11/05/2017"
"Vacilan a María Foronda","Vacilan a María Foronda, de Frente Amplio, por pedir votar a mano armada en vez de mano alzada, en la Comisión de Pueblos Andinos. Fue un susto, pero Carlos Noguera dice que tiene lucha armada en genes.","trome","11/05/2017"
"Polica Mujer homenajeada","Entre las homenajeadas por los 61 años de la incorporación de la policía mujer y el Día de la Madre, estuvieron Ana Lira Chumpigahua y Rocío Ramos Ruz, quienes por su valentía enfrentaron el terrorismo y la delincuencia. Por obtener los primeros puestos en sus promociones, fueron reconocidas, además de un ascenso laboral, siete más, las alumnas de agentes mujeres de las escuelas de oficiales y suboficiales.","trome","11/05/2017"
"Anuncia Ministra tres horas de Educación Física en colegios","La ministra de Educación, Maril Martens, anunció que a partir de este 2017 se implementarán las tres horas de Educación Física dentro del plan de estudios de las escuelas del país. Este año, con el Curriculum Nacional, en las competencias donde se requiere fortalecer la autonomía a través de la psicomotricidad y fortalecimiento del cuerpo, cuatro días en lágrimas, él era dirigido a su trabajo a bordo de un vehículo. Además, compró por Internet el pasaje para que viaje a Panam.","trome","11/05/2017"
"Empresario Aldo Cceda Benvenutto es sospechoso de encubrir a su protegido Willy","Empresario Aldo Cceda Benvenuto es sospechoso de encubrir a su protegido Willy, quien mató y descuartizó a periodista audiovisual. En menos de un minuto, dos hampones armados se metieron al local tragamonedas El Regalo y robaron 80 mil soles que el administrador iba a depositar en el banco, en Ate.","trome","11/05/2017"
"China crea avión de guerra sin piloto","En los medios de comunicación de China se informó sobre la creación de un avión de guerra sin piloto, que es capaz de lanzar ataques letales y transportar hasta una tonelada de carga bélica.","trome","11/05/2017"
"Perrito hace correr a oso","Un perrito hizo correr a un oso pardo que se atrevió a asomarse por la propiedad privada en Bradbury, California. Al verlo aparecer, el can de raza pitbull cruzado partió a la carrera y al oso no le quedó otro camino que dirigirse al bosque.","trome","11/05/2017"
"Trascendió que directiva de Sporting Cristal le dio su respaldo","Trascendió que la directiva de Sporting Cristal le dio su respaldo a Chemo Ra que Li.","trome","11/05/2017"
"Joven trasladada a la clínica Montefiori","La joven fue trasladada a la clínica Montefiori.","trome","11/05/2017"
"Este domingo llévate 5 mil soles","Este domingo, como todas las semanas, tienes la oportunidad de llevarte jugosos premios en nuestro pozón de cinco mil soles. Nuestra promoción, No duermas, incentiva la ‘Súper llamada bet para participar en el sorteo porque, Cartilla sale el sábado. Se vienen 15 Smart TV pantalla gigante para mamá, con cariño! Trome sabe premiar a las reinas del hogar, pues para agasajarlas por su día sortea 15 Smart TV de 60 pulgadas cada uno, para ti con una calidad de imagen espectacular. Si deseas que tu mamita se lleve una de estas pantallas, sigue estos pasos: Área de la suerte: números aleatorios. No de la suerte: sesiones. Inscripción: llama gratis al 710-02600. Abre ayer, miércoles 1, nuestros web www.trome.pe para registrarte tu número de la suerte; DNI y teléfono para llamarte ganador. Es fácil! Solo debes llamar. Cuando hayas tenido la suerte, inscríbete tu DNI y número de teléfono. Incluyen: cuponera, análisis de gases contaminantes, verificación del alumbrado delanteras, revisión de fugas en motor, transmisión, frenos y sistema de propulsión. Diagnóstico electrónico del vehículo [scanner]. Dar buen trato al cliente. Ganadores pe los 3 Premios pe $/.500 pe el dia 10/05/17: Novare: Victor Pantosa, Noware: Norma Mena, Distrito: San Juan de Miraflores, No de la Suerte: araucaria. Inscripciones todos los días de 6:00 a.m. a 6:00 p.m. Sorteos: 70 puntos. Trminos y condiciones en www.trome.pe.","trome","11/05/2017"
"Bodegas y Mercados","Más de 3 mil comerciantes de los principales mercados celebraron el Día del Caserito Peruano; fecha que busca fortalecer competencias para hacer crecer su negocio. Elías Zevallos, representante de la empresa Kimberly Clark, refirió que las bodegas y mercados representan el 65% de las ventas en el Perú. Aconsejó: elegir bien el surtido de productos (de mayor demanda e innovación), exhibir para vender, ubicar bien las promociones: banners, toldos y jalavistas favorecen la compra. Recuérdalo, amigo taxista! No dejes de participar en el gran sorteo para ganar uno de estos fabulosos premios. El gran sorteo G9 se realizará el martes 6 de junio. Informe de la revisión. Cada conductor recibirá un informe de la revisión. ","trome","11/05/2017"
"Lentejas protegen el corazón","Dicen que comer lentejas los lunes da suerte, pero más allá de las creencias, esta menestra tiene propiedades alimenticias y nutricionales que la hacen infaltable en la mesa popular. Son bajas en calorías e ideales para los deportistas. Ayudan a reducir el colesterol en la sangre, ya que contienen altos niveles de fibra soluble. Reducen el riesgo de enfermedades del corazón y derrame cerebral al mantener las arterias limpias. Permiten prevenir el estreñimiento y otros trastornos digestivos. Tienen alto contenido en proteínas, hierro y otros minerales que dan energía. Buenas para las dietas destinadas a bajar de peso.","trome","11/05/2017"
"Biuf inaugura primer mall canino del Perú","Con una exhibición de sus destrezas para sortear obstáculos, el simpático bulldog Biuf, perrito skater del Perú, inauguró el primer mall canino del Perú. En el Centro Comercial InQuillay Premium Lurín’, ubicado en el kilómetro 32 de la Panamericana Sur, cuyo diseño también permite que las mascotas puedan disfrutar de espacios comunes y cuentan con carriles exclusivos.","trome","11/05/2017"
"Interpelación","Mañana ven su caso. Chalacos piden que no suelten a Moreno. La Primera Sala Penal Nacional de Apelaciones evaluará mañana si revoca o no la detención preventiva de 18 meses al exgobernador regional del Callao, Félix Moreno, quien se encuentra recluido en el penal Piedras Gordas. En el primer puerto continúan las protestas contra la corrupción y la población exige que caigan todos los involucrados y no liberen a Moreno. La diligencia se realizará en la investigación que Moreno enfrenta por delito de lavado de activos, ya que se le acusa de haber recibido de Odebrecht un soborno de más de US$2 millones por la buena pro del proyecto Costa Verde. Al realizarse las indagaciones contra el gobernador chalaco se encontró que tenía lujosas viviendas, carros y empresas, y aún no habría podido probar la procedencia del dinero con que las adquirió.","trome","11/05/2017"
"Marzo Arana: Gilbert Violeta","Al interpelar, el fujimorismo, con la censura del ministro del Interior, pretende desestabilizar y generar un clima de amedrentamiento. Según el Movadef, el ministro Basombrio está haciendo un gran trabajo. Se ha reducido notablemente el delincuencia. El premier Fernando Zavala dijo que su gabiente también apoya al ministro del Interior.","trome","11/05/2017"
"Cada año, según la Contralora","Se pierden 12 mil millones por corrupción. Cada año, el Per pierde 12 mil millones de soles por causa de la corrupción, reveló la Defensora del Pueblo, Walter Gutierrez. Indicó que con lo perdido por causa de este flagelo, se podría alimentar por tres años a un millón 300 mil personas que viven por debajo de la línea de pobreza. Indicó que la Procuraduría Especializada en Delitos de Corrupción registra 32,925 casos a nivel nacional, pero esa cifra no es la misma que manejan la Fiscalía, el Poder Judicial y la Contralora.","trome","11/05/2017"
"Por qué un golpe en el codo duele tanto?","Se debe a que el impacto afecta al nervio ulnar o cubital que pasa por el brazo en dirección al dedo meique. Al llegar al codo, este nervio tiene una mínima protección, debido a la delgadez de la piel. Por eso un golpe justamente ah produce un calambre agudo y paralizante.","trome","11/05/2017"
"El guila real","De todas las aves salvajes que podamos imaginar, el guila real es una de las más conocidas y además, causa mucho temor. Hace uso de su pico para atrapar a su presa y así poder alimentarse. Pesa unos 5 kilos y se le puede ver en África, Japón, Gran Bretaña o el norte de América.","trome","11/05/2017"
"Licenciada Isabel Acevedo se burla de Karla Tarazona","La licenciada Isabel Acevedo se burló de Karla Tarazona al decir sí que nunca iría a un programa de televisión a llorar, porque es fuerte. ‘No necesito pararme delante de un banner para facturar ni qué sé yo. Soy media macho, teriyaki, hijoya-hoho— soy fuerte’, así con mis hijos. Sitiene un problema con la mamá de su hijo, según coment la pareja del cantante Leonard León. A su vez, aclaró que sí le regal unos zapatos a Karla Tarazona y que nunca fueron amigas. ‘Le regal los zapatos porque no los usaba, le puedo regalar a cualquiera. No éramos íntimas, solo conocidas, no nos veíamos ni tenía su número de teléfono’, agregó Domínguez. Calificó de malagradecida a Karla Tarazona y menciona que aún anda con sus dos hijos... Mientras tanto, Karla Tarazona evidenció su molestia con el comentario de una fan que decía: Estoy segura de que está embarazada cuando las cosas que están mal. Mujeres hacen eso creyendo que van a retwittear. Por su parte, Karla Tarazona sostuvo que no le importa lo que diga Domínguez, que no la incomoda el comentario de una persona que cree que va a retwittear. Porque y me molesta dirá? Not metas. Yo delas personas que creo no zoco gente mediachifla que un hijo no ataño a nadie. Sostuvo Crdenas.","trome","11/05/2017"
"El venezolano Krang Peña dice que si le toca abandonar el país, siempre llevará un buen recuerdo del Perú","’Pase lo que pase, si me toca irme a otro lado, hablar bien del Perú. Estoy agradecido con el público que me ha tratado muy bien’, precis Peña, quien también comentó que entiende a Paloma Fiuza por haber apoyado a Facundo González en la sentencia de ’Esto es guerra!’ ‘Hay sentimientos de por medio y es tomar una decisión, yo no estoy molesto con ella’, agregó.","trome","11/05/2017"
"Denisse Dibs pondrá el hombro por los damnificados de Piura","Pues lo recaudado en la primera función de la obra ’Déjame que te cuente... el musical de Chabuca’ será destinado para estas personas. ‘Reponer este montaje demandó un gran esfuerzo por todo lo que pasó nuestro país con los desastres naturales, por eso es que aportaremos nuestro granito de arena, pues la primera función será a beneficio de ’Piura en acción’, dijo Dibs al anunciar el estreno del musical, este viernes hasta el 2 de julio, en el Teatro Municipal.","trome","11/05/2017"
"Ignacio Baladán prefirió guardar silencio respecto al posible embarazo de su novia, Silvana Alicia","Ambos siguen juntos. El uruguayo fue visto con la modelo en una de sus pastelerías, pero evit responder alguna pregunta sobre su posible paternidad y solo afirmó así plácidamente. ‘Da igual, pero estoy listo para bailar pechito con pechito’. Suuuaaveeee, el actor Adolfo Chuiman agradeció el respaldo del público a la serie De vuelta al barrio, que volvió a liderar el rating (el martes) con 26.3 puntos, y se convierte en uno de las producciones favoritas del televidente. ‘Donde tiene el personaje de Ana, mas all del rating, que nos ha favorecido enormemente, los mentirosos comentarios son muy lindos. Nosotros estamos muy contentos’ finaliz.","trome","11/05/2017"
"Marco Zunino confesó que su personaje de Cosito de la serie Al fondo hay sitio tiene algo especial","‘Es uno de los personajes más entrañables que hice, pues hasta el día de hoy me sigue. Hace tres años que no estoy en la serie, pero el ’Cosito’ tiene algo especial. No lo voy a enterrar, aparte no me molesta que me llamen así, Me molesta que salga ’Torbellino, 20 años después. Es una novela vieja, éramos unos bebés y ya ni me reconozco, se debe apostar por algo más nuevo’, dijo Zunino. El actor también comentó que participa en la obra ’Déjame que te cuente... el musical de Chabuca’ que se presenta en el Teatro Municipal.","trome","11/05/2017"
