"headline","content","newspaper","date"
"Proyecta expandirse en malls y abrir tienda concepto","En manos del Grupo Dass en Brasil para su operación en el Perú, la italiana quiere apelar a la fuerza de la marca y la tecnología de producción para crecer en el país y alcanzar los 500,000 pares en dos años.  Vanessa Ochoa (de PE) Desde que en el 2012 el Grupo Dass de Brasil adquirió la marca deportiva Fila para operarla en varios países de la región, el labor en el Perú fue recuperar la marca. Eso lo han logrado en los últimos cinco años pasando de vender 12,000 pares a unos 250,000 este año.  Hemos crecido, pero la meta es alcanzar el medio millón de pares en los próximos dos años y estar entre las cinco primeras marcas deportivas internacionales en el país, dijo el country manager de Fila para el Perú, Juan Luis Chacn.  El trabajo que se desarrolló fue en dos etapas, refiere. La primera ya está concluida enfocándose en lo que es el producto. La marca no fue bien tratada e incluso llegó a venderse en supermercados; había que decirle al consumidor que es una marca italiana, que se ha posicionado en el mundo, y que ahora se produce en Brasil con alta tecnología, anot.  Segmentos. La venta se distribuye en un 50% en hombres, 30% mujeres, y 20% niños, señala Juan Luis Chacn.  Precisión. Grupo Dass. Es el segundo más importante en Brasil en producción de calzado, y tienen a Umbro como marca propia. Además de producir para Nike, Adidas, Converse y otras.  Online. La venta en el e-commerce se podría ver para el 2019, pero no con página propia sino a través de tiendas virtuales.  Así, lograron crecer en market share, siendo el canal de venta directa el que aporta el 33%; le sigue zapaterías y tiendas deportivas (31%), y ahora...  En Textil. Otro aspecto que busca reforzar el Grupo Dass es la parte textil. Al ser dueños de la licencia de Fila, podrían dar sublicencias y en el caso textil la tuvo Ripley, hasta hace un año y medio. Ahora, la meta de venta es de 25,000 polos básicos que se producen en Brasil, pero se ve la posibilidad de hacerlo desde el mercado peruano, dijo Juan Luis Chacn.  Van por los consumidores nacionales entrando de lleno al retail.  Expansión. Con una producción originaria de Brasil, decidieron probar con una primera tienda en formato pop-up dentro de un mall, que ya funciona en Brasil y medio, y están Brasil ya trabajan en el plan para ver qué más puntos desarrollar.  Queremos generar nuestro propio negocio retail, no solo estar en las tiendas por departamento; lo mejor sería poder estar en la mayoría de malls donde podríamos ingresar, comentó Chacn, quien estima que en el segundo semestre del próximo año ya podrán ver en qué posiciones ingresar.  Para ellos, el mercado en Lima —dado que en ciudades se han fortalecido al empezar— tiene la ventaja que les permite enfocarse en el segmento deportivo y en la parte de moda, usando un portafolio más versátil.  Además, agrega Chacn, está en los planes de la marca poner una tienda de concepto el próximo año. En ella, se podrá mostrar toda la oferta de la marca italiana, incluido los productos premium.  Nosotros estamos entrando con productos enfocados a un segmento B por el ticket de precio, somos transversales, pero con una tienda de concepto cabe la posibilidad de traer toda la oferta de mayor precio, comentó.","gestion","20/12/2018"
"Negocios 5","Julio Guadalupe Zona de intercambio La capacitación, la instalación y promoción de una cultura institucional, ayudan a facilitar el comercio. VIDEOS NEGOCIOS. Cómo duplicar las ganancias del año en Navidad? Renzo León Velarde, gerente general de Digiflow, lo explica. EMPLEABILIDAD. Alfredo Alfaro, CEO de la Consultora HDR, comenta sobre los retos que el 2019 plantea en este aspecto y cómo superarlos. PLANEAMIENTOS AL 2019 PALOMA RIERA NO Paloma Rivera (de PE) UPgu e tres temporadas navideñas en nuestro país, la empresa argentina de regalos de experiencia Big Box prevé que la actual sea considerablemente más grande que la del año pasado. Esta vez se basa en el aumento de clientes corporativos y la apertura de un nuevo punto de venta en Real Plaza Salaverry, señala Gastón Parisier, CEO de Big Box. La empresa se dirige tanto al consumidor final como a las grandes compañías que suelen hacer regalos a sus clientes, colaboradores y proveedores por Navidad. Señala que los clientes corporativos invierten, en promedio, $5,000 por regalo, y los más solicitados son las experiencias de gastronomía para dos personas y los servicios de belleza y spa. También se han regalado estadías y viajes cortos. Parisier anota que en el 2019 planean ampliar los servicios y experiencias que ofrecen en su portal incorporando en la categoría de entretenimiento, además de fortalecer la de aventura. Puntos de venta Hace dos meses, Big Box abrió un nuevo punto de venta en Real Plaza Salaverry con el cual buscan fortalecer la compra de regalos va física y online. Este se suma al que ya tienen desde el año pasado en el Jockey Plaza. Esperan llegar a 8 puntos de venta en tres años (dos por año), como ocurre en Argentina, señala el ejecutivo. El Perú es para la empresa un mercado de mínimo US$ 10 millones, cifra que esperan alcanzar en tres años. El 2018 esperamos cerrar con US$ 1 millón de venta en el país, un crecimiento de casi 100% respecto al año anterior, anotó.","gestion","20/12/2018"
"Brillo perdido","Después del Año Nuevo del 2015, el cofundador de Vice, Shane Smith, atravesó una pícara racha de jack en Las Vegas. La prensa informó que del US$ 1 millón que ganó, gastó US$ 300,000 en comida y licor con sus amigos. Era un excitante momento para apostar en medios digitales. BuzzFeed y Vox Media, que al igual que Vice acumulaban rápidamente audiencias jóvenes, codiciadas por los anunciantes, llegaron a ser valuadas por los inversionistas en US$ 1,700 millones y US$ 1,000 millones, respectivamente. Para junio del 2017, TPG para que invirtieran un total de US$ 1,700 millones en cable, video y publicidad. Fue antes. Ahora, este y otros medios digitales otrora titanes atraviesan una racha perdedora, pues Google y Facebook han aplastado a todas sus competidoras de publicidad digital. El duopolio amasa el grueso de los US$ 100,000 millones de ese mercado en Estados Unidos, obteniendo menos del 1%.  Ir un poco mejor, con ingresos por quizás US$ 700 millones; antes era rentable pero ahora está perdiendo dinero. Ha tenido que lidiar con acusaciones de acoso sexual y respuestas de que apoya una cultura misógina. En marzo, Smith renunció como CEO y fue reemplazado por Nancy Dubuc, exCEO de A&E Networks —que ayuda a manejar Viceland, canal de cable operado por Vice—. Dubuc ha dicho que enfrentar estos problemas es un reto en una era de proliferación de contenidos. En noviembre, Disney informó que redujo el valor contable de su inversión en Vice de US$ 400 millones a US$ 157 millones, mientras que Vice, Buzzfeed y Vox, en conjunto, precisan precios bajos en el sector están en una situación complicada. En 2017, Vice obtuvo ventas muy por debajo de su meta de US$ 800 millones. Este año le costará aún más, con pérdidas por decenas de millones de dólares. La que puede diferenciarla de sus pares digitales, señalan los analistas, es la aureola de su marca, Vice todavía mantiene algo de su sello atrevido y dorado, manifestado en las extravagancias de su derrochador y despreocupado cofundador. Todavía existe algo de negocio all, pero creo que hace falta una importante renovación, dice un ejecutivo cuya firma evaluó invertir en ella hace unos años. Vice necesita convertir su marca en contenidos y publicidad por los que sus clientes estén dispuestos a pagar, lo que es un reto en una era de proliferación de contenidos y en la que es tan fácil colocar anuncios dirigidos en Google, YouTube y Facebook.","gestion","20/12/2018"
"El gran desafo del CEO es encontrar el talento correcto en el tiempo correcto","Según Eduardo Herrera, CEO de Parque Arauco, la sostenibilidad se ha convertido en una tendencia en las industrias, pues contribuye al desarrollo tanto local como global. Innovar no debe confundirse con tecnología; uno puede ser innovador en sus procesos internos. Las autoridades deben cambiar rápidamente, sentimos el freno y el impacto.  Por otro lado, creo que el CEO tiene que ser una persona más cercana, por eso para mí es fundamental llamar habilidades blandas. El manejo de integrar el entendimiento de las emociones, que son tan valiosas en nuestra cultura actual, permite trascender, pues todavía más renuevo – se entiende que es lo que mueve las organizaciones.","gestion","20/12/2018"
"Definitivamente, la clase política afectará a todos","En el ánimo de los trabajadores, en la productividad. Nuestro sector (pesquero) es muy regulado, como tiene que ser, y el 2018 ha sido un año bueno luego de cuatro años malos. Sin embargo, estamos discutiendo una nueva regulación de derechos de pesca. Y el Estado parece no entender que la industria pesquera requiere tener un fondo, un excedente que le permita afrontar situaciones de crisis como hemos vivido estos últimos cuatro años. Confiamos en la buena voluntad del Ministerio de la Producción que ha sacado la norma. Ya ha recibido los comentarios y esperamos que haya una discusión técnica al respecto.","gestion","20/12/2018"
"Aprendizaje. El cambio es permanente y por eso las estructuras organizacionales tienen que ser flexibles y adaptables","Si bajo este panorama nos preguntamos qué le quita el sueño a los directivos, en algunos casos se trata de leves insomnios y en otros de pesadillas. La principal preocupación en los directivos es la causada por el llamado ‘empresario indirecto’, es decir, el Gobierno en sus diversas manifestaciones: distrital, regional y nacional. La intensa sobrerregulación, el constante cambio de reglas de juego y la frecuente improvisación dificultan el desarrollo de estrategias empresariales, que necesariamente tienen que tener un horizonte de mediano a largo plazo. Si a esto añadimos los asombrosos avances tecnológicos que los pueden dejar fuera del juego, consumidores con perfiles más sofisticados y complicados, y la creciente probabilidad de ciberataques, se configura un cuadro en el que el directivo debe estar atento para mantener el equilibrio.","gestion","20/12/2018"
"Peruanos necesitan trabajar en su empleabilidad","A nivel de tecnologías disruptivas y de la automatización, nos preocupa que el peruano, en general, que trabaja para otros, no está invirtiendo lo suficiente en su desarrollo. Es decir, en su nivel de empleabilidad. Y los peruanos que son emprendedores, que están en el reto de sobrevivir cada mes, no están necesariamente mirando sus habilidades y competencias para lo que viene. Pensamos que el 2019 y el 2020 van a ser años definitivos para el Perú en lo que pasará en función de las fuerzas de trabajo. O nos ponemos las pilas o vamos a tener canteras de personas que no son competitivas.","gestion","20/12/2018"
"La diversidad te genera mucho valor. En un equipo debe haber un equilibrio de género, edades y profesiones","Gonzalo Sarmiento, inversionista en Centenario, afirma que los miembros de una empresa que no se adapten, tengan la edad que tengan, perderán competitividad.","gestion","20/12/2018"
"Pese a las limitaciones de presupuesto, en Austral hemos apostado por la investigación y desarrollo","Pues el mercado exige cada vez más hacer la segregación adecuada, buscar nuevos usos, trabajar de la mano con nuestros clientes, nos ha llevado a tener unos diferenciales de precio que también nos han ayudado en tiempo de crisis y que nos pintan una perspectiva a futuro muy positiva. También hemos incorporado convenios con institutos y universidades, también extranjeras, que nos permiten seguir desarrollando investigaciones específicas de nuevos usos y nuevos procesos. Esto es costoso, pero es una inversión que las empresas tenemos que hacer.","gestion","20/12/2018"
"Reserva Federal modera sus perspectivas sobre nuevas alzas de su tasa de interés","Miembros del banco central estadounidense estiman ahora solo dos alzas más en la tasa de referencia en el 2019. En septiembre pasado se proyectaban tres incrementos. Tras semanas de incertidumbre en los mercados y los pedidos del presidente Donald Trump para terminar con las alzas del costo del endeudamiento, la Fed elevó las tasas en un cuarto de punto porcentual. El jefe del banco central, Jerome Powell, dijo que el organismo continuará reduciendo el tamaño de su balance en US$ 50,000 millones mensuales.","gestion","20/12/2018"
