"headline","subheadline","author","content","newspaper","date"
"Exigen eliminación de pensiones vitalicias para expresidentes","Propone eliminar beneficios económicos para antiguos mandatarios","","Presidentes ya fueron notificados, aunque Alan García ya había renunciado a los beneficios. ‘’Lo que yo propongo es que ya no sean para los padres ni tampoco para los hijos mayores de edad’, manifestó….","peru21","2016/10/28"
"Congreso extenderá obligación de declaración jurada en sector público","Todos los funcionarios deberán rendir declaración jurada","","Ayuntamientos solicitaron información sobre OAS. ’El fin es esclarecer presuntas negociaciones irregulares en el contrato con OAS’, expresó el procurador….","peru21","2016/10/28"
"Investigan a Gissela Ortega por favorecer a socios en Concytec","Comisión aprueba enviar casos a Fiscalización","","La Comisión de Ciencia, Innovación y Tecnología decidió derivar todas las indagatorias respecto a Gissela Orjeda, titular de Concytec, a la Comisión de Fiscalización….","peru21","2016/10/28"
"Fiscalía podría pedir prisión preventiva para Francisco Boza","Anterior presidente del IPD enfrenta acusaciones graves","","El juez del Cuatro Juzgado de Investigación Preparatoria programó para el próximo mes la audiencia en la que valorará el requerimiento de prisión preventiva planteado por el Ministerio Público contra Francisco Boza….","peru21","2016/10/28"
"Aumento estimado de usuarios de gas natural hacia el bicentenario","Promigas anticipa expansión significativa de redes","Alberto Mendieta","Para el bicentenario, se estima que el 12.7% de la población peruana estará utilizando gas natural gracias a la ampliación de la red de gasoductos y conexiones domiciliares….","peru21","2016/10/28"
"Impacto del IGV Justo en pequeñas empresas","Congreso aprobará período de gracia para pymes","","Con 95 votos a favor, el Congreso ratifica el IGV Justo destinado a ofrecer un lapso de gracia de 90 días a microempresas para facilitar el cumplimento tributario frente a morosos….","peru21","2016/10/28"
"Gobierno destaca avance en programas sociales y habitacionales","Ministro Trujillo presenta balance positivo de gestión","Alberto Mendieta","Edmer Trujillo, Ministro de Vivienda, Construcción y Saneamiento, comentó sobre los avances alcanzados en términos de mejora de las Empresas Prestadoras de Servicios de Saneamiento y nuevos incentivos financieros….","peru21","2016/10/28"
"Liderazgo de Perú en inclusión financiera reconocido nuevamente","Informe del BID valora plataformas digitales y normativas","","De acuerdo al Informe Global 2016 sobre el Clima para la Inclusión Financiera, realizado bajo auspicio del Banco Interamericano de Desarrollo, Perú sigue siendo puntero en proporcionar un ambiente favorable para la inclusión financiera….","peru21","2016/10/28"
"Suspension de diálogos de paz con ELN en Colombia","Requerimiento clave es liberación segura de Odín Sánchez","","Juan Manuel Santos comunicó que la continuación de las conversaciones con el ELN depende crucialmente de la liberación del ex congresista Odín Sánchez, actualmente secuestrado….","peru21","2016/10/28"
"Nueva fase en negociaciones de paz con FARC en Colombia","Incorpora sugerencias del resultado electoral adverso","","Desde La Habana, el equipo gubernamental junto a las FARC desarrolla nuevas etapas de dialogo buscando reformular el acuerdo anterior basándose en críticas surgidas del plebiscito….","peru21","2016/10/28"
"Demandas urgentes de derechos humanos para 'Chapo' Guzmán","'Emma Coronel urge intervención rápida';NA""","Emma Coronel, esposa de Joaquín 'El Chapo' Guzmán, instó a la Comisión Interamericana de Derechos Humanos a actuar prontamente respecto a las severas restricciones carcelarias aplicadas a su esposo….","","peru21","2016/10/28"
"Petrobras: Lula Da Silva interpone recurso ante ONU","Denuncia arbitrariedad judicial en procesos legales","","Luiz Inacio Lula Da Silva formalizó una protesta ante la Comisión de Derechos Humanos de la ONU criticando decisiones judiciales tomadas por Sergio Moro en relación al escándalo de corrupción de Petrobas….","peru21","2016/10/28"
"Mariano Rajoy fracasa en obtener segunda oportunidad de investidura","Abstencionismo del PSOE permite nueva tentativa","","Mariano Rajoy experimentó otra derrota legislativa en Madrid, aunque persiste expectativa dado el respaldo indirecto mediante la abstención del partido principal de la oposición….","peru21","2016/10/28"
"El candidato republicano declara en entrevista","","","En una entrevista al programa Good Morning America de la cadena ABC, el candidato republicano a la presidencia de EE.UU, Donald Trump, declaró que no se comprometería a colaborar con su rival Hillary Clinton si ella gane los comicios del próximo mes.","peru21","2016/10/28"
"Hablan de aumento en casos de feminicidios en Argentina","","","Denuncian una oleada de radicalismos mortales en Argentina, destacando que cada treinta minutos, una mujer es asesinada.","peru21","2016/10/28"
"Suspenden investigación relacionada con Petrobras en Brasil","","","Por otro lado, el Tribunal Superior de Justicia de Brasil suspendió todos los efectos de una operación realizada en el Senado por la Policía Federal.","peru21","2016/10/28"
"Candidatura de José Chlimper causa controversia","","","José Chlimper, candidato electo para el Banco Central de Reserva del Perú, enfrenta críticas por falta de transparencia en su pasado laboral.","peru21","2016/10/28"
