"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"Se vienen más cuentas congeladas en regiones";"NA";"NA";"Humala considera que además de Ancash se deben intervenir otros gobiernos regionales. El Gobierno plantea cambiar la reglamentación para que el mayor control político a las gobernaciones regionales. Considera que el reto de la lucha antinarcóticos se centrará en la región.";"gestion";"2014-06-02";"1"
"Encuesta Nacional Urbana de GFK";"NA";"NA";"En norte del país se siente más que se frenó crecimiento El 53% del nivel AB considera que se crece pero más lento. 10% - 54% cree que situación económica de subida será la misma en próximos 12 meses “Consumidores están cambiando hábitos por cautela”";"gestion";"2014-06-02";"1"
"Se evalúan cambios en la Ley de Radio y Televisión";"NA";"NA";"Alistan proyecto para destrabar las inversiones Es momento de créditos de plazos muy cortos Ahora se paga mayor cuota inicial cuando se toma un crédito vehicular.";"gestion";"2014-06-02";"1"
"Sindicatos ganan batalla en el TC";"NA";"NA";"Sentencia establece que la huelga es obligatoria para negociar el contrato.";"gestion";"2014-06-02";"1"
"Emitirán bonos para salvar al Lusa Lima";"NA";"NA";"Lima Perú, en el anillo azul, plantea emisión a nombre del club por US$4 mil millones.";"gestion";"2014-06-02";"1"
"Brasil 2014";"NA";"NA";"DirecTV crecerá 25% en clientes por Mundial Espera tener más de 300 mil suscriptores.";"gestion";"2014-06-02";"1"
"Se vienen más cuentas congeladas en regiones";"NA";"NA";"Humala considera que además de Ancash se deben intervenir otros gobiernos regionales. El Gobierno plantea cambiar la reglamentación para que el mayor control político a las gobernaciones regionales. Considera que el reto de la lucha antinarcóticos se centrará en la región.";"gestion";"2014-06-02";"1"
"Encuesta Nacional Urbana de GFK";"NA";"NA";"En norte del país se siente más que se frenó crecimiento El 53% del nivel AB considera que se crece pero más lento. 10% - 54% cree que situación económica de subida será la misma en próximos 12 meses “Consumidores están cambiando hábitos por cautela”";"gestion";"2014-06-02";"1"
"Se evalúan cambios en la Ley de Radio y Televisión";"NA";"NA";"Alistan proyecto para destrabar las inversiones Es momento de créditos de plazos muy cortos Ahora se paga mayor cuota inicial cuando se toma un crédito vehicular.";"gestion";"2014-06-02";"1"
"Sindicatos ganan batalla en el TC";"NA";"NA";"Sentencia establece que la huelga es obligatoria para negociar el contrato.";"gestion";"2014-06-02";"1"
"Emitirán bonos para salvar al Lusa Lima";"NA";"NA";"Lima Perú, en el anillo azul, plantea emisión a nombre del club por US$4 mil millones.";"gestion";"2014-06-02";"1"
"Brasil 2014";"NA";"NA";"DirecTV crecerá 25% en clientes por Mundial Espera tener más de 300 mil suscriptores.";"gestion";"2014-06-02";"1"
