"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"Se vienen más cuentas congeladas en regiones";"NA";"NA";"Humala considera que además de Ancash se deben intervenir otros gobiernos regionales. El Gobierno plantea cambiar la legislación para ejercer mayor control político a los gobiernos regionales. Considera que el reto de la lucha antidrogas es entrar al Vraem.";"gestion";"2014-06-02";"1"
"Encuesta Nacional Urbana de GFK";"NA";"NA";"En norte del país se siente más que se frenó crecimiento El 53% del nivel AB considera que se crece pero más lento.";"gestion";"2014-06-02";"1"
"Quedan tres postores para Gasoducto del Sur";"NA";"NA";"Hasta el 20 de junio otras empresas podrán integrarse a consorcios.";"gestion";"2014-06-02";"1"
"Sindicatos ganan batalla en el TC";"NA";"NA";"Sentencia establece que el arbitraje se aplicará para negociación colectiva.";"gestion";"2014-06-02";"1"
"Es momento de créditos de plazos muy cortos";"NA";"NA";"Ahora se paga mayor cuota inicial cuando se toma un crédito vehicular.";"gestion";"2014-06-02";"1"
"Emitirán bonos para salvar al Lima";"NA";"NA";"Promotores de la empresa emiten a nombre del club por US$ 4 mlls.";"gestion";"2014-06-02";"1"
"Alistan proyecto para destrabar las inversiones";"NA";"NA";"Se evalúan cambios en la Ley de Radio y Televisión “Consumidores están cambiando hábitos por cautela” Ya se nota desaceleración, dice presidente de Cámara de Comercio de Lima.";"gestion";"2014-06-02";"1"
"Brasil 2014 DirecTV crecerá 25% en clientes por Mundial";"NA";"NA";"Espera tener más de 300 mil suscriptores.";"gestion";"2014-06-02";"1"
"Se vienen más cuentas congeladas en regiones";"NA";"NA";"Humala considera que además de Ancash se deben intervenir otros gobiernos regionales. El Gobierno plantea cambiar la legislación para ejercer mayor control político a los gobiernos regionales. Considera que el reto de la lucha antidrogas es entrar al Vraem.";"gestion";"2014-06-02";"1"
"Encuesta Nacional Urbana de GFK";"NA";"NA";"En norte del país se siente más que se frenó crecimiento El 53% del nivel AB considera que se crece pero más lento.";"gestion";"2014-06-02";"1"
"Quedan tres postores para Gasoducto del Sur";"NA";"NA";"Hasta el 20 de junio otras empresas podrán integrarse a consorcios.";"gestion";"2014-06-02";"1"
"Sindicatos ganan batalla en el TC";"NA";"NA";"Sentencia establece que el arbitraje se aplicará para negociación colectiva.";"gestion";"2014-06-02";"1"
"Es momento de créditos de plazos muy cortos";"NA";"NA";"Ahora se paga mayor cuota inicial cuando se toma un crédito vehicular.";"gestion";"2014-06-02";"1"
"Emitirán bonos para salvar al Lima";"NA";"NA";"Promotores de la empresa emiten a nombre del club por US$ 4 mlls.";"gestion";"2014-06-02";"1"
"Alistan proyecto para destrabar las inversiones";"NA";"NA";"Se evalúan cambios en la Ley de Radio y Televisión “Consumidores están cambiando hábitos por cautela” Ya se nota desaceleración, dice presidente de Cámara de Comercio de Lima.";"gestion";"2014-06-02";"1"
"Brasil 2014 DirecTV crecerá 25% en clientes por Mundial";"NA";"NA";"Espera tener más de 300 mil suscriptores.";"gestion";"2014-06-02";"1"
