"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"MANDATARIO AÚN EVALÚA CONSULTA SOBRE MILLONES A LA CIDH";"NA";"NA";"Se vienen más cuentas congeladas en regiones. Humala considera que además de Ancash se deben intervenir otros gobiernos regionales. El Gobierno plantea cambiar la legislación para ejercer mayor control político a los gobiernos regionales. Considera que el retode la lucha antidrogas es entrar al Vraem. No tiene nada de malo. Defendió reunión de Nadine con ministros.";"gestion";"2014-06-02";"1"
"QUEDAN TRES POSTORES PARA GASODUCTO DEL SUR";"NA";"NA";"Hasta el 20 de junio otras empresas podrán integrarse a consorcios.";"gestion";"2014-06-02";"1"
"SINDICATOS GANAN BATALLA EN EL TC";"NA";"NA";"Sentencia establece que el biraje se abrirá a quienes negocien con el vta.";"gestion";"2014-06-02";"1"
"EMITIRÁ BONOS PARA SALVAR A LIMA";"NA";"NA";"Promueve a Bianquiazul plantea emisión a nombre del club por US$ 4 mlls.";"gestion";"2014-06-02";"1"
"ALISTAN PROYECTO PARA DESTRABAR LAS INVERSIONES";"NA";"NA";"NA";"gestion";"2014-06-02";"1"
"SE EVALÚAN CAMBIOS EN LA LEY DE RADIO Y TELEVISIÓN";"NA";"NA";"NA";"gestion";"2014-06-02";"1"
"ENCUESTA NACIONAL URBANA DE GFK";"En norte del país se siente más que se frenó crecimiento El 53% del nivel AB considera que se crece pero más lento.";" ""NA""";"NA";"gestion";"2014-06-02";"1"
"Consumidores están cambiando hábitos por cautela";"Ya se nota desaceleración, dice presidente de Cámara de Comercio de Lima.";" ""NA""";"NA";"gestion";"2014-06-02";"1"
"ENCUESTA IPSOS";"Cambian prioridades de adultos jóvenes para ahorro El 22% de limeños de 21 a 35 años del nivel socioeconómico B ahorrar para poner un negocio. Solo el 5% de los adultos jóvenes del segmento E posee una laptop.";" ""NA""";"NA";"gestion";"2014-06-02";"1"
"BRASIL 2014";"DirecTV crecerá 25% en clientes por Mundial Espera tener más de 300 mil suscriptores.";" ""NA""";"NA";"gestion";"2014-06-02";"1"
