"headline","subheadline","author","content","newspaper","date"
"Venta Obligatoria de Medicamentos Genéricos Ratifica Que la Salud en el País Es Más Que un Negocio","","","Cómo es posible que se tenga que obligar la venta de remedios que tienen los mismos componentes y efectos que uno de marca. Acaso porque cuestan menos hay que impedir que las personas de menos recursos puedan acceder a estas medicinas?","ojo","2019/12/02"
"Sorpresa en Medios: Destitución de Hugo Coya del IRTP","Visita de Keiko Fujimori al Penal de Mujeres","Redacción Grupo EP","Terremoto por el periodista destituido. Se speculan que la amplia cobertura de la liberación de la líder de Fuerza Popular, Keiko Fujimori, fue la causa principal del despido.","ojo","2019/12/02"
"Fiscalización Emprende Marcha Blanca Ante Falta de Medicamentos Genericos en Boticas","Ministerio de Salud aclara beneficio de medicamentos genericos.","'DIARIO',","Desde hoy empiezan a imponer multas a los negocios que incumplen con disponibilizar medicamentos básicos según listado nacional.","ojo","2019/12/02"
"Clausuran Discoteca en Centro de Lima Debido a Incumplimientos Normativos","Multas Impuestas por Invadir Carriles Bus Corredor Tacna-Garcilaso-Arequipa","","La Municipalidad de Lima clausuró las concurridas discotecas bares La Casona de Camaná y El Balconcito, ubicadas en la cuadra 9 del jirón Camaná.","ojo","2019/12/02"
"Bomba Detona Muerte y Lesiones durante Intento de Robo Bancario en La Victoria","Detenidos Expatriados Expertos en Forados Bancarios","Melissa Flores","Dos grandes de la banda ‘Los Topos de Lurigancho’ fueron capturados tras un exitoso atraco utilizando métodos similares empleados anteriormente en Bolivia.","ojo","2019/12/02"
"Laboratorio Médico Dermatológico ofrece Servicios Avanzados de Rejuvenecimiento Facial","Ofertas Promocionales Disponible Solo Pagos en Efectivo","","Lasfa Fungera presenta servicios avanzados de rejuvenecimiento facial usando tecnología láser y tratamientos bioactivos.","ojo","2019/12/02"
"Innovación Nutritiva: Beneficios de Incorporar Carnes Rojas en Dietas Equilibradas","Chef Sugiere Consumo Regular de Cerdo Graso Rico en Proteínas Vitales","","Según la Asociación de Porcicultores, incorporar carne de cerdo regularmente proporciona múltiples beneficios nutritivos tanto para adultos jóvenes como mayores.","ojo","2019/12/02"
"Materia Común","Exhibición","","Una nueva exposición titulada ‘Materia Común’ abre sus puertas en el Museo de Arte Contemporáneo, donde se muestran obras que incluyen paisajes impresos en copias fotográficas.","ojo","2019/12/02"
"Hedy Gabler","Teatro”;;‘Hedda’, adaptación moderna de la obra de Henrik Ibsen, se representa actualmente en el Teatro Británico hasta el 9 de diciembre.""","","","ojo","2019/12/02"
"Tributo a John Lennon","Concierto","","Este concierto homenajea a John Lennon, interpretándole temas emblemáticos de The Beatles. Será realizado el 7 de diciembre en el Teatro Peruano-Japonés.","ojo","2019/12/02"
"Atrapados en el Aeropuerto","Película","","Esta película cuenta historias personales de individuos atrapados en un aeropuerto tras una tormenta llamada Samantha.","ojo","2019/12/02"
"Lady Guillén","Quién Recuerdas de Ti Infancia?","Marisol Mayta","Lady Guillén comparte detalles íntimos de su infancia bajo el cuidado de su abuela Victoria, describiendo experiencias tanto tranquilas como difíciles.","ojo","2019/12/02"
"Nace Emprendimientos Navideños","Coleccionables Gratis","","Diario ofrece folletos gratuitos para animar a los lectores a crear negocios navideños caseros, proporcionando instrucciones paso a paso para realizar diversos productos festivos.","ojo","2019/12/02"
"Pablo Bengoechea","Clave Semifinal","","En palabras del entrenador uruguayo, la clave para avanzar hacia la final radica en continuar manteniendo la fortaleza mental demostrada en partidos anteriores contra Sporting Cristal.","ojo","2019/12/02"
"Aldair Fuentes","Goleador Decisivo","","Tras anotar el gol decisivo frente a Sporting Cristal, Aldair Fuentes recalca la importancia de permanecer concentrados para el siguiente juego.","ojo","2019/12/02"
"Copa Perú Ganadora","Ascensión de Llacuabamba","","Después de un emocionante partido, Deportivo Llacuabamba obtiene el título de la Copa Perú, ascendiendo a Primera División.","ojo","2019/12/02"
"Feyenoord Triunfa","Victoria Importante","","Renato Tapia participó en la victoria del Feyenoord sobre Zwolle, contribuyendo significativamente al triunfo que posiciona al club favorablemente en la liga holandesa.","ojo","2019/12/02"
"Barrcelona Superliga","Messi Resuelve Partido","","Barcelona supera al Atlético de Madrid gracias a un gol tardío de Leo Messi, consolidando su liderazgo en la liga española.","ojo","2019/12/02"
"Inter Milan Victorioso","Martinez Brillante","","Gracias a dos tantos de Lautaro Martinez, el Inter Milano asegura una posición líder temporal en la Serie A italiana.","ojo","2019/12/02"
"González Pérez","Emprende Negocio","","Claudio González Pérez relata su experiencia exitosa transformando su hobby personal en un negocio rentable, motivando a otros a perseguir sus aspiraciones empresariales.","ojo","2019/12/02"
