"headline","subheadline","author","content","newspaper","date"
"Venezuela Cambia 99 Diputados para la Oposicion.","","","Este artículo cubre cómo la oposición en Venezuela consigue una significativa ventaja parlamentaria.","publimetro","2015/12/07"
"Puede Iniciar Sesion en Esta Pagina","","","Contenido relacionado con instrucciones generales para iniciar sesión en páginas web.","publimetro","2015/12/07"
"Cambios Importantes en Politica Venezolana","","","Se describe el impacto político de obtener 99 escaños en la Asamblea Nacional por parte de la oposición venezolana.","publimetro","2015/12/07"
"Nueva Legislacion en Venezuela","","","Detalles sobre cambios legales relevantes derivados de nuevas composiciones parlamentarias.","publimetro","2015/12/07"
"Mensaje de Obama: ‘’Vamos a derrotar al terrorismo’’","","","El presidente de Estados Unidos, Barack Obama, dio ayer un mensaje a la nación en el que se refirió al terrorismo y lo “vital” que era la lucha emprendida por su gobierno en contra de esta amenaza.","publimetro","2015/12/07"
"Aceleras MUNDO 9","Francisco: Éxito Histórico de la Ultraderacha","","Elecciones Regionales. El Frente Nacional de Marine Le Pen logró cerca del 30% de los votos a nivel nacional. Lograría dominar 6 de las 13 regiones del país.","publimetro","2015/12/07"
"Papa Francisco pide máximo esfuerzo por un acuerdo efectivo","","","Papa Francisco instó ayer a los líderes mundiales participantes en la Conferencia de las Partes (COP 21), la cumbre climática que se viene realizando en París hasta este viernes 11, a hacer ’todo lo posible’ para llegar a un acuerdo efectivo.","publimetro","2015/12/07"
"Desaprobación a Santos sube hasta el 63%","","","La imagen ''desfavorable'' del presidente de Colombia, Juan Manuel Santos, pasó de estar en 42, hace cuatro meses, al 63% en noviembre, según una encuesta divulgada ayer.","publimetro","2015/12/07"
"Cristal da el primer paso a la final del campeonato","","","En partido de ida de semifinales del Playoff por el título nacional, Sporting Cristal remontó al César Vallejo y lo venció 3–1 en un copado Estadio Alberto Gallardo.","publimetro","2015/12/07"
"Federer en dobles","","","Stanislas Wawrinka (4º) confirmó su presencia en el cuadro de dobles mixtos en Roland Garros.","publimetro","2015/12/07"
"Dale duro, Cristiano Ronaldo","","","Ronaldo jugó 45 minutos antes de salir debido a molestias musculares tras haber estado ausente tres semanas por dolencias físicas.","publimetro","2015/12/07"
"Santiago Ormeño debutó en Primera División mexicana","","","Ormeño entró en el minuto 70′ en el duelo frente a Veracruz correspondiente a la décima segunda jornada del Clausura 2016.","publimetro","2015/12/07"
"N/A","N/A","N/A","Produce changes positively within your community. Gain respect.","publimetro","2015/12/07"
"TPI Scorpio | 23 October – 21 November.","","N/A","Make necessary changes for more joy. Don't allow past influences on plans. Revealed information will aid decision-making.","publimetro","2015/12/07"
"SAGITTARIUS | 22 November – 21 December.","N/A","N/A","Use energy to say something important for needed change towards achieving dreams. Initiate actions yourself.","publimetro","2015/12/07"
"CAPRICORNIO | 22 December – 20 January.","N/A","N/A","Handle anything arising along your path. Your maneuvering ability attracts positive attention and opportunities forward.","publimetro","2015/12/07"
"AQUARIO | 21 January – 18 February.","N/A","N/A","Consider what you'd like to accomplish and proceed without fear of failure limiting progress. Unique methods showcase talents.","publimetro","2015/12/07"
"PISCIS | 19 February – 20 March.","N/A","N/A","Don’t stop due to challenges. Even though support may wane, doing everything possible avoids opposition shows strength worth believing in.","publimetro","2015/12/07"
"DAILY FORECAST FOR TODAY IN LIMA AND TUMBEZ MINIMUM TEMPERATURE MAXIMUM TEMPERATURE","N/A","N/A","","publimetro","2015/12/07"
"HISTORICAL EVENTS ON THIS DAY","N/A","N/A","1978: In Philadelphia, philosopher, political dissident, and linguist Noam Chomsky was born.\n1982: First lethal injection execution occurs in Texas, USA.\n1982: Second day of Massacre at Las Dos Erres village in Guatemala during dictator Efrain Rios Montt's regime results in over 400 people tortured and killed.","publimetro","2015/12/07"
"ELECTION ANALYSIS","CAN DANIEL URRESTI JOIN THE GROUP OF MOST POPULAR CANDIDATES? ","Ricardo Vasquez Kunze, Political Analyst, Editor-in-Chief of politico.pe","It seems unlikely given his return amidst declining nationalistic candidate credibility. Frequent shifts among proposed candidates have led to skepticism about their seriousness regarding future elections. Without forming alliances, particularly with groups close to former President Alejandro Toledo’s Peru Possible party, surpassing election thresholds remains improbable. Nationalism presents chaotic proposals leading citizens away from voting for this group despite reintroducing figures like Daniel Urresti. Outsider options might compete against him, including Cesar Acuna.","publimetro","2015/12/07"
