"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"Las estadísticas dicen que acabaremos penúltimos";"Análisis de la BBC de las ocho fechas que faltan en las Eliminatorias";"NA";"LAS ESTADÍSTICAS DICEN QUE ACABAREMOS PENÚLTIMOS ANÁLISIS DE LA BBC DE LAS OCHO FECHAS QUE FALTAN EN LAS ELIMINATORIAS.";"publimetro";"2016-10-13";"1"
"Proyecto para despenalizar el aborto en agenda";"Iniciativa legislativa presentada por la bancada del Frente Amplio ingresó a trámite documentario en el Congreso. Organizaciones de mujeres respaldan la propuesta.";"NA";"En agenda proyecto para despenalizar el aborto Iniciativa legislativa presentada por la bancada del Frente Amplio ingresó a trámite documentario en el Congreso. Organizaciones de mujeres respaldan la propuesta.";"publimetro";"2016-10-13";"1"
"'Timochenko' dispuesto a correcciones";"Líder de las FARC responde al triunfo del ‘No’ sobre acuerdo de paz en Colombia.";"NA";"‘Timochenko’ dispuesto a correcciones Líder de las FARC responde al triunfo del ‘No’ sobre acuerdo de paz en Colombia.";"publimetro";"2016-10-13";"1"
"Inei prepara el Censo Nacional 2017";"Funcionarios debidamente identificados verifican número de personas por hogar.";"NA";"INEI prepara el Censo Nacional 2017 Funcionarios debidamente identificados verifican número de personas por hogar.";"publimetro";"2016-10-13";"1"
"El tiempo con tus hijos es lo más valioso";"Jennifer Garner protagoniza junto a Kevin Spacey Mi papá es un gato, comedia sobre la paternidad que hoy se estrena en Lima.";"NA";"“El tiempo con tus hijos es lo más valioso” Jennifer Garner protagoniza junto a Kevin Spacey Mi papá es un gato, comedia sobre la paternidad que hoy se estrena en Lima.";"publimetro";"2016-10-13";"1"
"Las estadísticas dicen que acabaremos penúltimos";"Análisis de la BBC de las ocho fechas que faltan en las Eliminatorias";"NA";"LAS ESTADÍSTICAS DICEN QUE ACABAREMOS PENÚLTIMOS ANÁLISIS DE LA BBC DE LAS OCHO FECHAS QUE FALTAN EN LAS ELIMINATORIAS.";"publimetro";"2016-10-13";"1"
"Proyecto para despenalizar el aborto en agenda";"Iniciativa legislativa presentada por la bancada del Frente Amplio ingresó a trámite documentario en el Congreso. Organizaciones de mujeres respaldan la propuesta.";"NA";"En agenda proyecto para despenalizar el aborto Iniciativa legislativa presentada por la bancada del Frente Amplio ingresó a trámite documentario en el Congreso. Organizaciones de mujeres respaldan la propuesta.";"publimetro";"2016-10-13";"1"
"'Timochenko' dispuesto a correcciones";"Líder de las FARC responde al triunfo del ‘No’ sobre acuerdo de paz en Colombia.";"NA";"‘Timochenko’ dispuesto a correcciones Líder de las FARC responde al triunfo del ‘No’ sobre acuerdo de paz en Colombia.";"publimetro";"2016-10-13";"1"
"Inei prepara el Censo Nacional 2017";"Funcionarios debidamente identificados verifican número de personas por hogar.";"NA";"INEI prepara el Censo Nacional 2017 Funcionarios debidamente identificados verifican número de personas por hogar.";"publimetro";"2016-10-13";"1"
"El tiempo con tus hijos es lo más valioso";"Jennifer Garner protagoniza junto a Kevin Spacey Mi papá es un gato, comedia sobre la paternidad que hoy se estrena en Lima.";"NA";"“El tiempo con tus hijos es lo más valioso” Jennifer Garner protagoniza junto a Kevin Spacey Mi papá es un gato, comedia sobre la paternidad que hoy se estrena en Lima.";"publimetro";"2016-10-13";"1"
