"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"Protests Shake Nicolás Maduro's Government";"NA";"NA";"Thousands take to the streets due to shortages of chicken, milk, flour, and toilet paper. Dozens of students are injured and detained.";"trome";"2015-02-13";"1"
"Nicolás Maduro Denies Sending Prosecutor to Sheyla’s Apartment";"NA";"NA";"Nicolás Maduro denies sending a prosecutor to Sheyla's apartment.";"trome";"2015-02-13";"1"
"My Child Is Not Abandoned";"NA";"PAVÓN";"Pavón states that her child is not abandoned.";"trome";"2015-02-13";"1"
"Lovers' Day Comes with 'Yapa'";"NA";"NA";"Special offers for Lovers' Day include 'yapa'.";"trome";"2015-02-13";"1"
"Launch of ‘Calzoncillos Guty’";"NA";"NA";"The launch of the product ‘Calzoncillos Guty’. ";"trome";"2015-02-13";"1"
"Sicarios on Motorcycle Kill Two Victims";"NA";"NA";"Two victims are killed by hitmen on a motorcycle, allegedly over land disputes in San Juan de Lurigancho.";"trome";"2015-02-13";"1"
"Protests Shake Nicolás Maduro's Government";"NA";"NA";"Thousands take to the streets due to shortages of chicken, milk, flour, and toilet paper. Dozens of students are injured and detained.";"trome";"2015-02-13";"1"
"Nicolás Maduro Denies Sending Prosecutor to Sheyla’s Apartment";"NA";"NA";"Nicolás Maduro denies sending a prosecutor to Sheyla's apartment.";"trome";"2015-02-13";"1"
"My Child Is Not Abandoned";"NA";"PAVÓN";"Pavón states that her child is not abandoned.";"trome";"2015-02-13";"1"
"Lovers' Day Comes with 'Yapa'";"NA";"NA";"Special offers for Lovers' Day include 'yapa'.";"trome";"2015-02-13";"1"
"Launch of ‘Calzoncillos Guty’";"NA";"NA";"The launch of the product ‘Calzoncillos Guty’. ";"trome";"2015-02-13";"1"
"Sicarios on Motorcycle Kill Two Victims";"NA";"NA";"Two victims are killed by hitmen on a motorcycle, allegedly over land disputes in San Juan de Lurigancho.";"trome";"2015-02-13";"1"
