"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"En agenda proyecto para despenalizar el aborto";"Iniciativa legislativa presentada por la bancada del Frente Amplio ingresó a trámite documentario en el Congreso. Será revisada en comisiones. Organizaciones de mujeres respaldan la propuesta.";"NA";"En casos de violación, inseminación no consentida o malformación congénita.";"publimetro";"2016-10-13";"1"
"'Timochenko' dispuesto a correcciones";"Líder de las FARC responde al triunfo del ‘No’ sobre acuerdo de paz en Colombia.";"NA";"NA";"publimetro";"2016-10-13";"1"
"INEI prepara el Censo Nacional 2017";"Funcionarios debidamente identificados verifican número de personas por hogar.";"NA";"NA";"publimetro";"2016-10-13";"1"
"¡Aló! Te tengo una buena noticia";"Operadoras de telefonía sacan planes especiales para discapacitados.";"NA";"NA";"publimetro";"2016-10-13";"1"
"“El tiempo con tus hijos es lo más valioso”";"Jennifer Garner protagoniza junto a Kevin Spacey Mi papá es un gato, comedia sobre la paternidad que hoy se estrena en Lima.";"NA";"NA";"publimetro";"2016-10-13";"1"
"headline";"subheadline";"author";"content  ";"publimetro";"2016-10-13";"1"
"En agenda proyecto para despenalizar el aborto";"Iniciativa legislativa presentada por la bancada del Frente Amplio ingresó a trámite documentario en el Congreso. Será revisada en comisiones. Organizaciones de mujeres respaldan la propuesta.";"NA";"En casos de violación, inseminación no consentida o malformación congénita.";"publimetro";"2016-10-13";"1"
"'Timochenko' dispuesto a correcciones";"Líder de las FARC responde al triunfo del ‘No’ sobre acuerdo de paz en Colombia.";"NA";"NA";"publimetro";"2016-10-13";"1"
"INEI prepara el Censo Nacional 2017";"Funcionarios debidamente identificados verifican número de personas por hogar.";"NA";"NA";"publimetro";"2016-10-13";"1"
"¡Aló! Te tengo una buena noticia";"Operadoras de telefonía sacan planes especiales para discapacitados.";"NA";"NA";"publimetro";"2016-10-13";"1"
"“El tiempo con tus hijos es lo más valioso”";"Jennifer Garner protagoniza junto a Kevin Spacey Mi papá es un gato, comedia sobre la paternidad que hoy se estrena en Lima.";"NA";"NA";"publimetro";"2016-10-13";"1"
