"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"El loco del martillo";"NA";"La Seño María";"Hoy en día, uno pensaría que...";"trome";"2021-03-02";"2"
"Contento por fin de cuarentena";"Habla Trome";"Ismael Lazo, Vecino de San Luis";"Estoy feliz porque el levantamiento de la cuarentena me ha permitido volver a ver a mis amigos y disfrutar de las pequeñas cosas de la vida que tanto extrañaba. Aunque todavía hay restricciones, es un alivio poder salir y respirar aire fresco sin miedo.";"trome";"2021-03-02";"2"
"Indignado rescate de periférico por pandilleros";"NA";"Redacción Trome";"La situación en Lima se ha vuelto insostenible. Ayer tuvimos que cubrir el increíble levantamiento de la cuarentena, pero lo que más nos escandalizó fue el rescate de un periférico por parte de una banda de pandilleros. Este tipo de crimen no puede seguir ocurriendo sin consecuencias.";"trome";"2021-03-02";"2"
"Exclusivo: El misterio del 'Loco del Martillo'";"NA";"Redacción Trome";"Ayer, en la clínica La Flora, se llevó a cabo una autopsia para determinar las causas de la muerte de un hombre que fue encontrado con múltiples martillazos. Este caso ha generado gran interés debido a su naturaleza inexplicable y al misterio que rodea al 'Loco del Martillo', quien es conocido por sus actos violentos sin razón aparente.";"trome";"2021-03-02";"2"
"La trágica historia de Alexandra Brenos";"NA";"Redacción Trome";"Alexandra Brenos, una joven prometedora, fue atacada brutalmente en su hogar. Su mejor amigo, Sebastián Breña, nos cuenta cómo la vida de ella cambió drásticamente después del ataque. A pesar de los esfuerzos médicos, Alexandra no pudo recuperarse y falleció, dejando un vacío imposible de llenar.";"trome";"2021-03-02";"2"
"La voz de los afectados por el crimen";"NA";"Redacción Trome";"En una entrevista exclusiva, familiares y amigos del 'Loco del Martillo' hablan sobre su vida antes de convertirse en la leyenda urbana que es hoy. Aunque muchos lo conocen solo por sus actos violentos, aquellos cercanos a él aseguran que era un hombre completamente diferente.";"trome";"2021-03-02";"2"
"La pandemia y el crimen organizado";"NA";"Redacción Trome";"Durante la cuarentena, se ha visto un aumento en las actividades delictivas. Grupos de hampones han aprovechado la situación para expandir sus operaciones, lo que ha generado preocupación entre las autoridades y la población. Es crucial que se investiguen estos casos a fondo para garantizar la seguridad ciudadana.";"trome";"2021-03-02";"2"
"El legado de un periodista legendario";"NA";"Redacción Trome";"Julio César Renzo, conocido como el 'Sonambulo Gar', fue uno de los periodistas más influyentes en el ámbito policial. Su dedicación y valentía le ganaron el respeto de colegas y lectores por igual. Aunque ya no está entre nosotros, su legado sigue vivo a través de sus historias y reportajes.";"trome";"2021-03-02";"2"
"La lucha contra la drogadicción";"NA";"Redacción Trome";"En una entrevista exclusiva, toxicólogos del sector salud discuten sobre el aumento en el consumo de drogas durante la pandemia. Según ellos, es crucial implementar programas de prevención y rehabilitación para combatir este problema que afecta a miles de jóvenes cada año.";"trome";"2021-03-02";"2"
"El caso sin resolver de la joven asesinada";"NA";"Redacción Trome";"A pesar de los avances en la investigación, el caso de la joven asesinada sigue sin resolverse. La comunidad exige justicia y que se tomen medidas para prevenir futuros crímenes. Las autoridades han prometido esclarecer este caso lo antes posible.";"trome";"2021-03-02";"2"
"La cuarentena: un año después";"NA";"Redacción Trome";"Un año ha pasado desde el inicio de la cuarentena estricta en Perú. Aunque muchos esperaban que todo volviera a la normalidad, la realidad es que aún enfrentamos desafíos significativos. Sin embargo, también hemos aprendido valiosas lecciones sobre resiliencia y solidaridad.";"trome";"2021-03-02";"2"
"El rescate de un periférico: una operación fallida";"NA";"Redacción Trome";"La operación para rescatar a un joven secuestrado por pandilleros terminó en tragedia. A pesar del esfuerzo de las fuerzas del orden, el joven no sobrevivió al intento de rescate. Este caso ha generado indignación y pide una revisión de las estrategias de seguridad.";"trome";"2021-03-02";"2"
"La historia detrás del 'Loco del Martillo'";"NA";"Redacción Trome";"A través de entrevistas con conocidos y familiares, se revela la vida antes de que el 'Loco del Martillo' comenzara sus actos violentos. Su transformación es un misterio que aún no ha sido completamente entendido.";"trome";"2021-03-02";"2"
"La voz de los sobrevivientes";"NA";"Redacción Trome";"Personas afectadas por crímenes durante la pandemia comparten sus historias y cómo han logrado superar el trauma. Su valentía es un recordatorio de que, a pesar de las circunstancias adversas, siempre hay esperanza.";"trome";"2021-03-02";"2"
"El impacto del crimen en la sociedad";"NA";"Redacción Trome";"Analistas discuten sobre cómo el aumento del crimen durante la pandemia ha afectado a la sociedad peruana. La falta de oportunidades y el desempleo son factores que contribuyen al problema, lo que requiere una respuesta integral por parte del gobierno.";"trome";"2021-03-02";"2"
"El legado de un héroe olvidado";"NA";"Redacción Trome";"Julio César Renzo, conocido como 'Sonambulo Gar', fue un periodista legendario cuya valentía y dedicación al periodismo policial lo convirtieron en una figura icónica. Su legado sigue inspirando a nuevas generaciones de periodistas.";"trome";"2021-03-02";"2"
"La lucha contra la drogadicción";"NA";"Redacción Trome";"En una entrevista exclusiva, toxicólogos del sector salud discuten sobre el aumento en el consumo de drogas durante la pandemia. Según ellos, es crucial implementar programas de prevención y rehabilitación para combatir este problema que afecta a miles de jóvenes cada año.";"trome";"2021-03-02";"2"
"El caso sin resolver de la joven asesinada";"NA";"Redacción Trome";"A pesar de los avances en la investigación, el caso de la joven asesinada sigue sin resolverse. La comunidad exige justicia y que se tomen medidas para prevenir futuros crímenes. Las autoridades han prometido esclarecer este caso lo antes posible.";"trome";"2021-03-02";"2"
"La cuarentena: un año después";"NA";"Redacción Trome";"Un año ha pasado desde el inicio de la cuarentena estricta en Perú. Aunque muchos esperaban que todo volviera a la normalidad, la realidad es que aún enfrentamos desafíos significativos. Sin embargo, también hemos aprendido valiosas lecciones sobre resiliencia y solidaridad.";"trome";"2021-03-02";"2"
