"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"El Gobierno autorizó la compra de 24 aviones de combate";"NA";"NA";"El Gobierno autorizó la compra de 24 aviones de combate Mirage 2000 a Francia por un monto de 8.000 millones de dólares. La operación se realizó a través de la empresa estatal Corporación Argentina de Aeronáutica (Fadea) y se financiará con créditos internacionales. La compra de los aviones tiene como objetivo modernizar la flota aérea de combate de las Fuerzas Armadas y fortalecer la defensa nacional.";"trome";"2021-03-02";"2"
"El dólar blue toca un máximo histórico";"La cotización alcanza los $350";"NA";"El dólar blue alcanzó hoy un nuevo máximo histórico en el mercado informal, cotizando a $350. La subida se debe a la incertidumbre económica y política que vive el país, así como a la alta demanda de divisas por parte de empresas y particulares. Los analistas advierten que esta tendencia podría continuar en los próximos días.";"trome";"2021-03-02";"2"
"La inflación sigue descontrolada";"El índice de precios al consumidor aumentó 8% en un mes";"NA";"La inflación en Argentina sigue siendo un problema grave, con un aumento del 8% en el índice de precios al consumidor en el último mes. Esto significa que los precios de los alimentos, los servicios y otros bienes y productos han aumentado significativamente, lo que afecta el poder adquisitivo de los ciudadanos. El Gobierno ha anunciado medidas para controlar la inflación, pero hasta ahora no han tenido un impacto significativo.";"trome";"2021-03-02";"2"
"El Gobierno anunció un nuevo plan de ahorro";"NA";"NA";"El Gobierno anunció hoy un nuevo plan de ahorro para incentivar a los ciudadanos a ahorrar en pesos. El plan consiste en la creación de un fondo de ahorro con una tasa de interés del 5% anual. El objetivo del plan es fortalecer el peso y reducir la demanda de dólares.";"trome";"2021-03-02";"2"
"El dólar oficial supera los $200";"NA";"NA";"El dólar oficial superó hoy la barrera de los $200 en el mercado cambiario. Esta subida se debe a la devaluación del peso y a la alta demanda de dólares por parte de empresas y particulares. El Gobierno ha anunciado medidas para controlar la subida del dólar, pero hasta ahora no han tenido un impacto significativo.";"trome";"2021-03-02";"2"
"El Gobierno anunció un aumento en las tarifas de los servicios públicos";"NA";"NA";"El Gobierno anunció hoy un aumento en las tarifas de los servicios públicos, como la electricidad, el gas y el agua. El aumento se justifica por la necesidad de cubrir los costos de producción y de mantener la calidad de los servicios. La medida ha generado críticas por parte de la oposición y de los usuarios.";"trome";"2021-03-02";"2"
"El Gobierno anunció un nuevo programa de asistencia social";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de asistencia social para ayudar a las familias más vulnerables. El programa consiste en la entrega de alimentos, ropa y otros bienes de primera necesidad. El objetivo del programa es reducir la pobreza y la desigualdad.";"trome";"2021-03-02";"2"
"El Gobierno anunció un nuevo plan de obras públicas";"NA";"NA";"El Gobierno anunció hoy un nuevo plan de obras públicas para mejorar la infraestructura del país. El plan incluye la construcción de carreteras, puentes, escuelas y hospitales. El objetivo del plan es generar empleo y mejorar la calidad de vida de los ciudadanos.";"trome";"2021-03-02";"2"
"El Gobierno anunció un nuevo acuerdo con el Fondo Monetario Internacional";"NA";"NA";"El Gobierno anunció hoy un nuevo acuerdo con el Fondo Monetario Internacional para reestructurar la deuda externa del país. El acuerdo incluye la entrega de créditos por un monto de 4.000 millones de dólares. El objetivo del acuerdo es estabilizar la economía y evitar una crisis financiera.";"trome";"2021-03-02";"2"
"El Gobierno anunció un nuevo programa de incentivos para la inversión extranjera";"NA";"NA";"El Gobierno anunció hoy un nuevo programa de incentivos para la inversión extranjera. El programa incluye la reducción de impuestos, la simplificación de trámites y la protección de la inversión. El objetivo del programa es atraer capitales extranjeros y generar empleo.";"trome";"2021-03-02";"2"
"El Gobierno autorizó la compra de 24 aviones de combate Mirage 2000 a Francia por un monto de 8.000 millones de dólares";"NA";"NA";"El Gobierno autorizó la compra de 24 aviones de combate Mirage 2000 a Francia por un monto de 8.000 millones de dólares. La operación se realizó a través de la empresa estatal Corporación Argentina de Aeronáutica (Fadea) y se financiará con créditos internacionales. La compra de los aviones tiene como objetivo modernizar la flota aérea de combate de las Fuerzas Armadas y fortalecer la defensa nacional.";"trome";"2021-03-02";"2"
"El dólar blue toca un máximo histórico";"La cotización alcanza los $350";"NA";"El dólar blue alcanzó hoy un nuevo máximo histórico en el mercado informal, cotizando a $350. La subida se debe a la incertidumbre económica y política que vive el país, así como a la alta demanda de divisas por parte de empresas y particulares. Los analistas advierten que esta tendencia podría continuar en los próximos días.";"trome";"2021-03-02";"2"
"La inflación sigue descontrolada";"El índice de precios al consumidor aumentó 8% en un mes";"NA";"La inflación en Argentina sigue siendo un problema grave, con un aumento del 8% en el índice de precios al consumidor en el último mes. Esto significa que los precios de los alimentos, los servicios y otros bienes y productos han aumentado significativamente, lo que afecta el poder adquisitivo de los ciudadanos. El Gobierno ha anunciado medidas para controlar la inflación, pero hasta ahora no han tenido un impacto significativo.";"trome";"2021-03-02";"2"
