"headline","subheadline","author","content","newspaper","date"
"Carmen le tapó la boca a garota Geni y derramó petróleo","NA","NA","NA","trome","2014/01/01"
"PUMA FELIZ CON SU ESPOSA","NA","NA","NA","trome","2014/01/01"
"Se fue abajo en puente y derramó petróleo","NA","NA","NA","trome","2014/01/01"
"CISTERNACAE AL RIO Y MUERE CHOFER","NA","NA","NA","trome","2014/01/01"
"Las noticias más impactantes","NA","NA","NA","trome","2014/01/01"
"TROME REGALA MINIVANS NUEVECITAS","NA","NA","NA","trome","2014/01/01"
"PELOTEROS ARMARON TONAZO PARA QUEMAR ANO VIEJO, HICIERON EL TRENCITO Y AGARRADITA DE CINTURA","NA","NA","NA","trome","2014/01/01"
"MIÉRCOLES 1 DE ENERO DEL 2014 S/. 0.50 VIA AEREA","NA","NA","NA","trome","2014/01/01"
"Inscribe tu número de la Suerte al 710-0260","NA","NA","NA","trome","2014/01/01"
"PELOTEROS ARMARON TONAZO PARA QUEMAR ANO VIEJO, HICIERON EL TRENCITO Y AGARRADITA DE CINTURA","NA","NA","NA","trome","2014/01/01"
"Miles acamparon en playas del sur y la Costa Verde para recibir el 2014 con buenas vibras","NA","NA","NA","trome","2014/01/01"
