"headline","subheadline","author","content","newspaper","date"
"Retomando el Tema del Día","","gmazzegrupocpensape","DIARIO CORREO.PE LIMA/Miercoles 15 de Agosto/2018\nCORREO 2> ‘LOS CUÉLLOS BLANCOS DEL PUERTO’\nPágina principal dedicada a explicar cómo los Cuéllos Blancos del Puerto poseen un extenso historial delictivo.\nSegún información proporcionada por la fiscal especializada en crimen organizado Rocío Sánchez Saavedra, seis de los trece individuos identificados están sujetos a sesenta y siete investigaciones dentro del Ministerio Público por distintos tipos de delitos.","correo","2018/08/15"
"Tema Central: Red Criminal”;“Historial Extenso”; “gmazzegrupocpensape”; De acuerdo con el expediente judicial preparado por la fiscal Rocío Sánchez Saavedra, destaca el perfil del empresario conocido como Bisagra, quien cuenta con trece procedimientos iniciados por diferentes infracciones criminales tales como usurpación, daño grave, apropiación fraudulenta, etc. Otro notable es José Luis Cavassa Castillo, alias ’Pepe Lucho’, quien enfrenta cargos por múltiples delitos incluido lavado de activos y conspiración.”","","","","correo","2018/08/15"
"Municipality requests emergency declaration for La Victoria due to crime increase","Regidor's request following rise in crimes including hitmen activities","DIARIO CORREO.PE","Regidores de la municipalidad de La Victoria solicitaron formalmente al Gobierno que declare en emergencia el distrito, dado el incremento de delitos como el sicariato, perpetrado por bandas criminales.","correo","2018/08/15"
"Festival promotes breastfeeding benefits","Event organized by League of Mothers Peru on Saturday","DIARIO CORREO.PE","Millones de mujeres podrán conocer los beneficios de la lactancia materna en la ‘Fiesta de la Lactancia’, que la Liga de la Leche Perú realiza este sábado de 8:30 a.m. a 2 p.m. en la Casa de la Cultura de la Municipalidad de Miraflores.","correo","2018/08/15"
"Police reveal driving license cancellations","Over 15 thousand licenses revoked for severe infractions","JORGE VILLACORTA","El secretario nacional de la organización de Peruanos Por el Kambio (PPK), Jorge Villacorta, admite que dentro del partido oficialista hay malestar por la actitud del congresista Salvador Heresi y los calificativos que lanzó contra el expresidente Pedro Pablo Kuczynski.","correo","2018/08/15"
"Nueva plataforma de gestión de inocuidad para restauranteros","NA","NA","De los fondos del Programa INNOVATE PERÚ del Ministerio de la Producción, poniendo al alcance de restaurantes, catering y afines un sistema de gestión de la inocuidad diseñado específicamente para este tipo de organizaciones denominado –Menu–Safe que – fue implementado por Key Management Resources.","correo","2018/08/15"
"TERRORISMO EN CANETE: Secuestro fallido de candidata a Miss Canete","Tres sujetos desconocidos retuvieron a Katherine Villar (20) y Mariela Rodríguez (19)","CORREO | REDACCIÓN","Katherine Villar Corcuera (20), candidata a Miss San Vicente 2018, sufrió momentos de terror tras ser secuestrada mientras viajaba en un colectivo de transporte público en Cañete. Logró escapar lanzándose del vehículo en marcha. Su acompañante, Mariela Rodríguez, fue posteriormente rescatada.","correo","2018/08/15"
"AÑOS DEL TERRITORIALISMOS EN AYACUCHO: Regreso de restos de víctimas de la época violenta","Entregan restos de víctimas de terrorismo en Ayacucho","DIARIO CORREO.PE","El Ministerio de Justicia y Derechos Humanos entregó 14 restos óseos correspondientes a víctimas de la violencia provocada por el terrorismo entre los años 1980 y 2000. Estos restos pertenecen a pobladores de Gallo, Huamanga y Vilcashuamán, quienes fueron asesinados y enterrados en fosas comunes.","correo","2018/08/15"
"PISCO DESTRUCCION POR OLÉAGES: """," NA""","DIARIO CORREO.PE","Gran parte de la estructura de la obra ‘Borde Costero de Pisco Play’ fue destruida a consecuencia de los fuertes oleajes. Este proyecto fue ejecutado tras el terremoto del 15 de agosto de 2007 en Pisco y fue inaugurado durante el gobierno de Ollanta Humala en marzo del 2014.","correo","2018/08/15"
"CUSCO OFERTA SKIBIKE PARA ADVENTURE TOURISTS","Una nueva opción de deporte extremo en Cerro Niño Rocío","CORREO/PERÚ 360","En Cerro Niño Rocío, situado a 3380 metros sobre el nivel del mar y cercano a la Ciudad del Cusco, se ofrece skybike, una modalidad de deporte extrema que utiliza cables suspendidos a 90 metros del suelo para navegar un cañón.","correo","2018/08/15"
"Migración Venezolana Superando Antecedentes Históricos","Un máximo histórico de 5100 venezolanos cruzaron la frontera norte","DIARIO CORREO.PE","Este último sábado, nuestra nación experimentó la entrada máxima de ciudadanos venezolanos por la frontera norte desde el inicio de la migración, sumando 5100 personas, marcando un hito significativamente elevado comparado con registros previos.","correo","2018/08/15"
