"headline","content","newspaper","date"
"LAS INTENCIONES NO CONSCIENTES EXISTEN, PERO...","PERO FINALMENTE TODO ES CRÍTICABLE Y TODO CUESTIÓN.  Artefactos Electrikenicos.  A mí me gusta ko te podría decir el cómo porque qué me gusta azarraca güénda 1300 | porque vendió más millones de dólares, televisores,  (+++) Sudokus o miés y Pagcom.  Instrucciones: Complete cada tablero, subdividido en nueve cuadrantes, dispuestos en de nueve filas verticales y horizontales, llenando los casilleros vacíos números del 1 al 9, de modo que no se repita ninguna cifra en ninguna fila vertical ni horizontal, ni en cada cuadrante.","correo","03/12/2014"
"ANTEOJADIZAS DEDUCCIONES QUE SUPONGAN CALCULOS INEXISTENTES. INTERPRETACIONES SOCIOCULTURALES BUSCAN LEÑA PARA ENCENDER EL FOGÓN.","Al pueblo 515 Social. mimamá mamá Que provoca 65 Sueño,","correo","03/12/2014"
"EL HORÓSCOPO"," Públicado por Roxana Demartini www.roxanademartini.es.tl ROX DEMARTINI  **O ARIES (1 MAR 2020-21 APR)**  Tu sensibilidad y romanticismo ayudarán a crear un ambiente especial que utilizarás para conquistar y seducir a una persona.  **TAURO (21 ABRI-21 MAYO) ** Te asaltan dudas sobre los comportamientos de alguien cercano, pero solo se deben a que no lo conoces demasiado.  **GÉMINIS (24 MAY-30 JUN) ** A menudo sucede que los proyectos se frustran o limitan en su expresión integral, sin producir los beneficios que se esperaba de ellos.  **CÁNCER (21 JUN-22 JUL) ** No deberíamos hipercriticas. Este personaje no es un tratado de humanidad y buenas costumbres. Se observan mejores importancias en la relación de pareja, en la que había habido cierto alejamiento y tal vez no se haya mostrado el interés necesario.  **LEO (23 JUL-22 AGO) ** Las inhibiciones le afectan en forma de debilidad nerviosa o condición general delicada, obligándolo a combatir las adversas realidades.  **VIRGO (23 AGO-23 SEP) ** Actúan influencias de naturaleza tan diversas que cualquiera unión en su acción parece maligna desde el punto de vista de la felicidad en las relaciones.  **LIBRA (24 SET-23 OCT) ** La posición es generalmente buena pero no totalmente confiable, exigiendo que tengas cautela y no te dejes influenciar por ofrecimientos que halagan tu ego.  **ESCORPIO (24 OCT-22 NOV) ** Su principal resultado será volverse más dinámico y aguzará su apetito intelectual. Maduración en la actitud hacia las relaciones.  **CAPRICORNIO (21 DIC-20 ENE) ** Con el aumento de energía podrá dar de sí mismo lo mejor de su personalidad y aceptar de buen grado algunos cambios ciertamente importantes.  **ACUARIO (21 ENE-18 FEB) ** Los asuntos no se presentan nada fácil, pero disponiendo de los recursos necesarios saldrá victorioso en estas cuestiones.  **PISCIS (21 FEB-20 MAR) ** Palabras insistentes influyen para promover la habilidad para evitar preocupaciones, siempre que se encuentra respaldado por factores externos.","correo","03/12/2014"
"AUDACES (HOMBRE)","(INGLES) Gustar venir al lugar purus-manu afluentes minúsculos del rio Orificio nasal equino.","correo","03/12/2014"
"CORRESPONSAL EN BRUSELAS","Insólito musical moribunda genérico Schubert Para la paz mundial, advierte Venus)","correo","03/12/2014"
"Desde el 2015 Ampliarán atención en salud mental","Ampliarán atención en salud mental  Desde el 5 de enero el Instituto Nacional de Salud Mental Honorio Delgado-Hideyo Noguchi apoyará directamente a 15 centros de salud para que puedan atender los problemas mentales que aquejan a la población.  Directora del Hospital Noguchi pide una política integral para prevenir, tratar y curar enfermedades mentales  De qué manera enfermedades como la ansiedad o depresión afectan al país?  Más allá de quienes las padecen, los daños apuntan contra la calidad de vida y el capital humano necesarios para el desarrollo del Perú. Así lo sostiene el Dr. Walter Castillo Martell, Director del Instituto Nacional de Salud Mental Honorio Delgado-Hideyo Noguchi.  ¿Qué problemas mentales padecemos los peruanos?  La mayoría son de tipo emocional como la depresión, la ansiedad y la fobia social. Sin embargo, además de perjudicar al paciente, las enfermedades mentales están relacionadas al desarrollo del Perú.  ¿Cómo impactan estos problemas?  Nosotros somos un país en movimiento. Si uno está sin ganas (deprimido) o tiene miedo de relacionarse (fobia social) no puede ser emprendedor. Se le caerá cualquier negocio. Entonces, la salud mental es capital humano y social, es un medio para el desarrollo del Perú.  ¿Qué medidas proponen tomar?  Se necesita una política integral orientada a prevenir, tratar y curar los problemas de salud mental. Primero, establecer una amplia red de atención ya que actualmente contamos solamente con 700 psiquiatras mientras que se requieren más de 2500.  Además, ¿qué estrategias preventivas recomienda implementar?  Es crucial estar alerta dentro del ámbito familiar a señales tales como cambios de humor persistentes durante semanas. Igualmente importante es transformar escuelas en ambientes reparadores donde se pueda detectar precozmente condiciones como la depresión entre jóvenes causados por diversos motivos. Abordarlo pronto mejora significativamente resultados.  Finalmente, ¿quiénes tienen responsabilidades compartidas en esta causa?  Todos estamos involucrados: gobierno, corporativos, instituciones educativas y toda la comunidad civil. Debemos reconocer que una enfermedad mental repercute no sólo en quien la experimenta, también sus familias sufren consecuentemente. Cuando surgen complicaciones severas, resulta difícil manejarlas adecuadamente en casa, derivando así pacientes a instalaciones deficientes.","correo","03/12/2014"
"Logro. Recupera Terrenos de 24 Mil Ha en Tumbes","Fiscal da golpe a red Orell. Tambiún 16 predios en ej Callao, La Molina y Surco o FOTO: CARLOS MICHILOT ...  Recuperadas por la fiscal superaprovincial Marita Barreto de las garras de la organización criminal liderada por el empresario Rodolfo Orellana... Una resolución expedida por el juez Ricardo Manrique Laura, doctor del Tercer Juzgado de administración preparatoria, declaró fundado el pedido de incautación cautelar, inscripción registrarl e inhibición de bienes inmuebles....","correo","03/12/2014"
"Plana González y Mazuela 10 AAC O","CEUPS DE LA FACULTAD DE MEDICINA L MAYOR DE SAN MARC: UNIVERSIDAD NACIONALE! 2.0, NO 31 01M-7913 Miércoles 3 de Diciembre de 2014 LIMA EN LIMA. ADELANTA FLAMEANTE ALCALDE LUIS CASTAÑEDA LOSSIO Inversión privada contra inseguridad Affirma que buscara solucionar la congestion vehicular Enrique Rodríguez E. enrodriguez2’grupoespena.pe l flamante alcalde de Lima,...","correo","03/12/2014"
"Ciudad","POR AUSENTISMO Suspenden sesión de consejo RECREO. A tres semanas de que se inicien las fiestas navideñas y a un mes para terminar la actual gestión municipal, ... ","correo","03/12/2014"
"Caos Vehicular en Lima","... grandes tramos de trocha, profundas cavidades y hasta tierras desmoronadas son solo algunos de los obstáculos que miles de conductores deben sortear mientras transitan de norte a sur en la Costa Verde, en el trayecto hacia Barranco ...","correo","03/12/2014"
