"headline","content","newspaper","date"
"Atoché fichó en Alianza Lima por dos años","Josimar Atoche seguirá en Alianza Lima. El volante renovó su contrato con el club íntimo por dos años más.  Contento por quedarme en Alianza Lima. Sé que el fútbol siempre te da revancha y espero que en el 2015 podamos alzarnos con el título, dijo Atoche muy entusiastado, de jugarán el segundo po. Para clasificar, tendrá que meter tres goles más.  «Han venido a visitarme mis compañeros y hablando con uno de ellos le dije que esa fuerza que Dios me ha dado para sobrevivir, y ellos la plasma en el campo mañana (hoy); no por mí, sino por el equipo, la ciudad y la gloria, porque la gloria es de Dios y él me ha dado una oportunidad más», concluyó el futbolista.","correo","11/12/2014"
"Conversación entre periodistas deportivos","¿Cómo ves tú esta situación? Pues yo estoy convencida de que va a pasar esto... ¡Qué bueno!, exclamó otro colega mientras tomaban café juntos después de revisar todas las estadísticas disponibles hasta el último minuto.","correo","11/12/2014"
"Ronaldinho presenta nueva línea de zapatos","La marca presentará oficialmente su nuevo modelo inspirado en grandes jugadores históricos. Entre otros detalles interesantes, Ronaldinho comentó durante la conferencia:  Este diseño rinde homenaje tanto a Pelé como a Messi, combinándolo con elementos modernos. Además, mencionó algunos aspectos técnicos innovadores incorporados en estos nuevos calzados destinados principalmente a jóvenes talentosos buscando elevar su juego al siguiente nivel.","correo","11/12/2014"
"Bernardo Sambra expone ‘Frágil’","Debe: ¿Cambiar nuestra relación con los océanos?  Su objetivo es difundir, educar y crear conciencia sobre la belleza y fragilidad del mar.  ¿Qué cambio hubo en ti desde que viste aquella foto?, pregunta alguien curioso ante tantas imágenes cautivadoras mostradas aquí. Me transformó completamente, responde Bernardo emocionalmente, recordando cómo aquel encuentro inicial bajo el agua marcó toda su carrera posterior dedicada a preservar esos mundos tan desconocidos para muchos.  Todo comenzó tras enfrentar retos personales significativos..., continúa explicando mientras señala algunas piezas clave dentro de la galería donde también participan otras voces importantes comprometidas igualmente con causas ambientales urgentes.","correo","11/12/2014"
"JUSTICIA PARA UN CRÍMEN PERFECTO","Para que un grupo mafioso funcione, sus integrantes deben tener un pacto de no delatarse entre sí, un pacto para callar. Si no hay complicidad, el Presidente y su esposa deberían aclararlo todo, dejar que Belaunde corra su propia suerte y que la Policía y la justicia hagan bien su trabajo.  Lo cierto es que no existe crimen perfecto y un mentiroso siempre necesita otra mentira para cubrir la primera, lo que envuelve a los mentirosos y a sus cómplices en un círculo vicioso que puede acabar con todos los que se beneficiaron irregularmente del poder político. Veremos qué pasa.","correo","11/12/2014"
"LOS QUE AMENAZAN AL PATRIMONIO NATURAL","Quieren hacer bulla, aparecer intrépidos, llamar la atención y que las cámaras los graben para así cobrar más plata para sus campañas, los de Greenpeace y similares lo pueden hacer, pero sin atentar contra lo que se debe conservar más allá de cualquier postura u objetivo que se persiga.  Es por eso que se debe aplicar todo el peso de la ley a estos grupos. Hasta aquí estamos de acuerdo. Sin embargo, así como los peruanos, empezando por el Ministerio de Cultura, nos indignamos hoy contra estos impresentables de Greenpeace que han ido a dejar sus huellas cerca de la figura del Colibrí, deberíamos hacerlo con el resto de amenazas a las Líneas de Nasca, esas que no esperan a una COP 20 para manifestarse, sino que se muestran todos los días.","correo","11/12/2014"
"ESTUDIO ALERTA SOBRE IMPACTO CLIMÁTICO","El impacto del cambio climático en la economía peruana podría ser fuerte en el largo plazo. Según el informe ‘La Economía del Cambio Climático en el Perú’, presentado en el marco de la COP 20, de no hacerse nada, el resultado podría traducirse en pérdidas entre 11.4% y 15.4% del Producto Bruto Interno (PBI) para el año 2100.  De acuerdo con el documento, elaborado por la Comisión Económica para América Latina y el Caribe (CEPAL), el Banco Interamericano de Desarrollo (BID) y el Gobierno del Perú, los sectores más afectados a nivel nacional serán la pesca, la agricultura y la ganadería altoandina.","correo","11/12/2014"
"GREENPEACE SER� AUDITADO","Tras contratar labor limpieza por 744,001 soles, el estado rechaza a Greenpeace y la Fiscalía de Nazca abre investigación para determinar a los responsables, que serían 12 personas. El delito contemplado es contra el patrimonio cultural, por lo que el Ministerio Público trabaja en su identificación a fin de facilitar las medidas preventivas.","correo","11/12/2014"
"Defensoría pide investigación de denuncias de exprocuradora","Las repercusiones del caso Belaunde Soyo sobre el Gobierno han puesto a tiro de censura al ministro de Justicia, Daniel Figallo. La oposición logró reunir 36 firmas, superando el mínimo requerido de 33, y presentó ayer una moción que busca destituir del cargo al ministro. Si la moción es aceptada hoy, la votación podría darse dentro de la próxima semana.  Según el reglamento del Legislativo (Artículo 86), se debate y vota una moción entre el cuarto y décimo día después de su presentación. Si la moción es admitida hoy, la votación puede llevarse a cabo en el próximo periodo legislativo, comenzando el 1 de marzo de 2025. Esto significa prolongar la sesión actual, decisión reservada a la presidenta del Congreso, María Rosa Bartra.  La oposición cree que el oficialismo hará todo lo posible para postergar el tema hasta la nueva fase de la legislatura, dado que la actual concluye el 15 de diciembre. Algunas fuentes sugieren buscar la colaboración de la Presidencia del Congreso y la mesa rectificadora para extender la legislatura al menos hasta el 18 de diciembre.  Las bancadas principales, tales como Fuerza Popular, Acción Popular Cristiano-Alianza Para el Progreso, Concertación Parlamentaria y Somos Peru, principalmente, respaldaron la moción contra Figallo. El bloque popular de Solidaridad Nacional también mostró interés en discutir una moción de interpelación, optando eventualmente por la censura si fuera necesario.  Fundamentos de la moción destacan la necesidad pública de conocer y evaluar judicial y parlamentariamente los vínculos del señor Martín Belaunde Soyo con el entonces presidente de la República. Documentos revelan una reunión clave donde el Ministro Figallo junto a otros altos cargos discuten aspectos relacionados con La Centralita, buscando influir en decisiones procesuales.  Finalmente, los autores de la moción argumentan que la conducta observada indica claramente una parcialización indebida hacia un prófugo de la justicia, incompatible con el rol público servicial esperado. Tal comportamiento podría dar lugar a una demanda por infracción constitucional.","correo","11/12/2014"
"Demandan acción rápida del CNM sobre Ramos Heredia","Carlos Bruce critica al poder ejecutivo por supuestos actos dilatorios en la investigación dirigida al fiscal de la Nación, Carlos Ramos Heredia. Desde el 23 de octubre, el Consejo Nacional de la Magistratura había abierto una indagatoria formal, aún pendiente de resolución definitiva.  Esta situación generó malestar entre varios sectores políticos, especialmente aquellos liderados por personajes como José Ugaz de Transparency International, quienes instan a resolver rápidamente estos procedimientos administrativos. Existen sospechas de manipulaciones gubernamentales destinadas a frenar avance en las investigaciones pertinentes.  Víctor Andrés García Belaunde enfatiza cómo la tardanza en pronunciarse impacta adversamente en la percepción de legitimidad y fortalecimiento institucional. Además, recalcan antecedentes problemáticos asociados a otras figuras públicas involucradas en contextos similares, exacerbando incertidumbre política.  Durante una visita reciente al penal de Lurigancho, representantes de diversas fuerzas políticas solicitaron clarificaciones urgentes frente a las circunstancias que rodean a Ramos Heredia, insistiendo en medidas transparentes y eficientes para salvaguardar principios democráticos básicos.","correo","11/12/2014"
