"headline","content","newspaper","date"
"Arrestan ex procurador anticorrupción Christian Salas acuso al Min:","Peor aún, ex procurador anticorrupción Christian Salas acuso al ministro de buscar que Belav́nde Lozano sea colaborador eficaz. Maestro, afuera ese patán y avanza mochilazo, será el segundo mitólogo a faxor. Denmele. Si Urresti y 54 besos son suficientes para tapar tamaño agujero. Piden explicaciones sobre supuesta escasez de agua? Lo más genial que hemos hecho agua por todos lados.","correo","08/12/2014"
"Premio Ambiental Nacional","Grupo Terra Amiga gana reconocimiento nacional Creatividad, la basura puede ser moda Enseñan formas ingeniosas de reutilizar los desperdicios para convertirlos en arte y fuente de ingresos María Claudia Medina La protección del ambiente está llamando a todo el mundo en Lima. Sin embargo, en Iquitos, los integrantes de GTAI dirigidos por Ivonne Bocanegra (IB) y Ana Puerta (AP), se reunen desde hace tres años para tomar acciones al respecto. GTAÍ le da nueva vida a desperdicios como las envolturas de galletas. En sus manos se convierten en correas y carteras muy elegantes. Este esfuerzo les ha valido el Premio Nacional ambiental en la categoría Juveniles Emprendedores, que recibieron en el marco de las actividades por la COP20. ¿Por qué decidieron enfocarse en la basura? IB: La ciudad de Iquitos genera unas 500 toneladas de basura al dia y no tenemos un relleno sanitario. Las personas suelen botar la basura en las esquinas y eso causa un gran problema de contaminación. AP: La basura puede dejar de ser un problema si con creatividad e ingenio lo convertimos en moda. ¿Qué uso selectivo se le puede dar a ese material? IB: Por ejemplo, hicimos talleres de reciclaje con mujeres de asentamientos humanos para que trabajen con esta materia prima que tienen a su alcance. Asi, pueden hacer negocio. Queremos que las personas vean que la basura puede ser moda. Creativamente, se la puede transformar en accesorios. ¿Qué es lo más difícil para hacer que la gente recicle? AP: Que siempre tenemos que estar detras de ellos. En Iquitos falta trabajar mucho, empezando por las autoridades. No siempre contamos con su apoyo, pero eso nos ha hecho mas persistentes. Si nos dicen que no, buscamos otros medios para que las actividades que queremos se hagan realidad. ¿Este desinterés afecta su trabajo con la gente? IB: Sí, porque la excusa siempre es que las autoridades no hacen nada. Nos responden ‘Para qué voy a guardar en casa, cuando el carro recolector se mezclará todo terminará en el botadero?’ o ‘Para qué hacerlo sino incluso limpiar la cuadra?’ Nosotros les decimos que no esperen a que las autoridades hagan algo para que ellos actúen. ¿Qué tipo de actividades han realizado? AP: De todo. Desde un árbol con miles de botellas de plástico, como hacemos cada año con la ‘Navidad reciclada’, hasta los diseños del programa ‘Recicla tu vestido’. En este último participan varios colegios y compiten por el mejor jerez reciclado. Cada artesanía la hacemos en la fiesta de san Juan y este año lo hicimos en la plaza de armas. Cuando un colegio confirma su participación, les damos clases sobre el manejo de los residuos y pautas para reparar sus vestidos, pero el diseño y la confección depende de ellos. Actividades en navidad? IB: Sí, la ‘Navidad reciclada’ consiste en la elaboración de un árbol de puras botellas recicladas. En el 2013 hicimos un árbol de 5 metros y reciclamos 15 mil botellas de plastico, lo exhibimos en una de las principales plazas de totós. Este año la meta es hacer todo un nacimiento. Ana Puerto VICEPRESIDENTA DE GTAI Objetivos: Consolidar GTAI, para hacerla sustentable en el tiempo Continuar haciéndole proyectos ambientales y sociales Se sienten felices haber ganado este premio? AP: Tenemos muchas metas y este premio es una meta cumplida. En GTAI somos cinco, pero siempre de nuestro lado hay mucha gente que nos apoya. Nuestro agrado hacia ellos es profundo pues nunca han perdido la fé en nosotros. IB: En septiembre también recibimos otro premio y eso nos dice que estamos haciendo las cosas bien, que nuestro esfuerzo vale la pena. Seguiremos a nuestra ciudad mostrándoles que el tema ambiental es importante. Sus siguientes metas? AP: Nuestra prioridad es mantener las actividades y salir de lo local para partir en proyectos con otras regiones del país. IB: Este año la Navidad reciclada la harán varias empresas y familiares en Iquitos, también se hará en San Martín y es motivador que se replique. Tenemos idea de hacer un desfile de modas recicladas para la semana turística de Iquitos. Esperamos contar con apoyo de las autoridades pero si no, igual lo haremos.","correo","08/12/2014"
"Reflexión Diplomática tras Movilización Juvenil","Cuando vemos la movilización de los jóvenes y las personas durante el evento, ya podemos decir que la COP 20 es un éxito para el Perú y para la ciudad de Lima, reflexiona el diplomático.  Coincido con el Ministro del Ambiente, Manuel Pulgar Vidal, quien asegura que desde el punto de vista organizativo...   Existe dificultades habituales de toda negociación, pero nada que nos haga prever complicaciones mayores para conseguir nuestro objetivo, añade.  Organizaciones Civiles Observadoras Expresan Preocupación Organizaciones civiles observadoras de la COP 20 han expresado su preocupación por ciertas propuestas que podrían significar retrocesos hacia un nuevo acuerdo global sobre el cambio climático en París 2015...  Decisión Importante Durante Semana Crucial Este próximo miércoles, líderes internacionales como Bachelet y Peña Nieto estarán en Lima para participar en las negociaciones del segmento de alto nivel de la COP 20. Aquí se definirá el rumbo final de los documentos preparatorios...  Compromisos Ambientales Superan Expectativas Ayuda a impulsar metas importantes mediante la campaña Pon de Tu Parte. Más de 305 mil compromisos individuales resaltan cómo los ciudadanos están cambiando hábitos respecto al uso de recursos naturales...","correo","08/12/2014"
"Queremos Que la COP 20 Sea Recordada"," Es fundamental recordar el evento que sembró la semilla de un verdadero cambio, dice Manuel Pulgar Vidal, Ministro del Ambiente del Perú.  Todos estamos involucrados en generar el problema, pero también formamos parte de la solución, destaca Fabrice Maury, Embajador de Francia en el Perú. Además, Charly Alberto, músico y activista, alerta sobre el impacto irreversible del calentamiento global si no actuamos pronto...","correo","08/12/2014"
"Indicadores Económicos Relevantes","Análisis económico relevante presenta cifras cruciales:  * Indicadores muestran variaciones notorias en sectores específicos. * Cambios en precios afectan directamente al bolsín local. * Innovaciones en tecnología verde pueden reducir costos eléctricos considerablemente...","correo","08/12/2014"
"Normativa Financiera Pendiente","Una nueva norma podría regular las actividades de instituciones financieras no supervisadas, según señalan funcionarios del sistema bancario nacional. Esto surge ante el reconocimiento de transacciones sospechosas dentro de cooperativas locales...","correo","08/12/2014"
"Creación Agrícola Exportadora Incrementa","Entre enero y octubre, las exportaciones agrarias experimentaron un notable ascenso del 23%. Este impulso viene acompañado principalmente de productos no tradicionales, tales como la quinoa y el cacao, marcando hitos históricos en términos de volumen y valor...","correo","08/12/2014"
"Corrupt practices revealed through emails involving public contracts","It seems evident now more than ever that individuals like Arturo could potentially alter tender documents before their release on the market. This was apparently what happened with several million-dollar contracts across regions such as Cusco and Junín.  According to reports, on November 28th, 2012, Christian Rodríguez Linares, an engineer working for Talisman, emailed Martún Belaúnde Lossío about certain contract terms yet not formally established. In response, Belaúde forwarded these details to his brother Arturo who later provided further information just days prior to official publication by OSCE. These actions raise questions regarding transparency and fairness within governmental contracting processes.","correo","08/12/2014"
"Fiorella Co-hija expresses humiliation over alleged pressures exerted by Justice Minister","Seeing many people afraid that this man might fall makes me feel humiliated, declared Fiorella, daughter of assassinated council member Zequel Nolasco, referring to allegations against Justice Minister Daniel Figallos undue influence over investigations related to The Switchboard case. She expressed dismay at how efforts were allegedly made to facilitate collaboration agreements which she found deeply disrespectful.","correo","08/12/2014"
"Traffic chaos leads to business losses along Costa Verde beachfront restaurants","Due to ongoing roadworks aimed at expanding three lanes towards Chorrillos, businesses have seen significant declines in sales—up to 70%, according to Julia Vera, owner of a popular ceviche spot near Agua Dulce Beach in Chorrillos. Despite sunny conditions attracting potential customers, foot traffic has dwindled significantly since construction began obstructing access routes. Similar situations plague other establishments including those located around Barranco’s Restaurant Cala where excavation work continues to deter visitors despite recent attempts to improve accessibility.","correo","08/12/2014"
