"headline","subheadline","author","content","newspaper","date"
"¿Ya estás listo para un Jeep?","DIVEMOTOR > CENTRAL TELEFÓNICA: 712-2000."," NA"," ""Concesionarios Lima: Santa Catalina. Miraflores. Camacho. C.C. Plaza Norte. Automotriz San Borja. Telf.: 618-3030.""","correo","2015/11/26"
"Nivel nacional: "," NA"," NA"," ""Trujillo + Chiclayo + Arequipa + Cajamarca + Piura + Huaraz + Tacna.""","correo","2015/11/26"
"Ley universal restaura parques públicos.","Parque Universitario ahora más verde y luminoso."," ""Diario Correo.Pe/Lima/Jueves 26 de Noviembre/2015"""," ""Después de varias semanas de remodelación, el Parque Universitario fue inaugurado con áreas renovadas, bancas nuevas, cruces peatonales adicionales e iluminación decorativa. El alcalde de Lima, Luis Castañeda Lossio, señaló que las reformas, valoradas en S/.300 millones, también incluyen la revitalización de monumentos históricos importantes.""","correo","2015/11/26"
"Asalto durante paro judicial causa disturbios.","Choque entre policías y empleados provoca congestión vehicular y altercados."," Aurora Cuauhuilca."," ""Una nueva jornada de conflictos marcó hoy el corazón de Lima debido a un paro judicial. Manifestantes confrontaron a la policía frente al Congreso buscando mayores recursos económicos para el poder judicial. Esto llevó a fuertes medidas represivas por parte de las fuerzas del orden, causando severos cortes viales y malestar público.""","correo","2015/11/26"
"Candidaturas universitarias debaten prórrogas.","Debate aplazado hasta diciembre respecto a extensión de mandatos de rectores."," Enrique Rodríguez."," ""Se anunció que el tema referente a prolongar el periodo de servicio de los actuales líderes universitarios será tratado nuevamente en diciembre. Este movimiento podría favorecer a quienes actualmente están en funciones según la controvertida Ley Universitaria.""","correo","2015/11/26"
"Mazda ofrece sedán premium.","Descuento exclusivo válido hasta el 03/12/2015."," NA"," ""Presentamos el Mazda 6 Sedan AT 2.0 GS Core 1PM (modelo 2015) con precio excluyendo envío provincial. Nota: Solo versiones superiores cuentan con detalles específicos de lujo interior.""","correo","2015/11/26"
"Hospitalizados saturan atención médica.","Exceso de casos graves en centros hospitalarios."," Julio Portella."," ""Según datos proporcionados por el IGSS, aproximadamente el 20% de visitantes a emergencias requieren prioridad, provocando un colapso sistemático. Se insta a buscar alternativas en consultorios locales para aquellos con dolencias no urgentes.""","correo","2015/11/26"
"Bono de descuento automotor.","Ofertas especiales disponibles."," NA"," ""Promoción válida únicamente hasta febrero próximo. Disponible solamente para clientes seleccionados mediante llamada telefónica especificada.""","correo","2015/11/26"
"Cae Acusan al Alcalde FLMIe5 Contundente paro en Puno por tarifas de agua potable","NA","CORREO|PUNO","La población pidió reorganizar EMSA y la destitución de los gerentes de esa empresa municipal.","correo","2015/11/26"
"Sismo derrumba cerro.","","DIARIO CORREO.|REDACCIÓN","El movimiento de 7.2 grados que remeció al país ocasionó que un cerro se derrumbara en el sector Este Alto, cerca del centro urbano de Juliaca, según confirmó la Defensoría Civil.","correo","2015/11/26"
"Nacional/Jueves 26 de Noviembre/2015","","","Diario Correo Programa Juntos inicia labores en Ucayali. El director ejecutivo de Juntos, José Villatóbos Castillo, llegó a la región Ucayali para anunciar el inicio de actividades del programa en las comunidades nativas de esta zona del país. El funcionario se reunió con representantes de la región con el compromiso de incrementar las ofertas en los servicios de salud.","correo","2015/11/26"
"Luz verde para aumentar tarifas de agua en Puno","","CRÓNICAS","Los dirigentes puneños se reunieron con Flores Quispé en la municipalidad para ponerse de acuerdo sobre el pliego de reclamos que había planteado el comité de lucha. Se acordó suspender el incremento y reorganizar EMSA Puno, medida que irá de la mano con la destitución de los gerentes de la referida empresa municipal.","correo","2015/11/26"
"Deforestación es una de las causas principales del deterioro forestal en la Amazonía peruana","","EDITORIAL","Amazonía, uno de los bosques más diversificados del planeta, perdió entre 2000 y 2013 un total de 222,249 kilómetros cuadrados de bosque. Pero sólo un 1.1 % de los indígenas que habitan la Amazonía está involucrado en acciones destinadas a visibilizar la situación social y ambiental de dicha región.","correo","2015/11/26"
"Ayacucho vive momentos críticos por disputa política postelectoral","","Opinión","Wilfredo Oscorima busca mantener influencias políticas en Ayacucho comprando votos dentro del Consejo Regional. Esta práctica genera preocupación entre quienes buscan transparencia y honestidad en la selección del próximo gobernador regional.","correo","2015/11/26"
"Túnel diplomático abierto después del incidente aeronaval entre Rusia y Turquía","","INTERNACIONALES","Turquía defendió su soberanía tras el derribo accidental de un avión militar ruso, señalando que estaba protegiendo su espacio aéreo. Rusia respondió fortaleciendo su posición militar en Siria con nuevos sistemas antimisiles.","correo","2015/11/26"
"Petrobras envuelve aún más a Brasil en corrupción","","BRASIL","Detención del senador Delcirio Amaral marca profundización del escándalo de corrupción vinculado a Petrobras, revelando complicidades altas jerárquicamente estructuradas.","correo","2015/11/26"
"Más tensión geopolítica en Medio Oriente tras ataques atribuidos al ISIS","","MEDIO ORIENTE","Estado Islámico reivindica responsabilidad por el ataque mortal perpetrado contra fuerzas de seguridad tunecinas, advirtiendo futuras operaciones similares.","correo","2015/11/26"
