"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"El Gobierno autorizó el traslado de fondos para la compra de vacunas";"NA";"NA";"El Gobierno autorizó el traslado de fondos para la compra de vacunas contra el coronavirus. La medida fue anunciada por el Ministerio de Salud en un comunicado oficial.";"trome";"2021-03-02";"2"
"El dólar blue sigue en alza";"NA";"NA";"El dólar blue continúa en ascenso, alcanzando un nuevo máximo histórico. Los analistas atribuyen esta subida a la incertidumbre económica y la falta de confianza en el mercado.";"trome";"2021-03-02";"2"
"Nueva ola de contagios";"Preocupación en aumento";"NA";"Las autoridades sanitarias alertan sobre un aumento en el número de casos de coronavirus en varias provincias. Se recomienda extremar las precauciones y reforzar las medidas de higiene.";"trome";"2021-03-02";"2"
"Entrevista exclusiva con el Ministro de Economía";"NA";"NA";"El Ministro de Economía habló sobre las medidas que se están tomando para combatir la inflación y mejorar la situación económica del país.";"trome";"2021-03-02";"2"
"El clima para el fin de semana";"NA";"NA";"Se espera un fin de semana con temperaturas agradables y cielos despejados en la mayoría de las provincias.";"trome";"2021-03-02";"2"
"Falleció el reconocido actor";"NA";"NA";"El mundo del espectáculo está de luto por el fallecimiento del reconocido actor, quien falleció a los 78 años.";"trome";"2021-03-02";"2"
"Aumentan los robos en la ciudad";"Vecinos preocupados";"NA";"Los vecinos de varios barrios de la ciudad se encuentran preocupados por el aumento de los robos y asaltos en las últimas semanas.";"trome";"2021-03-02";"2"
"El Gobierno anuncia nuevas medidas económicas";"NA";"NA";"El Gobierno anunció nuevas medidas económicas para estimular la economía y generar empleo. Entre las medidas se destacan la reducción de impuestos y la creación de líneas de crédito.";"trome";"2021-03-02";"2"
"El precio del gasoil aumenta";"Impacto en el transporte";"NA";"El precio del gasoil aumentó significativamente, lo que tendrá un impacto en el transporte y en los precios de los productos.";"trome";"2021-03-02";"2"
"El Mundial de Fútbol";"NA";"NA";"El Mundial de Fútbol está a la vuelta de la esquina y los aficionados ya se preparan para disfrutar de los partidos.";"trome";"2021-03-02";"2"
"El Banco Central sube la tasa de interés";"NA";"NA";"El Banco Central sube la tasa de interés en un intento por controlar la inflación y estabilizar el tipo de cambio.";"trome";"2021-03-02";"2"
"El Gobierno lanza un nuevo plan social";"NA";"NA";"El Gobierno lanzó un nuevo plan social para ayudar a las familias más vulnerables.";"trome";"2021-03-02";"2"
"El dólar blue toca un nuevo récord";"NA";"NA";"El dólar blue continúa en ascenso y alcanza un nuevo récord histórico, generando preocupación en el mercado.";"trome";"2021-03-02";"2"
"El clima inestable";"Alertas por tormentas";"NA";"El Servicio Meteorológico Nacional emitió alertas por tormentas en varias provincias.";"trome";"2021-03-02";"2"
"El Gobierno anuncia medidas para el turismo";"NA";"NA";"El Gobierno anunció medidas para impulsar el turismo en el país.";"trome";"2021-03-02";"2"
"El precio de los alimentos sigue subiendo";"Impacto en el bolsillo";"NA";"El precio de los alimentos sigue subiendo, generando preocupación en los consumidores.";"trome";"2021-03-02";"2"
"El Gobierno anuncia nuevas restricciones";"Preocupación por el coronavirus";"NA";"El Gobierno anunció nuevas restricciones para controlar la propagación del coronavirus.";"trome";"2021-03-02";"2"
"El dólar blue se mantiene estable";"NA";"NA";"El dólar blue se mantiene estable en los últimos días, luego de varios aumentos consecutivos.";"trome";"2021-03-02";"2"
"El Gobierno anuncia un nuevo programa de empleo";"NA";"NA";"El Gobierno anunció un nuevo programa de empleo para generar oportunidades laborales.";"trome";"2021-03-02";"2"
