"headline";"subheadline";"author";"content";"newspaper_name";"publication_date";"page_number"
"El Gobierno autorizó la compra de 24 aviones de combate";"NA";"NA";"El Gobierno autorizó la compra de 24 aviones de combate Mirage 2000 a Francia por un monto de 8.000 millones de dólares. La operación se realizó en el marco de un acuerdo de cooperación militar entre ambos países. El ministro de Defensa, Alberto Espina, anunció que los aviones serán utilizados para reforzar la defensa aérea del país y para participar en ejercicios militares conjuntos con Francia.";"trome";"2021-03-02";"2"
"El dólar blue toca un nuevo máximo histórico";"NA";"NA";"El dólar blue alcanzó hoy un nuevo máximo histórico, cotizando a $350 en la City. La suba se debe a la incertidumbre económica y a la falta de confianza en el gobierno. Los analistas advierten que la situación podría empeorar si no se toman medidas urgentes.";"trome";"2021-03-02";"2"
"La inflación sigue descontrolada";"NA";"NA";"La inflación sigue descontrolada en Argentina, alcanzando un 10% en el último mes. Los precios de los alimentos y los servicios básicos aumentaron significativamente, afectando el poder adquisitivo de la población. El gobierno anunció nuevas medidas para intentar controlar la inflación, pero los expertos dudan de su efectividad.";"trome";"2021-03-02";"2"
"El presidente anunció un nuevo plan económico";"NA";"NA";"El presidente Alberto Fernández anunció hoy un nuevo plan económico para intentar reactivar la economía y reducir la inflación. El plan incluye medidas como la reducción de impuestos, la inversión en infraestructura y el fomento del empleo. El gobierno espera que el plan tenga un impacto positivo en la economía en los próximos meses.";"trome";"2021-03-02";"2"
"El paro laboral sigue en aumento";"NA";"NA";"El paro laboral sigue en aumento en Argentina, alcanzando un 10% en el último trimestre. La situación es especialmente grave en el sector industrial, donde se han registrado numerosos despidos. Los sindicatos exigen al gobierno medidas urgentes para proteger el empleo.";"trome";"2021-03-02";"2"
"El Gobierno anunció nuevas restricciones por la pandemia";"NA";"NA";"El Gobierno anunció nuevas restricciones por la pandemia de coronavirus, incluyendo el cierre de bares y restaurantes en algunas provincias. La medida busca frenar el avance de la pandemia, que se encuentra en aumento en varias regiones del país.";"trome";"2021-03-02";"2"
"El dólar blue cae tras el anuncio del Gobierno";"NA";"NA";"El dólar blue cayó tras el anuncio del Gobierno de nuevas medidas económicas. La cotización bajó a $340, aunque los analistas advierten que la situación sigue siendo volátil.";"trome";"2021-03-02";"2"
"La Selección Argentina se prepara para el Mundial";"NA";"NA";"La Selección Argentina se prepara para el Mundial de Qatar, que se disputará a fines de este año. El equipo se encuentra entrenando en Ezeiza, a la espera del primer partido.";"trome";"2021-03-02";"2"
"El clima inestable continúa";"NA";"NA";"El clima inestable continúa en todo el país, con lluvias y tormentas en varias provincias. Las autoridades recomiendan tomar precauciones y evitar salir de casa si no es necesario.";"trome";"2021-03-02";"2"
"El precio del gas aumentará";"NA";"NA";"El precio del gas aumentará a partir del próximo mes, según anunció la empresa distribuidora. El aumento se debe a la suba del precio del gas natural en el mercado internacional.";"trome";"2021-03-02";"2"
