"headline","content","newspaper","date"
"Kylian Mbappé al PSG: Desmintieron acuerdo","Varios medios europeos anunciaron durante la tarde de ayer el traspaso de la joven perla del Mónaco, Kylian Mbappé, al PSG, que hubiese significado otro bombazo de los parisinos, tras haber fichado al astro brasileño Neymar; sin embargo, la noticia fue desmentida por ambos clubes.  Medios italianos y españoles afirmaron que el acuerdo era total y hasta se habló de 160 millones de euros más 20 en variables por el pase del atacante de 22 años,  Mónaco también calificó tal situación a mediodía como Le Parisien y la radio RMC, mientras que el portal Goal indicó que del PSG dijeron que, por motivos financieros, el pase no se haría.  Sin embargo, aún hay fuentes en la capital francesa, como Paris United, usualmente enterada de los movimientos del PSG, que asegura que él será compañero de Neymar antes del 31 de agosto.","peru21","11/08/2017"
"Ortúzar: Mentir para salvarse","La artista Sheila Alvarez y el arqueólogo Bruno Alva realizarán una exposición colectiva del 13 al 19 de agosto, en San Isidro.  No se pierda la próxima columna vertebral sobre Dejar la tierra, de Renato Cisneros.  Una eficiente y elegante máquina trituradora de hombres, de destinos, incluso de países enteros. Una máquina que no solo devora lo que se propone, sino que lo hace de la manera más violenta e implacable posible. As se puede definir, en apenas un par de líneas, la obra de Antonio Ortúzar (Jalisco, 1975), quien a lo largo de diez libros, entre novelas y conjuntos de relatos, ha diseccionado la historia de su país y su convulso presente de distintas formas. Lo ha hecho desde la metáfora, como sucede en La señora Rojo, desde el prisma de lo colectivo, como es el caso de México o La fila india, o desde las entrañas de individuos desconcertados que necesitan ejercer la furia para liberarse, como acontece en su divertida Recursos humanos. El insólito poder imaginativo de Ortúzar y el lenguaje preciso y vigoroso que, libro a libro, ha ido ganando lo convierten, sin duda, en uno de los escritores más importantes y versátiles de su generación.  Pues bien, ahora Ortúzar enfila esta labor de demolición contra su propio oficio y su circunstancia como escritor con La vaga ambición, un libro estupendo, quizás el más conmovedor y profundo de los que ha escrito. A través de seis relatos intercalados entre sí, asistimos a la vida y pasión de Arturo Murray, narrador que ha llegado a los 40 años con la amarga convicción de que su vocación lo ha llevado a vivir constantemente de múltiples tragedias, concesiones y pérdidas que ha debido asumir con una sarcástica resignación: insistiendo en su teclado en su principal meta: resolver honestamente y mentir, mentir.  Los dos primeros cuentos —de excelente factura— se enfocan en la infancia de Murray y el nacimiento de su pasión literaria. A través de tramas muy bien construidas, asistimos a las humillaciones y la incomprensión que el protagonista sufre en sus primeros escarceos por convertirse en escritor, y cómo toma conciencia, desde muy joven, de que sus libros, directa o indirectamente, pueden convertirse en velados instrumentos de venganza contra quienes abusaron de él y su extrema sensibilidad.  Luego de estos relatos introductorios, nos encontramos con el mejor del volumen: y quizás no de los mejores memorables que me haya tocado leer en los últimos años: Quinta temporada. Dividido en una serie de secuencias tituladas, este texto explora con un ácido humor la vida cotidiana de Murray, día a día, por las condiciones que el mercado y su desordenado tren de vida le obligan a cumplir, empujándolo a contradecir los principios profesionales que él mismo se había impuesto desde el comienzo de su carrera.  Este cuento reúne varias de las virtudes que ya Ortúzar ha demostrado en sus anteriores libros, pero aquí mencionar las más llamativas: 1) su innegable capacidad para construir personajes sólidos con un par de trazos seguros y definitorios; y, sobre todo, 2) su hondo conocimiento de los seres humanos y de los hechos, miedos y frustraciones que los modelan y los conducen ciegamente hasta su perdición o, peor aún, directo hacia las garras de la más desalentadora mediocridad.  Y más esperpéntico, pero a la vez sumamente conmovedor, es Provocación repugnante, donde encontramos a Murray de gira para promoción de uno de sus libros. Esta gira es víctima de las peores afrentas y a su frágil ego: salas vacías, presentadores que no han leído su libro, críticos dispuestos a descuartizarlo a la menor oportunidad. Todo esto mientras su padre agoniza y le exige marchar, marchar y pelear. Este cuento exhibe, en sus escasas páginas, la capacidad del autor para tocar los más íntimos y cotidianos sin caer en la sensiblería ni en lo estipulado, lo vacío o lo predecible.  Por todo esto (y más), La vaga ambición no es solo un libro fundamental en la bibliografía de Antonio Ortúzar, sino también para la narrativa latinoamericana de hoy.","peru21","11/08/2017"
"Películas en rojo y blanco","Mañana finaliza la XXI edición del Festival de Cine de Lima y no se puede perder las últimas peruanas que aún se proyectarán este fin de semana en varias salas de la capital. Hoy, en la Sala Azul del Centro Cultural PUCP (San Isidro), estará el documental Rojo: El tiempo de los yakurunas, dirigido por Iván y Diego Sarmiento, a las 5 p.m., y la película Ojos que no ven de Francisco Lombardi, a las 9:15 p.m.  Además, en Cineplanet Alcázar (Valle Gutiérrez, Rafael Orozco), podrá ver la cinta Todos somos estrellas de Patricia Wiesse Risso, a las 7 p.m. Como parte del homenaje al actor Gianfranco Brero, el festival proyectará, mañana, la película Bajo la piel, también dirigida por Francisco Lombardi, a las 9:15 p.m., en la Sala Azul del CCPUCP (Av. Camino Real 1075, San Isidro).","peru21","11/08/2017"
"Khatia Buniatishvili recital de piano","La reconocida pianista georgiana Khatia Buniatishvili se presentará mañana, a las 8 p.m., en el auditorio Santa Ursula (Av. Santo Toribio 143, San Isidro). Entradas a la venta en Teleticket.","peru21","11/08/2017"
"Inauguran nueva muestra de arte","Este miércoles 16 de agosto se inaugura la exposición de arte Resistencia visual 1992. Carpeta colaborativa en el LUM (Bajada San Martín 151, Miraflores). 7:30 p.m. Ingreso libre.","peru21","11/08/2017"
"Obra teatral El estanque encantado","El C.C. de España presenta este domingo 13 la obra de teatro infantil El estanque encantado, dirigida por David García Coll, a las 11:30 a.m. Calle Natalio Suárez 181, Santa Beatriz. Gratuito.","peru21","11/08/2017"
"Danzas y música desde Huánuco","Más de 500 bailarines y músicos de Huánuco se presentarán este domingo 13 de agosto, en los exteriores del Ministerio de Cultura (Av. Javier Prado Este, San Borja). 9 a.m. Ingreso libre.","peru21","11/08/2017"
"John Boyega sobre discriminación en Star Wars","Fue intencional. Sentí como me agarró la nalga y debajo de mi falda. Fue horrible e impactante, dijo Taylor Swift en referencia al acoso que sufrió del DJ David Mueller.  Cuando fui expuesto al mundo en Star Wars, también fui expuesto a la realidad de la ignorancia que todavía existe en el mundo, declaró Boyega a la revista Variety al recordar las críticas de los fans de la saga. Fui la única persona de la que siempre se habló del color de piel. En cada entrevista mi color de piel es mencionado, si Daisy (Ridley) da una entrevista, su color de piel no será mencionado... No importa la raza en la que seas negro, en sí no es nada, y estas personas siempre tienen algo que criticar.","peru21","11/08/2017"
"Rodaje de Locos de amor 2","Los actores Marco Zunino y Erika Villalobos iniciaron esta semana el rodaje de la película Locos de amor 2, la cual traer nuevas historias. También figuran Carlos Alcántara, Vanessa Saba, Wendy Ramos, Johanna San Miguel, Paul Vega, Bruno Ascenzo y el argentino Julián Gil. El estreno será en febrero de 2018.","peru21","11/08/2017"
"Fujimori podría dar un giro de 180 grados","En diálogo con Perú21, el jefe de la Unidad de Cooperación Internacional, Alonso Peña Cabrera, reveló que la anotación Aumentar Keiko para 500 y hacer una visita de Marcelo Odebrecht, ex CEO de la empresa del mismo nombre, sí existe y garantizaría al Perú aproximadamente en una semana.  El fiscal superior explicó que, a través de una videoconferencia, el fiscal brasileño Orlando Martello —encargado del equipo especial del caso Lava Jato en la ciudad de Curitiba en Brasil— confirmó la existencia de esa anotación en el celular incautado a Marcelo Odebrecht cuando fue arrestado por la Policía. Precisó que la documentación fiscal ya fue tramitada y, aproximadamente, en una semana, llegará la cooperación internacional al Perú y luego será derivada al fiscal a cargo del caso, Germán Juárez.  Consultado sobre qué tipo de documentación era la citada anotación, Peña Cabrera dijo que aún no lo sabe con precisión debido a que dicha información está ‘incautada’.","peru21","11/08/2017"
"Keiko Fujimori es investigada por lavado de activos","Keiko Fujimori es investigada por el delito de lavado de activos por supuestamente haber recibido dinero de Odebrecht para su campaña electoral. Fiscales viajarán a Brasil para recolectar información sobre funcionarios nacionales implicados en presuntos actos de corrupción.  En su defensa, Keiko Fujimori aseguró que no recibió dinero de Odebrecht. Con el pedido de información de la Fiscalía a Brasil se confirmará que nunca recibimos dinero de ellos. Nada que Temer, escribió en su cuenta de Twitter la lideresa. Además, señaló que siempre ha colaborado con la justicia y que ha sido investigada desde hace 17 años, por lo que no tiene nada que temer.  En tanto, el congresista Rolando Reategui (FP) dijo que el fiscal (Peña) tiene que hablar en base a pruebas. Su colega de bancada Héctor Becerril se preguntó: ¿Barata ha dado testimonio, Odebrecht ha dado el testimonio, hay colaboradores eficaces que han declarado que han dado dinero a Keiko Fujimori, hay una agenda como en el caso de Nadine Heredia?","peru21","11/08/2017"
"TC realiza audiencia pública para revisión de demanda","El Tribunal Constitucional (TC) realizará hoy, en Arequipa, la audiencia pública para la revisión de la demanda de inconstitucionalidad presentada por 42 congresistas de diferentes tiendas contra diversos artículos del Reglamento Interno del Congreso por, supuestamente, vulnerar los derechos a la igualdad, libre asociación y libertad de conciencia de los legisladores.  Se trata de tres normas, aprobadas el año pasado, que establecen que solo los parlamentarios que forman parte de una bancada podrán ser elegidos como miembros de la Mesa Directiva y de otras instancias congresales. Asimismo, precisan que aquellos congresistas que renuncien o sean expulsados de un bloque político no podrán constituir o adherirse a otro bloque.","peru21","11/08/2017"
"Presidente Kuczysnki no se preocupa por desaprobación","La desaprobación del presidente de la República, Pedro Pablo Kuczynski, llegó a su pico más alto desde el inicio de su gobierno. Según la encuesta de Datum, un 62% no está de acuerdo con su gestión.  Pero esa tendencia parece no calar en el mandatario, quien desde Tarapoto dijo escuetamente, al ser consultado por esa cifra: No, no me preocupa. Desde la oposición hay otra lectura. El vocero de Fuerza Popular, Daniel Salaverry, indicó a Perú21 que la caída en la aprobación de PPK es producto de que el presidente no termina de asumir su papel de líder y de que tenemos un gobierno desconectado con los problemas del Perú, que se niega a escuchar a la gente.  En ese sentido, Salaverry espera que Kuczynski evalúe seriamente la posibilidad de recomponer el gabinete ministerial. Dijo que esos cambios deberían pasar, primero, por el premier Fernando Zavala.","peru21","11/08/2017"
