"headline","content","newspaper","date"
"Qu sentido tendría construir un ferrocarril hasta Ilo?","Los entusiastas del tren bioceñico imaginan un flujo regular de carga cruzando el continente de este a oeste para embarcarse al Asia, esto es, haciendo el recorrido completo del tren. Pero primero hay que convencer a los dueños de la carga de que esa ruta bimodal es más corta, más rpida o más econmica que una exclusivamente marítima, bien sea saliendo de Santos hacia el norte para atravesar el canal de Panam o bien bordeando el cabo de Buena Esperanza, al sur de áfrica, para continuar por el océano ndico.  Si no hay suficientes usuarios que prefieran la ruta del tren, no tiene ningún sentido construirlo. La evidencia de la carretera interoceñica, que recorre una ruta paralela a la del tren en territorio peruano, indica que no los hay. En los tramos 3, 4 y 5 de la IIRSA Sur se recaudaron 86 millones de soles de peaje en el 2016, pero el fisco tuvo que desembolsar 87 millones de dólares –más del triple– como pago anual por obras (PAO). Eso se llama exceso de capacidad instalada.","elcomercio","15/06/2018"
"EL BANCO DE FOMENTO AGRARIO Agrobanco: crónica de una muerte anunciada?"," L a creación de Agrobanco, en el 2001, fue uno de los grandes retrocesos con respecto a la reforma del sistema financiero de la primera mitad de los noventa. Uno de los elementos fundamentales de la reforma fue cerrar la mal llamada banca de fomento, quebrada debido a prdidas por malos prstamos y altos costos operativos. Se tom entonces la decisión de que el gobierno solo otorgara crditos como banca de segundo piso a través de Coﬁ de. Lamentablemente, sucesivos gobiernos desarmaron la reforma y abrieron la puerta para que entidades financieras del Estado volvieran a otorgar crditos directamente. Ya sea con la creación de Agrobanco, permitiendo que Coﬁ de realice operaciones de garantía o fronting o flexibilizando las políticas de crédito del Banco de la Nación.  El agro peruano necesitas de Agrobanco?.  En los casos de Coﬁ de y Agrobanco, las pérdidas han sido muy altas. Como resultado de un proceso de reestructuración y con el apoyo del gobierno, Cofide se está recuperando, pero la situación de Agrobanco es mucho más complicada. El índice de mora asciende a más de 44% del total de la cartera. As, ha trascendido que el gobierno tendería a otorgar S/370 millones mediante un aporte de capital de S/120 millones y una capitalización de deudas de S/250 millones. Y estas cifras probablemente están subestimadas.  Agrobanco acab siendo afectado por los problemas típicos de los bancos de desarrollo que prestan directamente a clientes privados: otorgamiento de préstamos con fines políticos, aprovechamiento de la debilidad de la institución por algunos clientes medianos que no podrían obtener créditos de la banca privada, y el incremento de sus costos operativos como resultado de su carácter de entidad estatal. Tiene sentido reflejar la institución?  El agro peruano necesita de Agrobanco? Esas son preguntas que enfrentan el MEF y el Fonafe. Cuando se decidió cerrar el Banco Agrario (uno de los principales causantes de la hiperinflación durante el primer gobierno aprista), los que se opusieron argumentaban que esto llevara al colapso de la agricultura en el país. En ese momento se demostró que la correlación entre el crecimiento de la producción agrícola y el crédito agrario era poco significativa y que factores como el clima, el acceso al agua de riego, la gestión empresarial y los precios eran los verdaderos determinantes de la producción final.  La importancia de Agrobanco en la economía del país es poco relevante. La decisión de qué hacer con la institución debería tomarse sin apasionamiento y evitando la politización. El Estado dispone de otros mecanismos para apoyar a los pequeños agricultores, por lo que no debe concentrar sus esfuerzos en financiar a una institución que ha demostrado su incapacidad para otorgar créditos directos. Este tipo de instituciones fomenta la ineficiencia y la corrupción en el sector. Asimismo, contribuye a la mala asignación de recursos, además de tener un costo fiscal alto cuando estamos abocados a reducir el déficit. Esperemos que el gobierno y el Congreso tomen la decisión correcta en este caso.","elcomercio","15/06/2018"
"Test mundialista","Viernes 15 de junio del 2018  Lucho Quequezana, msico, responde a nuestro test y asegura que Per llegar ms lejos de lo que muchos creen en Rusia 2018.  1. Si Gareca te manda a la cancha, en qu puesto debe ponerte? De portero, siempre me gust estar en el arco. Es una adrenalina diferente.  2. Quin es el jugador de la selección que mas admiras? Lo mejor que nos ha podido pasar es que ahora uno admira a toda la selección.  3. Quin es el mejor jugador peruano de todos los tiempos? Para m, el maestro Csar Cueto. Un genio!  4. Qu jugador no debi estar nunca en la selección? Todos tenan que probarse, pero ahora estn los que merecen estar.  5. Cmo seria tu gol soado con Per? ltimo minuto y de chalaca!  6. Qu rival te hara temblar? Sin duda Alemania, es una aplanadora!  7. Cul es la frase de un narrador de ftbol que mas recuerdas? Suker, Suker , Suuuuuuuuker!.  8. El gol que mas gritaste? La toc! La toc! (En el ltimo partido entre Per y Colombia).  9. El gol de Maradona a los ingleses o el de Paolo a Colombia? El de Paolo a Colombia tiene una carga emotiva porque nos llev al repechaje, pero el gol de Maradona a los ingleses (no la mano de Dios), el que parte del mediocampo y se lleva a la mitad del equipo, fue increble.  10. El mejor recuerdo futbolero? En el estadio de Matute con mi pap y mi hermano, en el clsico en el que Alianza le hizo 6 goles a la U.  11. El momento ms triste en una cancha? Cuando el Cndor Mendoza fall el gol (contra Ecuador, en el 2005 ). Era para llorar!  12. Cul es la cbala ms extraa que seguiste por un partido? No soy mucho de cbalas, pero mi polo de la seleccin tiene que estar en todos los partidos.  13. Pel o Maradona? Maradona, es ms de mi generacin.  14. Messi o Cristiano? Hoy en da Cristiano, de lejos.  15. Tiquitaca o catenaccio? Tiquitaca mil veces, hay ms emocin.  16. Sexo o ftbol? Sexo, no hay comparacin!  17. Hay corrupcin en el ftbol? Lamentablemente, est en todos lados.  18. Hasta donde llegar Per en el Mundial? Creo que ms all de lo que muchos piensan.  19. Cmo convenceras a Gareca para que renueve su contrato? Me imagino que despus del Mundial le van a llover las propuestas. Seria magntico que renueve, pero ya solo depende de l.  20. Cmo definiras a Paolo Guerrero en una palabra? Perseverancia.  21. Cul es el mayor defecto de los peruanos? Tenemos el paladar ms exigente del mundo, al pas que vayamos la comida no nos va a parecer tan rica como la nuestra. Despus del ftbol va a ser el segundo comentario de cualquier peruano que est en Rusia.  22. Cul es nuestra mayor virtud? Somos recontraguerreros.","elcomercio","15/06/2018"
"Inauguraciones inolvidables","La pelota, por fi, empez a rodar. Despus de tanta expectativa, tanto conteo regresivo, lbumes comprados, apuestas emprendidas y prolongadas –y muchas veces insufribles– transmisiones en la tele, comenz oficialmente el Mundial. El que –hasta ahora me parece increble– acoge de nuevo a nuestra selección.  Pero, debo confesar, la inauguración me dej un sinsabor. Siendo Rusia la anfitriona, con su historia, sus tradiciones y sus colores, pens que sera una ceremonia bastante ms vistosa. O ser que la expectativa era alta por ver la inauguración del Mundial que por fin nos tiene de vuelta, o quiz porque a Vladimir Putin, el jefe todopoderoso del Kremlin, no le gusta mucho el ftbol y prefiere el judo.  Recuerdo vagamente –pero lo recuerdo s, y tambin ya tengo algunas canas– la ceremonia de Espaa 82. Una paloma formada en la cancha y el niito que llegaba hasta el centro con una pelota, de la cual sale una paloma de verdad. Algo simple, pero entraable e inolvidable.  Un niito llegaba hasta el centro con una pelota, de la cual sale una paloma.  Luego vinieron los jarabes tapatios en Mxico 86, el desfile de modelos en 1990 –y obvio, Un estate italiana– hasta que lleg Estados Unidos 94.  Cmo olvidar aquella fallida recreacin de un gol en esa ceremonia inaugural. La cantante Diana Ross –que hasta ahora no debe entender para qu la contrataron– deba patear ante un arco inmenso. La pelota tena que entrar. No haba manera de que ocurriese lo contrario. Pero fall, y malfogr la alegora creada para la ocasin. Y se entiende. Un pas que no es futbolero, ni lo ser, acogiendo un Mundial solo por negocio. Ojal para el 2026, cuando el torneo vuelva a EE.UU., no repitan ese penal.","elcomercio","15/06/2018"
"Ilustración: Giovanni Tazza","Guillermo Cabieses Profesor de Derecho y Economía El fútbol es lo más importante entre las cosas menos importantes, suele decir el ex futbolista Jorge Valdano. En estos momentos, no obstante, parece que no hay cosa más importante que el fútbol. El globo se ha detenido para que ruede la pelota inmaculada, como diría Maradona. Todos estamos a la expectativa de quién levantará el trofeo, de quién será el campeón del mundo. Soy un gran aficionado al fútbol y esta algarabía no me es ajena, pero también lo soy al public choice (la teoría de la elección pública), según la cual, el procedimiento fijado para una elección es determinante para su resultado. En otras palabras, las reglas de una competencia afectan, de manera sustancial, quién será el ganador. El Mundial es el ejemplo perfecto. Es el equipo campeón del Mundial realmente superior a los demás? Veamos. El ganador de un Mundial solo enfrenta a siete equipos de un total de 31 rivales posibles. De hecho, no es necesariamente el que más partidos gana en tiempo regular o el que más goles anota a lo largo del torneo. Solo es el que, dados los rivales que le tocaron, logró llegar y ganar la final. Siempre quedará la pregunta acerca de si ese campeón habría alzado la copa si se hubiese cruzado con otros rivales en el camino. La forma de designar los rivales que enfrentará cada equipo juega un rol demasiado importante. Sin embargo, normalmente nos olvidamos de la importancia que tiene, en todos los ámbitos, la forma de designar a los rivales. Alguien podría decir que un torneo más justo –desde una visión aristotélica de la justicia, en la que se premia la virtud y el mérito– consistiría en que todos los equipos de esta fase final se enfrenten al menos una vez. Así, sería el campeón el que ganara la mayor cantidad de equipos. Sin embargo, eso tampoco parece darnos certeza sobre la superioridad de ese equipo sobre todos los demás. Nuevamente, la suerte, sumada a la manera en que están organizadas las clasificatorias al Mundial, tendrá un rol estelar. La geografía es fundamental para determinar las chances de clasificar a la Copa del Mundo. Por ejemplo, la mitad de los diez países que integran la Conmebol han clasificado al Mundial, pero ninguna de las 14 naciones de la Confederación de Fútbol de Oceanía estará en esta etapa. Aproximadamente el 25% de los 55 integrantes de la UEFA estarán en el torneo, mientras que menos del 9% de las 41 federaciones afiliadas a las Concacaf que accedieron a esta última volarán a Rusia. Para muestra un botón. La selección peruana regresa al Mundial luego de 36 amargos años, habiendo perdido seis de los 18 partidos que jugó, alcanzando solo 26 puntos. Obtuvo un promedio de 1,44 puntos por partido. Por su parte, el tetracampeón Italia no estará esta vez, a pesar de haber promediado 2,3 puntos por partido durante las clasificatorias. Tiene casi un punto más por partido que nuestra Bicolor. Es claro que el orden de los factores altera el resultado. La forma en la que se asignan los cupos geográficamente y cómo se organiza el proceso de clasificación influye sustancialmente en quiénes llegan a la etapa final. En esta, cuales sean los integrantes de cada grupo determinarán seriamente las chances de llegar a la final. Es difícil pensar seriamente que el campeón del torneo sea realmente superior a todos los demás equipos que participaron de esta etapa o incluso de la etapa clasificatoria. Al final del día, sin embargo, lo único que importa es ganar a quien el destino ponga al frente, pues como solo decía el entrenador Billy Shanks: El fútbol no es una cuestión de vida o muerte, es mucho más que eso.","elcomercio","15/06/2018"
"Viernes 15 de junio del 2018","La Identidad Nacional con motivo del Mundial El país de los hijos Santiago Roncagliolo Escritor Yo soy peruano, pero mi hijo de 10 años naci en Barcelona y ha vivido toda su vida ah. Es un fanático –más bien un adicto– del Barça, conoce las alineaciones de todos los equipos de la Liga española, incluso sabe por cuanto vendrán y comprarán a cada jugador en Europa la próxima temporada. Y sin embargo, para mi sorpresa, en vísperas del Mundial, me ha dicho: –Papá, si Perú juega contra España en el Mundial, yo voy a querer que gane Perú. –¿En serio? –he preguntado, casi con lágrimas en los ojos–. ¿Qué bonito. –Bueno –ha aclarado él, para evitar malentendidos–, pero si gana España, no me voy a poner muy triste, ya? Supongo que va a ser diplomático. De todos modos, tiene gestos concretos muy emotivos. Por ejemplo, ahora se pone la camiseta de Perú. Sus amigos, que nunca han visto a nuestra selección en un Mundial, creen que es la del Rayo Vallecano. Él mismo tenía poco aprecio por la Blanquirroja antes de ganarle a Nueva Zelanda. Pero tras la clasificación a Rusia, ya nos parecemos un país serio. Su entusiasmo peruano me ha recordado la Eurocopa del 2008, que se celebró meses después de su nacimiento. El día de la final, mi esposa quería salir con sus amigas y yo me quedé en casa cuidando al bebé. España gan con un tanto de Torres. Y yo me sorprendí a mí mismo gritando el gol como un energúmeno frente al televisor. No sabía por qué me sentía tan eufórico. Ese no era mi país. Luego comprendí que sí lo era. Fernando Iwasaki me dijo una vez que tenemos una palabra para la tierra de los padres, patria, pero no para la tierra de los hijos, que tiene el mismo peso en nuestro corazón. El país que alzó la Eurocopa del 2008 se había hecho mío con el nacimiento de ese bebé. Los últimos años, vivir en Barcelona ha sido un constante reto a mi identidad. La política catalana se esmera en recordarte cada cinco minutos que eres un extranjero, y que eso es malo. Hay incluso una palabra, churriego, para recordarles a algunos catalanes que sus padres provienen de fuera. Una alta dirigente nacionalista les dijo a los dirigentes de otro partido catalán larguémonos a Cádiz, porque no les concedía el grado mínimo de pureza étnica para representar a sus propios votantes. Yo mismo he escuchado en miles de conversaciones acusaciones contra los españoles por no ser suficientemente europeos, lo cual, como consecuencia, me excluye de por vida. Yo nunca me acercar siquiera a lo que una parte de la sociedad exige para formar parte de ella. Forzado a posicionarme, mi niño –de madre valenciana– ha optado por ser catalán y español y peruano. Durante los meses más tensos de las manifestaciones soberanistas, él se presentaba en el colegio con su camiseta de La Roja. Preocupado por él, le dije muchas veces: –Niño, estamos en el mismo bando… pero no hace falta ir por la calle publicitándolo, OK? –¿Qué quieres? –respondió él indignado– ¿Que me esconda? Y yo lo dejaba ir vestido como quisiera. ¿Qué podía hacer? Por eso mismo, me ha gustado especialmente que ahora se ponga su camiseta blanquirroja. Me siento orgulloso de que mi hijo sea capaz de sentirse de más de un lugar. De amar a más de un grupo. De disfrutar de un mundo más grande. Y de paso, me ha hecho entender algo muy importante: que vemos el fútbol para saber de dónde somos. Y somos del lugar donde alguien nos quiere. Me siento orgulloso de que mi hijo sea capaz de sentirse de más de un lugar.","elcomercio","15/06/2018"
"Mirada de fondo Locura sobre rieles","Íñigo Alonso Economista Hoy se reúnen en Lima representantes de los gobiernos de Bolivia, Brasil, Paraguay, el Perú y Uruguay para definir la ruta crítica del tren biocénico, que unirá el puerto de Santos en el Atlántico con el de Ilo en el Pacífico. En realidad, el proyecto parecería estar ya en una ruta crítica: aquella que lleva al dispendio. Su costo se estima, por el momento, en 14.000 millones de dólares. Nadie, que sepamos, ha demostrado que la inversión valga la pena. Si el gobierno no puede exhibir un estudio de factibilidad que lo justifique, mejor sería descarrilarlo de una vez. Que otros países, principalmente europeos, hayan manifestado su apoyo al proyecto no quiere decir que sea un buen uso de los recursos de quienes lo pagaremos. Quiere decir simplemente que hay en esos países algunos contratistas y proveedores con influencia política que lo ven como una oportunidad de negocio. Si el tren biocénico tiene sentido económico no es una preocupación para ellos, pero sí debería serlo para los gobiernos que garantizarán la inversión y el financiamiento. Porque sin garantías estatales será muy difícil hacerlo. Según se ha reportado en la prensa, el tren biocénico transportaría 10 millones de toneladas de carga y 6 millones de pasajeros al año. Estos datos, por sí solos, no tienen ninguna utilidad. Para evaluar los beneficios del tren, necesitamos saber de dónde a dónde se van a movilizar. El valor del servicio y la disposición a pagar por el mismo dependen de la distancia recorrida. Las unidades relevantes para calcular los beneficios del tren no son toneladas y pasajeros, sino toneladas-kilómetro y pasajeros-kilómetro. Cada kilómetro de vía férrea requiere, por decirlo de alguna manera, de un volumen mínimo de carga o un número mínimo de pasajeros para cubrir los costos de construirlo y de mantenerlo en buen estado de funcionamiento. Un proyecto de esa magnitud, por lo demás, no puede evaluarse sobre la base de cifras globales, como si la única alternativa fuera ejecutar todo o nada. Hay que analizarlo por tramos; subdividirlo en tantos subproyectos como sea posible para saber cuáles deberían ejecutarse y cuáles no. Supongamos que haya, efectivamente, 6 millones de pasajeros, pero que todos quieran ir solamente de Santos a Cochabamba y viceversa. ¿Qué sentido tendrá construir un ferrocarril hasta Ilo? Los entusiastas del tren biocénico imaginan un flujo regular de carga cruzando el continente de este a oeste para embarcarse al Asia, esto es, haciendo el recorrido completo del tren. Pero primero hay que convencer a los dueños de la carga de que esa ruta bimodal es más corta, más rápida o más económica que una exclusivamente marítima, bien sea saliendo de Santos hacia el norte para atravesar el Canal de Panam o bien bordeando el cabo de Buena Esperanza, al sur de África, para continuar por el océano Índico. Si no hay suficientes usuarios que prefieran la ruta del tren, no tiene ningún sentido construirlo. La evidencia de la Carretera Interoceánica, que recorre una ruta paralela a la del tren en territorio peruano, indica que no los hay. En los tramos 3, 4 y 5 de la IIRSA Sur se recaudaron 86 millones de soles de peaje en el 2016, pero el fisco tuvo que desembolsar 87 millones de dólares –más del triple– como pago anual por obras (PAO). Eso se llama exceso de capacidad instalada.","elcomercio","15/06/2018"
"Opinión","-29- The Banco de Fomento Agrario Agrobanco: crónica de una muerte anunciada? Felipe Morris Economista La creación de Agrobanco, en el","elcomercio","15/06/2018"
"Sanciones a Pyongyang","El secretario de Estado de EE.UU., Mike Pompeo, destacó que China, al igual que Corea del Sur y Japón, está de acuerdo en no relajar las sanciones a Corea del Norte hasta que no dé pasos firmes hacia la desnuclearización, como se acordó en la cumbre entre Donald Trump y Kim Jong-un.","elcomercio","15/06/2018"
"Pena de 25 años","Un tribunal en Hungría sentenció ayer a cuatro traficantes de personas a 25 años de cárcel por la muerte en el 2015 de 71 migrantes. Ellos perecieron asfixiados en un camión refrigerado hallado en Austria.","elcomercio","15/06/2018"
