"headline","subheadline","author","content","newspaper","date"
"Vizcarra acelera el paso tras espaldarazo del referéndum","En mensaje a la Nación, presidente anunció anoche que el Consejo de Ministros ya aprobó ley orgánica para crear la Junta Nacional de Justicia, que reemplazará al Consejo Nacional de la Magistratura.","","\Desde ahora, no más ‘hermanitos’,’', dijo.""","publimetro","2018/12/13"
"AUDITORÍA INTERIOR SUSPENDIDO SU LICENCIA ARMAMENTISTICO","Sucamec canceló ayer la licencia para uso de armas de fuego de José Daniel Córdova Cáceres, quien protagoniza un video viral en el que se le ve...","","‘Córdova Cáceres no quería que los repartidores se estacionaran frente a su caso.'","publimetro","2018/12/13"
"CAPITULO FINAL UNIVERSIDAD CATOLICA ","'Rubio renunció a la PUCP'; El rector de la Pontifica Universidad Católica del Perú (PUCP) renunció ayer a su cargo, en medio de un escándalo por cobros ilegales de moras a los estudiantes. ","","En una carta, dirigida a la Asamblea Universitaria, Rubio ofreció disculpas a las y los alumnos, y a sus familias, que fueron afectados por esta decisión.","publimetro","2018/12/13"
"EXPOSICION COMMEMORATIVA ';Para Recordar YUYANAQAQ ': Celebramos 15 años de memoria colectiva","","Como se recuerda, Yuyanapag (que se puede visitar actualmente en el sexto piso del Ministerio de Cultura en San Borja) se inauguró a la par de la entrega del Informe Final de la Comisión de la Verdad y Reconciliación –en agosto del 2003–, que investigó el período 1980–2000, cuando los grupos terroristas Sendero Luminoso y MRTA se enfrentaron al Estado peruano, desatando una espiral de violencia que costó la vida a casi 70 mil peruanos.","","publimetro","2018/12/13"
"NOCEDA DENUNCIA CONTRA LOPEZ VAILELA","Denuncia por malos tratos presentada por la congresista Paloma Noceda (no agrupada) en contra de Luis López Vilela (Frente Amplio) se verá en la Comisión de Ética el jueves 27 de diciembre.","","Janet Sánchez (PPK), presidenta de esta comisión, anticipó que se citará a Luis Galarreta (Frente Amplio), quien según Noceda estaba enterado de los hechos.","publimetro","2018/12/13"
"MAY SUPERANDO MOTION OF CONFIDENCE","Theresa May logró sobrevivir a la moción de confianza lanzada por sectores de su propio partido conservador, quienes deseaban terminar con su manejo del Brexit.","","Con el respaldo de 200 diputados a favor y 177 en contra, May continúa liderando el proceso hacia la salida del Reino Unido de la UE.","publimetro","2018/12/13"
"Patuska – Productos de Lou Botanicals.","","La Redacción","La moda no puede ser ajena a un mundo cada vez más orgánico, menos insensible con el medio ambiente y más inclusivo. En nuestro país, la marca Lou Botanicals viene impulsando esta corriente con productos elaborados a mano, sin los temidos parabenos (un químico presente en la gran mayoría de cosméticos, causante de diversas alergias), y con un discurso de amor propio.","publimetro","2018/12/13"
"Moschino lanza un aroma de oro.","","Publimetro","La marca Moschino acaba de lanzar Gold Fresh Couture, la tercera edición de su icónica fragancia, con el clásico diseño de envase en tono oro. La fragancia mezcla los tonos cítricos, con un toque floral, aportado por el jazmín y la orquídea. Está disponible desde S/189 (30 ml).","publimetro","2018/12/13"
"Estée Lauder abre tienda en Real Plaza Salaverry.","","Publimetro","La marca de belleza Estée Lauder inaugurarà hoy su nueva tienda en Oechsle del Real Plaza Salaverry (Jesùs Maria), con descuentos especiales. La nueva tienda contarà con una app que te permitira probar mas de 50 tonos de labiales de forma virtual. Podès asistir al lanzamiento de la tienda desde las 6 p.m. en Real Plaza Salaverry.","publimetro","2018/12/13"
"De la NASA a tus pies.","","Publimetro","La marca de zapatillas Vans acaba de presentar las Vans Space Voyager, una coleccion innovadora que rendè honbre à la NASA por sus seis dcadas de explotacion espacial. Como modelo basè, la marca usò su classico modelo Old Skool, al que le añadiò el iconico logo de la agencia espacial de EE.UU. y una insignia de Velcro desmontable con la bandera estadounidense y el plan de la cabesa Apollo 11 en la suela. Precio: S/539 en www.strata.com.pe.","publimetro","2018/12/13"
"Diferentes miradas sobre el cine peruano.","","Marcela Valdivieso","Para algunos crìtic@s cinematogràficas, el film ‘Chicha’ representa un hito en la representacin audiovisual del Peru rural contemporânea. Esta obra destaca por su autenticidad visual y narrativa, capturando la esencia cultural de regiones frecuentemente ignoradas en producciones mainstream.","publimetro","2018/12/13"
"Ética en política","NA","NA","Son casos iguales entre sí (quechua) y español. El hecho de que sean dos congresistas es una muestra clara de cómo están las cosas políticas en el país.","publimetro","2018/12/13"
"Cuentos navideños para niños","(ingles) ","Gabriela Patron","Para jugar al fenómeno Si totalmente, en esta sociedad está muy normalizado que se transgredan los límites personales. Creo que se debe fiscalmente investigar a fondo y dar sanciones.","publimetro","2018/12/13"
"Sobre acusaciones contra congresistas","María Claudia Alba","Sí y ambos casos deben ser tratados con severidad. Se supone que Mamani y López son representantes de la patria y eso es inaceptable.","","publimetro","2018/12/13"
