"headline","content","newspaper","date"
"Pese a ser el pas con mayores reservas de crudo del mundo, Venezuela sufre crisis periódicas de escasez de combustible","Bolivia. Gobierno pide cese de huelga médica por tema humanitario  El gobierno boliviano pidi ayer a los médicos, en huelga desde hace 35 días contra una norma que regula el sector, que suspendan el paro por un tema humanitario. Les estamos pidiendo algo humano. Que sigan sus piquetes (de huelga de hambre), marchas, pero que atiendan a los enfermos, dijo  El gobierno boliviano pidi ayer a los médicos, en huelga desde hace 35 días contra una norma que regula el sector, que suspendan el paro por un tema humanitario. Les estamos pidiendo algo humano. Que sigan sus piquetes (de huelga de hambre), marchas, pero que atiendan a los enfermos, dijo  Centenares de médicos volvieron a manifestarse ayer en todos los puntos de La Paz y en el interior. Los galenos bolivianos rechazan una ley que sanciona la mala práctica con cárcel de dos a seis años, inhabilitación de ejercer la profesión y reparación económica.  Rusia. EE.UU. y el Kremlin coinciden en que urge negociar y ya no sancionar a Corea  El ministro de Relaciones Exteriores ruso, Sergei Lavrov, abordó por teléfono el tema nuclear norcoreano con su homologo estadounidense, Rex Tillerson, y coincidieron en la urgente necesidad de hacer negociaciones sobre el tema. Las partes están unidas en la opinión de que el proyecto de misiles nucleares norcoreanos viola las demandas del Consejo de Seguridad de la ONU. Se subrayó que es necesario pasar del lenguaje de las sanciones al proceso negociador lo más pronto posible, dijo Lavrov.","correo","27/12/2017"
"Indulto a Alberto Fujimori: Jurdicamente y politicamente","El indulto a Alberto Fujimori es jurdicamente y politicamente. Entenderlo solamente como uno de estos dos componentes es errado. Siendo una prerrogativa de perdon presidencial, es totalmente constitucional e inoponible, es decir, nos guste o no, hasta podría indultar in extremis al diablo si lo desea. No existe ninguna posibilidad jurídica en el derecho interno o en el supranacional que pueda anularlo. Lo hallamos en el célebre Código de Hammurabi hace 4 mil años, y del derecho divino fue trasladado a los monarcas que ejercían sin límites el ius puniendi, derecho de sancionar sobre sus súbditos, conservándose puro a través de los siglos. Esa es la fuerza de su naturaleza jurídica: facultad exclusiva del jefe de Estado que, acabado el absolutismo, la recibió del nuevo soberano que es el pueblo. Si el indulto es un atributo ad hoc de la voluntad del Presidente para concederlo, en el caso del humanitario es mayor porque invoca el carácter superior de los derechos humanos, que están por encima del derecho positivo al priorizar la humanidad del derecho, también siempre superior a la propia norma escrita. En el derecho no existe la interpretación convenida o caprichosa. No. La técnica hermenéutica o interpretación jurídica de una sentencia stricto sensu se halla nicamente en su parte resolutiva, nunca jamás en los antecedentes o en la parte considerativa. La que condena a Fujimori no dijo que era por delitos de lesa humanidad, por tanto, no forceemos políticamente el derecho. Ahora bien, Fujimori sí nos hizo mucho da y quebró la moral nacional, pero también nos libró de Abimael Guzmán y su cúpula, logró la paz con Ecuador y nos sac del abismo económico. Tengamos, entonces, equilibrio. No seamos mezquinos ni malandrines. Fue condenado y pagó cárcel por más de una década. Debí optarse por el arresto domiciliario por su edad, pues aunque no está agonizando no era correcto que un exjefe de Estado terminara sus días entre rejas, como le pasó a Augusto B. Legua (1919-1930). Acaba de pedir perdón a aquellos peruanos afectados por sus errores, y eso debe ser valorado. No nos llenemos de odio ni construyamos proyectos políticos a partir de su excarcelación.","correo","27/12/2017"
"Noel Gallagher descarta una posible reunion de la banda Oasis","A pesar de que su hermano Liam había manifestado que su relación había mejorado, Noel Gallagher descartó la posibilidad de que la banda Oasis se volviera a reunir. Sé que la gente no va a dejarlo ir. Creo que en algún modo es halagador, porque quiere decir que hiciste algo realmente importante. Pero ya lo hice, estoy hecho con esto y no está entre mis pensamientos. Solo lo forzo a pensar en Oasis cuando me hacen entrevistas, o cuando hicimos ese documental, porque creo que estaba un poco nostálgico, o cuando estoy cantando sobre el escenario Half The World Away, dijo Noel en una entrevista con Music Feeds.  Además, criticó la reunión del grupo Guns N Roses. Si Axl Rose o Slash o alguno de esos tipos fueran tan buenos como yo, no estarían en Guns N Roses, declaró el mayor de los Gallagher.","correo","27/12/2017"
"Shakira y Piqué celebran Navidad en familia en NY","Shakira y Piqué se mostraron sonrientes en su viaje a Nueva York, en Estados Unidos, donde los paparazzi los captaron en el aeropuerto. Además, la pareja y sus pequeños asistieron al partido entre los Knicks y los Philadelphia 76ers, durante el último 25 de diciembre, en el mtico estadio Madison Square Garden. De esta manera, Shakira, quien se encuentra descansando por un problema en las cuerdas vocales, decidi disfrutar de sus días libres de Navidad en la Gran Manzana.","correo","27/12/2017"
"Breves","VUELVE SERIE LOS EXPEDIENTES SECRETOS X  A propósito de los 25 años de su estreno, la serie The X-F/les, protagonizada por David Duchowny y Gillian Anderson, vuelve este 3 de enero en su segunda temporada con 10 nuevos episodios por Fox.  LA BOUCHE REGRESA A LIMA EN MARZO  El grupo alemán, junto a Ice MC, Tequila, Anita Doth y Randy Bush, se presenta el 17 de marzo de 2018 en el Parque de la Exposición como parte del festival Yo amo los 90s. Entradas en Joinnus.  RICARDO MONROY EXIGE RENUNCIA DE DEL SOLAR  ¿Ya saliste del Sol (Salvador del Solar), ya renunciaste (al cargo de ministro de Cultura)? Es momento de traer de qué estás hecho, tuitea el productor de Yo soy tras el indulto a Fujimori.  RECAUDA $100 MILLONES  Star Wars: Los últimos Jedi causó 100.7 millones de dólares en Estados Unidos y lidera taquilla frente a cintas como Jurassic World 2 y Pitch Perfect 3.","correo","27/12/2017"
"Lingard fue la figura de encuentro.","Manchester United salva empate y Chelsea gana en el BoxingDay  El Manchester United se salvó de perder en el Old Trafford en la gran celebración del Boxing Day al empatar en el último minuto 2–2 con el complicado Burnley por la fecha 20 de la Premier League. A los 3 minutos, Ashley Barnes se adelant para la visita, que aumentó la cuenta con tanto de Steven Defour a los 36. Pero en el segundo tiempo, Jesse Lingard, quien ingresó con gran nivel, fue el artífice del empate con sus goles a los 53 y 91. Este resultado ayudó a los diablos rojos a mantenerse en el segundo lugar.  Por su parte, el Chelsea seguirá en el tercer puesto de la Premier League después de vencer 2–0 en Stamford Bridge al Brighton con goles de Álvaro Morata y Marcos Alonso.","correo","27/12/2017"
"Carrillo aporta en triunfo del Watford","Todo comenzó complicado para el Watford, que empezó perdiendo a los 37 minutos con el gol de Riyad Mahrez. Sin embargo, el equipo de la Culebra reaccionó con el gol de Moussa Wague y el autogol del portero danés Kasper Schmeichel. Este resultado ascenderá al Watford hasta la décima posición de la tabla. Andr Carrillo jugó de titular y salió a los 89 minutos en reemplazo de Jerome Sinclair.","correo","27/12/2017"
"Alexis irá al PSG en junio","Según el diario The Sun, Alexis Sánchez, quien culmina contrato con el Arsenal en junio de 2018, se irá en ese mes al PSG de Francia.","correo","27/12/2017"
"Samapio dice Messi al Barcelona","Hurrykane sorprendió al mundo. Hoy es el gran Derby della Madonnina. Es Mañana dice Micahnni nn. El Milan y el Inter de Milán se preparan para enfrentarse esta tarde (2:45 SEL:E%ESETA p.m.) por los cuartos de final de la Copa Italia en un nuevo clásico de esa ciudad. El que gane pasará a las semifinales.  El DT de la selección argentina, Jorge Sampaoli, se declar arrepentido del escándalo que protagonizó en el que insultó a un policía de tránsito la madrugada del 24 de diciembre en su natal Casilda, cuando volvía de celebrar la boda de su hija. Boludo (idiota), cobras 100 pesos (5.47 dólares) al mes, dijo Sampaoli, según un video que se ha hecho viral, a un agente que hizo parar el automóvil. Quiero pedir especiales disculpas al oficial al que agredí verbalmente. Estoy totalmente arrepentido, señaló.","correo","27/12/2017"
"El periodismo digital no ha venido a desplazar al periodismo impreso","Hablar de periodismo es hablar de servicio y eso no se puede renunciar, afirma la autora del libro El rostro de los diarios digitales en el Perú. En esta publicación, también docente, Tara explica que se trata de una fotografía de diez medios de comunicación durante el 2014, con testimonios que denotan los cambios que se han producido en las empresas periodísticas.  ¿Cuál fue su primera impresión al ver este panorama? Estamos hablando del 2012 y 2013. La investigación tiene varias aristas, entre las que se analizan sus genes, espacios de interacción que ofrecían, entre otros. Los periódicos dejaron de volcar todo su contenido del impreso al digital; ya estaban produciendo materiales nuevos y creación de portadas. No se había desarrollado Facebook ni Twitter como ahora, pero sí había espacios creativos para ciudadanos, como reporteros ciudadanos. Además, me encontré con redacciones jóvenes predominantemente masculinas; eso ha cambiado. El periodismo digital nació con unos periodistas que habían pasado por la universidad, donde el trabajo es muy intenso.  ¿Qué ha cambiado? Mucho. Ahora hablar de una plataforma que no sea interactiva es totalmente trasnochado. En el periodo que yo analicé, hubo hasta tres cambios de interfaces en algunos medios. Yo me quedé en el análisis del 2014; en el 2015 y 2016, recolecté los testimonios de colaboradores, debido a los cambios por los que habían pasado.  ¿Qué se ha mantenido? Los principios básicos no han cambiado; eso continúa siendo lo importante. Sin embargo, el periodismo digital sigue en transición. Es un periodismo con otras fuentes, donde se tiene que dar esa certeza. En un país como el Perú, hablar de modernización es hablar de servicio y eso no se puede renunciar.  Esta transición se da a nivel mundial? Así es. Todo el periodismo digital está en transición. Lo que pasa es que en algunas empresas aún están ensayando fórmulas innovadoras para que el periodismo digital siga adelante.  Y que sea sustentable... También. Una de las cosas que sale en la investigación es cómo la publicidad sigue siendo una de las patas de la mesa que sostiene este modelo. La tarea es hallar salidas y que participen todas las partes involucradas, incluyendo a los lectores; porque de ellos necesitamos sus testimonios y sus experiencias. Los usuarios aprovechan estos espacios digitales donde tienen la oportunidad de dar su voz.  Pese a que existe interacción con el público, ¿por qué el modelo de negocios sigue concentrado en cada? Yo creo que esto es una revolución que tiene que darse más allá de la tecnología. Tiene que darse en la cabeza de las personas que dirigen los medios, de sus periodistas y de sus colaboradores. Todos los cambios deben darse de acuerdo con las realidades de cada país. No hay una receta; es un tema de procesos, de cuánto está puesto la empresa periodística a satisfacer y por cuánto tiempo; así mismo, quién se va a hacer cargo de esa subvención, la marca deberá buscar formas de apoyo.","correo","27/12/2017"
