"headline","content","newspaper","date"
"LA PREGUNTA DEL DÍA","POR: JOSIP MURVIĆ-PINTAR Noa20 ¿Cuál será el impacto de una clasificación del Perú al Mundial?  NY LUIS CARRILLO PINTO Experto en Marketing Deportivo y asesor de la Diplomatura en Gestión Deportiva de la PUCP  El impacto se daría en diversos sectores. En primer lugar, crecería el número de patrocinadores y la inversión publicitaria ligada al fútbol. También crecería el interés de los negocios por relacionarse con el fútbol: restaurantes con platos especiales para los partidos, bares con tragos temáticos, aumento del consumo de bebidas, las agencias de viajes venderían paquetes a Rusia, etc. La compra de televisores se dispararía. En el Perú, tener un Smart TV en la sala es un tema de status. Y más gente querría uno de estos aparatos para ver el Mundial. Todo el consumo ligado al entretenimiento deportivo aumentaría.  También aparecerían muchos productos ligados a la selección, por lo que la FPF deberá definir sus licencias y fiscalizar los productos piratas.  Con una clasificación al Mundial se genera un círculo virtuoso alrededor del fútbol, desde los sponsors, la revalorización del fútbol peruano, la asistencia de gente a los estadios y mucho más.  Se genera un círculo virtuoso alrededor del fútbol, desde sponsors, la asistencia de gente a dos estadios y más.","publimetro","09/10/2017"
"LOS LECTORES RESPONDEN O SE CREARÁN Y VENDERÁN PRODUCTOS REFERENTES A LA SELECCIÓN. ADICIONALMENTE, LAS AGENCIAS DE VIAJE PROMOCIONARÁN PAQUETES TURÍSTICOS PARA IR A RUSIA.","EL IMPACTO SERÍA SOBRE TODO EN LO EMOCIONAL, LOS 36 AÑOS SIN MUNDIALES SON DOLORESOS, PERO ESTA JUVENTUD CONTRA TODO PUEDE. VAMOS, PERÚ  ERIC CALERO  SEGURO HABRÁ UN LIGERO IMPULSO EN LA ECONOMÍA, PRINCIPALMENTE EN EL CONSUMO INTERNO, CON TANTAS EXPECTATIVAS (O POR ESTAR EN UN MUNDIAL). PASTORIO VILELA","publimetro","09/10/2017"
"Va de feminicidio.","De Osma, quien tena una notoria cojera, fue llevada al mdico legista. El agresor, segn denunci la vctima, adems, la haba amenazado con un cuchillo de cocina.  La ministra de la Mujer, Aa Mara Choquehuanc, conden este hecho e invoc a la Polica y al Ministerio Pblico a actuar para que esta agresin no quede impune.","publimetro","09/10/2017"
"Un policía fallece en combate en el Vraem","Un policía falleció durante un combate contra delincuentes narcoterroristas desatado ayer en la zona del Vraem. La víctima fue Arn Edgar Gmez Cuti, quien falleció en la mañana de ayer, tras el enfrentamiento registrado en el distrito de Pucacolpa, provincia de Huanta, Ayacucho.  El Comando Conjunto de las Fuerzas Armadas informó que los restos del suboficial de tercera fueron trasladados a la base de Pichari, para continuar con las investigaciones.  El ministro del Interior, Carlos Basombrio, precisó que el policía no muri en una emboscada, como algunas versiones indicaron, sino en acciones ofensivas de combate.","publimetro","09/10/2017"
"Indicador económico","DOLAR COMPRA S/.3.268 VENTA — S/ 3270 SP/BVL —0.67%  Conoce más sobre los aportes voluntarios. A partir de este 16 de octubre entrará en vigencia la norma que flexibiliza el mecanismo para retirar los aportes voluntarios sin fin previsional. ¿Sabes cuáles son los cambios? Prima AFP nos da información al respecto.  ¿Qué son los aportes voluntarios? Son aportes independientes a los que haces para tu pensión de jubilación.  Puedes retirar libremente, Puedes retirar la cantidad que desees y hacer las operaciones que gustes.  ¿En qué momento los puedes hacer? Debes haber aportado a la AFP por un mínimo de cinco años. Los aportes voluntarios son una manera de ahorrar o invertir los excedentes de dinero que tengas.  ¿Cuándo puedes disponer de ese dinero? Gracias a la modificación de la norma, ahora podrás retirar tu dinero de la cuenta.  ¿Hay un monto mínimo? Recuerda que no existen montos mínimos ni máximos para realizar este tipo de aportes.","publimetro","09/10/2017"
"Cómo prepararte para la campaña navideña","Análisis del mercado. Es muy importante que estés al tanto de cuáles son las novedades del mercado y qué productos y servicios generan mayor interés en los clientes en esta época del año. Saberlo te ayudará a marcar la diferencia y poder ofrecer lo que la gente realmente quiere.  Arma un presupuesto. Para tener una campaña exitosa hay que evaluar si cuentas con el dinero suficiente para la compra de mercadería. Si el capital no es suficiente, evalúa solicitar un préstamo.  Compra con anticipación. Compra con tiempo los productos que has detectado que son los favoritos de tus clientes y, además, asegúrate de incluir novedades. Esta fecha es ideal para importar productos nuevos de mercados como China. Recuerda que hay varias plataformas online que te pueden ayudar con el proceso.  Define bien los precios. Para ello no solo debes tener en cuenta el margen de ganancia. También debes evaluar aspectos como el poder adquisitivo de tu público, costos de producción, importación y los precios que maneja la competencia.  Participa en ferias. Las ferias reciben cada vez más asistentes y se han vuelto muy populares. Tus posibilidades de venta aumentarán considerablemente si participas en algunas de ellas.","publimetro","09/10/2017"
"Estos fueron algunos de los temas que más se comentaron ayer en Twitter.","Mike Pence, vicepresidente de EE.UU., abandon ayer en Indianapolis un partido de fútbol americano entre Indianapolis Colts y los San Francisco 49ers, luego de que los jugadores pusieran una rodilla en tierra durante el himno nacional, siguiendo las protestas contra las políticas racistas del gobierno. Estas manifestaciones han sido duramente criticadas por Donald Trump. Pence dijo en Twitter que no participará de ningún evento que no dignifique a su himno nacional. EPence fue más irrespetuoso al irse, escribi @Goscarmeloz.  El rapero estadounidense Nelly, detenido el sábado pasado acusado de violación, fue puesto en libertad sin cargos, indic ayer la Policía de Auburn, Washington. Connell Hayes Jr., su verdadero nombre, dijo en su cuenta de Instagram que no pagó ninguna fianza y agradeció a sus fans por el apoyo. Ojalá se aclare el asunto por el bien de ella, dijo @rilla623.  Ayer se presentó el último tráiler de La Liga de la Justicia, película de superhéroes de DC Comics. En el tráiler se muestra cómo la muerte de Superman ha impactado al mundo y a otros superhéroes, como la Mujer Maravilla y Aquaman, que pelean ante nuevos villanos. Su estreno mundial será el 16 de noviembre. El tráiler me ha dejado boquiabierta, dijo @ligadelajusticia.","publimetro","09/10/2017"
"Una multitud contra la independencia salió a las calles de Barcelona","Cerca de un millón de personas se manifestaron ayer por la unidad nacional en Barcelona. Puigdemont insiste en el proceso de independencia. Miles de ciudadanos catalanes salieron ayer a las calles de Barcelona a manifestarse por la unidad de España ante el proceso secesionista en Cataluña, a dos días de la celebración del Pleno de la Generalitat en el que debería declararse la independencia.  Cerca de un millón de personas, según los organizadores, se concentraron en Barcelona bajo el lema de Basta! Recuperemos la sensatez, portando banderas españolas y catalanas juntas.  Mario Vargas Llosa, presente en la manifestación de ayer en Barcelona, dijo que ninguna conjura independentista va a destruir la unidad de España. En uno de los discursos de cierre, el Nobel acusó de golpistas a las autoridades del gobierno catalán y calificó al nacionalismo como la peor de las pasiones.  Josep Borrell, exministro socialista, quien participó de la manifestación, alertó que Cataluña está viviendo momentos... dramáticos. También hizo un llamado al jefe del Ejecutivo catalán, Carles Puigdemont, para que no empuje al país hacia el precipicio. Borrell rechazó comparaciones con otros casos de Europa del Este y recordó que Cataluña no es una colonia ni un Estado ocupado.","publimetro","09/10/2017"
"Maduro confía en que el diálogo político se retomará","El Presidente venezolano no hace caso a los reclamos que plantea la oposición, reconoció ayer que el diálogo político entre su gobierno y la oposición se retomará en estos días. Considera que se dar tras redactar un documento que, al igual que el proceso de negociación, presenta un avance del 95%. Sin embargo, no dio detalles sobre el contenido de este documento.  Maduro aseguró que el proceso iniciado el pasado 13 de septiembre en República Dominicana continuará por la paz y la soberanía de su país. La oposición, que no acudi al segundo encuentro del 27 de septiembre, anunci entonces que no participaría en nuevas reuniones con el gobierno. Según el diputado opositor Luis Florido, se debe a que el oficialismo no ha cumplido condiciones mínimas en materias electorales y de derechos humanos.","publimetro","09/10/2017"
"50 años de la muerte del Che","Con honores de héroe, Cuba rindi homenaje ayer a la figura y legado de Ernesto Che Guevara, al cumplirse hoy medio siglo de su muerte en Bolivia. Raúl Castro, presidente cubano, no pronunci ningún discurso, pero deposit una rosa blanca sobre el nicho que cobija los restos del revolucionario argentino en la ciudad de Santa Clara, junto a otras autoridades cubanas.","publimetro","09/10/2017"
