"headline","subheadline","author","content","newspaper","date"
"Violación tras violación","","Carmen McEvoy","Historiadora analiza casos recientes.","elcomercio","2018/03/10"
"And the winner is...","","Alfredo Bullard","Abogado reflexiona sobre resultados electorales.","elcomercio","2018/03/10"
"Una chola fantástica","","Carlos Meléndez","Polítologo destaca figuras femeninas destacadas.","elcomercio","2018/03/10"
"Cuatro tragedias americanas","","Moises Naïm","Economista revisa eventos significativos en América Latina.","elcomercio","2018/03/10"
"Editorial","-","","Discute implicancias de repetir mociones de vacancia presidencial.","elcomercio","2018/03/10"
"Precios en provincias: Envío Terrestre S/3,00 y Aéreo S/5,00.","-","","Información sobre precios de envío.","elcomercio","2018/03/10"
"Que trabaja como vigilante todas las noches, está seguro de que su hija ha caído en poder de una mafia dedicada a captar menores para explotarlas.","","","Para él, es imposible que la adolescente haya tenido motivos para huir por su propia voluntad. 'Es la menor de mis tres hijos y siempre fue mi consentida. Nada le faltaba y nunca hemos tenido problemas con ella', solloza.","elcomercio","2018/03/10"
"","","","Departamento de Búsqueda de Personas Desaparecidas y Secuestros de Arequipa informó a El Comercio que realizan todas las diligencias posibles para encontrar a la menor. Los agentes a cargo del caso sospechan que Yhurema pudo ser llevada a un night club, pero no contra su voluntad. Según explicaron, un delincuente dedicado a la trata de personas jamás deja que su victima tenga contacto con sus familiares, tal como ya ha ocurrido con la adolescente. En esta unidad policial, al día se reciben seis o siete denuncias por desaparición (el 2017 se registraron 690 denuncias). Sin embargo, al menos cinco se resuelven en menos de tres días. Al año apenas uno o dos casos, como máximo, son remitidos a los departamentos de Trata de Personas y de Homicidios. ‘Arequipa no es zona de trata de personas, más bien es punto de tránsito por las mafias’, explicó un detective.","elcomercio","2018/03/10"
"Sátiras mitologizando el accidente fatal","","LAURA ZEGARRA","Sobre el accidente mortal que involucró a Eduardo Saettone y María Elena Coronado, Laura Ze garra ofrece perspectivas clarificatorias respecto a cómo se narran eventos cruciales mediante interpretaciones variadas. Detalladamente expone aspectos técnicos y legales relacionados con el incidente, proporcionando contexto necesario para discernir responsabilidades y acciones posteriores.","elcomercio","2018/03/10"
"Mitos y Verdades a más de Cinco Años del Accidente","","","Detalles específicos revelan circunstancias detrás del fatídico evento del 23 de agosto del 2012, describiendo condiciones meteorológicas adversas y decisiones clave que condujeron al lamentable desenlace. Las investigaciones subsiguientes destacan discrepancias en evaluaciones forenses y testimonios contradictorios, complicando así la búsqueda de verdad absoluta.","elcomercio","2018/03/10"
