"headline","subheadline","author","content","newspaper","date"
"POLEMICA POR REMANIACIÓN DE CABINETE","PROHIBICIÓN DE EXCLUSIVA Y JUGAR POKÉMON","","En su bancada ‘no nos manejamos con beepers’, según Gilbert Violeta.","correo","2016/09/10"
"Tema del Día: Viaje Internacional del Presidente","DEL EJECUTIVO Y EL SECTOR EMPRESARIAL","DIARIO CORREO","El presidente de la República, Pedro Pablo Kuczynski, iniciará hoy una serie de visitas comerciales a China y Estados Unidos buscando inversiones para el Perú. Su equipo incluirá a la Primera Dama, Nancy Lange, varios ministros y empresarios peruanos.","correo","2016/09/10"
"Punto Clave: Cambio en Bancada","Gilbert Violeta critica manejo anterior","Marcela Chumpitaz","‘Nosotros no funcionamos con beeper’ dice Gilbert Violeta refiriéndose a cómo operaba la bancada fujimorista en los ’90.","correo","2016/09/10"
"Aviso Legal: Auditoría Solicitada","Contraloría examinará programas sociales","Naomi Muñoz","La ministra de Desarrollo e Inclusión Social, Cayetana Aljovín, solicitó una auditoría a los programas sociales Pensión 65 y Cuna Más implementados bajo el régimen previo.","correo","2016/09/10"
"Critique Polémica: Facultades Legislativas","Facultades podrían verse obstaculizadas”; “Diario Correo”;Juan Carlos Ruiz""","Tras comentarios divisivos dentro de la bancada de Peruanos Por el Kambio, surge preocupación sobre el avance del pedido de facultades especiales solicitadas por el ejecutivo.","","correo","2016/09/10"
"Notificación Diplomática: Protesta Nuclear","Gobierno Peruano condena pruebas nucleares coreanas","Carlos Fernández","El ministerio de Relaciones exteriores expresa firme condena hacia los últimos ensayos nucleares llevados a cabo por Corea del Norte, calificados como una amenaza global.","correo","2016/09/10"
"Liberada mujer detenida por alarma de bomba.","","DIARIO CORREO.PE","Sharon Pérez Alarcón estaba sindicada de haber activado falsamente una alarma de bomba.","correo","2016/09/10"
"Prisión Preventiva para Agresor de Niño en Illave.","Juicio emocional","REDACCIÓN | CORREO","Marco Fidalgo Encinas Quiroz se arrodilló ante el juez y, entre lágrimas, pidió perdón por golpear salvajemente a su hijo. Será trasladado al penal de Yanamayo enfrentándose a cargos por tentativa de parricidio y lesiones graves.","correo","2016/09/10"
"Cadena Perpetua para Violador.","Condena firme","CORRESPONDENCIA","Un individuo fue condenado a cadena perpetua por el Poder Judicial tras ser encontrado responsable del abuso sexual prolongado hacia su sobrino en Tumbes.","correo","2016/09/10"
"Dangerous Crash Leaves Four Dead Near Campanillas.","Tragedia en ruta principal","DIARIO CORREO.PE","En un accidente violento, un autobús transportando empleados de la industria pesquera impactó contra un camión, resultando en múltiples fatalidades y lesionados gravemente.","correo","2016/09/10"
"Policía Desmantela Bandas Peligrosas.","Operativos exitosos","CORRECTIVIDAD | REPORTAJE","Después de intensos seguimientos, se arrestó a 25 sospechosos involucrados en actividades criminales lideradas por grupos llamados ‘Los Letales del Norte’ y ‘Injertos de la Tía On’. Dos agentes policiales están entre los detenidos.","correo","2016/09/10"
"Arcaeología Revela Antigüedad Precolombina.","Descubrimiento significativo","ARCHIVO ANTIGÜEDADES","Arqueólogos descubrieron un antiguo templo de la Cultura Lambayeque datado entre los siglos X y XIII, evidenciando prácticas culturales previas a la colonización europea.","correo","2016/09/10"
"ESTRENAN CLÁSICO DE SHAKESPEARE EN EL CENTRO CULTURAL BRITÁNICO","NA","NA","Christian Vilar, Christian Yslah, Katerina D’Onofrio, Nicolas Gold, Ingrid Altamirano, Andres Salas, Gabriel Gonzalez y Alejandro Guzman.","correo","2016/09/10"
"HAMLET","NA","NA","","correo","2016/09/10"
"Cristal Recibe a Garcilaso","Para los Verdaderos Hincha Celestes Hoy No Hay Pretextos Para No Acudir Al Estadio.","","Los verdaderos hinches celestes tienen la cita pactada a las 3 de la tarde en el Templo de Sempre, el Bernabe Ugalde. El Invitado sera el cuadro cusqueño Real Garcilaso, que siempre se ha caracterizado por realizar buenas actuaciones de visita. Será un Duelo Interesante en el Que Cristal Utiliza Su Reciente Jale Diegos Luna Quien Comanda El Ataque Ce Leeste. Dirige Mike Palomino.","correo","2016/09/10"
"Dissolucion y Liquidacion Cosapicorp SA","Con Ruc No 20502001272","NA","[De conformidad con el artículo 412 de la ley general de sociedades se comunica que la junta general de accionistas de Cosapi Corp S.A. de fecha 5 de septiembre de 2016 ha acordado la dissolucion y liquiadcion de la sociedad, nombrandose como liquidador al senhor Jorge Isaac Norabuen Caonovis]","correo","2016/09/10"
"Liquidador Rejuvenecimento Facial Estrías Lentigos, manchas y lunares.","Atenua Cicatrizes”;;Desde 500 Disolution y Liquiation con Ari Congesion Aeronomicas Sa. Con RuNo 2030068080.[De conformidade co artigo 412 da lei geral das societades se communica que a junta geral de accionistas de Cosapi concessões aerônicas sa. Da data 5 de setembro de 2016 ha accordado a dissolução e liqüiação da sociedade nomeandonse come liquidadora ao Senhor Jorge Issac Norabuen Caonovis] Lima, 6 de Septiembre de 202016 Jorge Issac Norabuen Caonovis On° No 9532011""","","","correo","2016/09/10"
"Comerciantes Le Sacan Un Punto A utc","Cuando Parecia Que Utç Se Iba Alevar Tres Puntoss Al Ganar Dos A Zero, Comerciantes Unidos Igualo El Partido Dos A Dos. ","","Los Goles Locales Fueron Autogoal De Christian Laurai Gol De Vicotr Guaza. En La Visita Anotaron Gary Coreea Y Robbert Ardilles.","correo","2016/09/10"
"Vallejo Recibe A Comercio Sin Mayor","Universidad Cesár Valleja Será Local En Trujillo Ante Union Comercio (8 PM), Que Jugara Sin Diego Maya Quien Areago Finalmente Su Traspaso Al Colon De Santa Fe De Argentinna","","Intimos Quieres Gozar Ante San Martin Luego De La Paralizacion Del Torneo Blaquiazules Buscan Ganar Para Seguir Dentro De Los Cuatro Primeros Rennzo Dulanto Edulento Grupo Pensare Olvidemonos De Nuestra realidad. Luego De Vivir Dos Semanas Intenses De Eliminatorias El Futbol Cal Retorna Con El Lleno Del Partido Mas Importante De La Fecha 3 De La Liguiila E, Que Se Hipara Hoje Entre La Universidad Samartin Y Alianza Limain El Estadio National (3.00 pm)","correo","2016/09/10"
"Alineaciones","Alianza Lima Vs San Martin","","Alianza Lima: L. Butteron; G. Guiassala, M. Araujo, W. Ibaniez, L. Trujillo; J. Atoche, J. Landuri, E. Ramires, J. Basan; L. Paoyo Y A. Pandoi San Martins: S. Rivadeaneyra; S. Sales, R. Garces, C. Baes, A. Ampero; W. Carategua, S. Penya, Joelsanchez, C. Ortii; A. Dominguez Y W. Palacio","correo","2016/09/10"
